orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS06785	RS_RS06785		thiamine pyrophosphate protein	0.441	-0.926	0.658	0.871	0.564	-1.255	-1.941
RalstoniaGMI1000	RS_RS06790	RS_RS06790		ribonuclease E inhibitor RraA	0.209	-0.350	-0.697	0.575	0.420	0.258	-1.115
RalstoniaGMI1000	RS_RS06795	RS_RS06795		gamma-glutamylcyclotransferase	-1.020	-0.649	-1.351	-0.511	0.364	-0.142	-1.815
RalstoniaGMI1000	RS_RS06800	RS_RS06800		GALA protein	-0.412	0.128	-0.726	-0.257	-0.277	1.140	1.228
RalstoniaGMI1000	RS_RS06805	RS_RS06805		GALA protein	-0.148	-1.094	1.993	1.694	0.820	-0.696	-1.658
RalstoniaGMI1000	RS_RS06810	RS_RS06810		isocitrate lyase	0.240	-1.617	0.481	0.471	1.598	0.596	-0.083
RalstoniaGMI1000	RS_RS06815	RS_RS06815		universal stress protein	1.914	1.479	0.459	-0.957	-0.040	0.186	-0.764
RalstoniaGMI1000	RS_RS06820	RS_RS06820		LysR family transcriptional regulator	-0.224	-0.840	-0.488	-1.011	0.008	-0.855	-1.452
RalstoniaGMI1000	RS_RS06830	RS_RS06830		haloacid dehalogenase type II	0.751	0.495	-1.068	1.973	1.926	1.482	2.898
RalstoniaGMI1000	RS_RS06835	RS_RS06835		malate synthase A	-0.071	-0.571	-0.816	1.282	-0.613	-1.371	-1.699
RalstoniaGMI1000	RS_RS06840	RS_RS06840		DUF1857 domain-containing protein	-1.005	-0.439	0.221	0.907	1.369	-0.062	0.445
RalstoniaGMI1000	RS_RS06845	RS_RS06845		MFS transporter	-0.152	0.479	0.909	-0.068	-0.066	-1.027	-0.521
RalstoniaGMI1000	RS_RS06850	RS_RS06850		acyl-CoA-binding protein	-0.473	-0.228	-0.185	0.099	0.341	0.597	-0.654
RalstoniaGMI1000	RS_RS06870	RS_RS06870		lysophospholipid transporter LplT	-4.243	-2.351	-2.862	-2.936	-3.521	-0.921	-2.282
RalstoniaGMI1000	RS_RS06880	RS_RS06880		DNA repair protein RadA	-0.580	1.092	-0.916	-1.132	0.192	0.051	-1.101
RalstoniaGMI1000	RS_RS06890	RS_RS06890		DUF523 domain-containing protein	0.892	-0.766	0.268	-0.744	-0.456	-1.189	-1.856
RalstoniaGMI1000	RS_RS06895	RS_RS06895		CoA transferase	-0.424	-0.713	-0.393	0.290	-0.233	-0.595	1.118
RalstoniaGMI1000	RS_RS06900	RS_RS06900		ABC transporter	-0.692	0.620	0.329	0.629	0.402	1.539	1.247
RalstoniaGMI1000	RS_RS06905	RS_RS06905		MurR/RpiR family transcriptional regulator	0.653	2.041	0.314	1.063	0.845	0.700	-0.009
RalstoniaGMI1000	RS_RS06910	RS_RS06910		isoaspartyl peptidase/L-asparaginase	-0.494	-0.483	0.952	0.695	1.142	0.930	1.364
RalstoniaGMI1000	RS_RS06915	RS_RS06915		ABC transporter ATP-binding protein	-0.007	0.383	0.575	-0.424	0.044	-1.099	-1.423
RalstoniaGMI1000	RS_RS06920	RS_RS06920		glutathione ABC transporter substrate-binding protein GsiB	-0.185	-0.856	0.470	1.311	0.757	0.736	0.274
RalstoniaGMI1000	RS_RS06925	RS_RS06925		glutathione ABC transporter permease GsiC	0.564	-1.181	0.775	1.445	0.939	0.598	0.784
RalstoniaGMI1000	RS_RS06930	RS_RS06930		glutathione ABC transporter permease GsiD	1.345	1.205	0.185	0.314	-0.202	0.042	-0.618
RalstoniaGMI1000	RS_RS06935	RS_RS06935		S58 family peptidase	0.798	2.664	0.309	1.022	0.988	-1.703	-0.432
RalstoniaGMI1000	RS_RS06940	RS_RS06940		D-aminopeptidase	-0.086	-0.771	-0.820	0.808	0.838	2.095	0.419
RalstoniaGMI1000	RS_RS06945	RS_RS06945		chitin-binding protein	-1.459	-0.907	-0.161	-0.895	0.056	-0.025	-1.214
RalstoniaGMI1000	RS_RS06950	RS_RS06950		hypothetical protein	0.132	-0.085	-1.200	0.678	1.231	0.999	-0.236
RalstoniaGMI1000	RS_RS06955	RS_RS06955		GTP cyclohydrolase I FolE	-0.580	-1.108	0.881	-0.227	0.735	0.268	0.525
RalstoniaGMI1000	RS_RS06960	RS_RS06960		50S ribosomal protein L3 N(5)-glutamine methyltransferase	-1.264	-0.586	0.377	-0.055	-0.096	-0.643	-1.423
RalstoniaGMI1000	RS_RS06965	RS_RS06965		CYTH domain-containing protein	0.039	0.379	1.025	1.251	0.906	-0.070	-1.365
RalstoniaGMI1000	RS_RS06990	RS_RS06990		succinyldiaminopimelate transaminase	-4.327	-3.891	-1.192	-3.148	-3.392	-2.044	-4.115
RalstoniaGMI1000	RS_RS06995	RS_RS06995		hypothetical protein	-0.089	-0.208	1.906	0.606	0.834	-0.592	-1.612
RalstoniaGMI1000	RS_RS07000	RS_RS07000		alpha/beta hydrolase	0.075	0.540	-0.343	-0.271	1.271	0.049	-0.098
RalstoniaGMI1000	RS_RS07010	RS_RS07010		cell division protein FtsZ	-1.404	-0.708	-0.976	-1.301	-1.396	0.114	-0.085
RalstoniaGMI1000	RS_RS07020	RS_RS07020		peptide deformylase	-0.579	-0.249	-0.750	-1.505	-1.012	0.080	0.088
RalstoniaGMI1000	RS_RS07025	RS_RS07025		hypothetical protein	0.036	-0.242	-0.302	-0.744	-0.526	-1.215	-0.049
RalstoniaGMI1000	RS_RS07030	RS_RS07030		16S rRNA uridine-516 pseudouridylate synthase	0.404	-0.696	1.769	-0.554	-0.933	1.154	0.361
RalstoniaGMI1000	RS_RS07080	RS_RS07080		RIP metalloprotease RseP	-0.609	-0.518	1.911	0.583	-1.347	1.369	0.677
RalstoniaGMI1000	RS_RS07130	RS_RS07130		phosphoenolpyruvate synthase	-3.967	-0.523	-3.507	-1.773	-3.849	-1.434	-3.957
RalstoniaGMI1000	RS_RS07135	RS_RS07135		NfeD family protein	-0.826	-1.773	-0.941	-0.969	-0.138	0.461	-0.112
RalstoniaGMI1000	RS_RS07140	RS_RS07140		SPFH/Band 7/PHB domain protein	-1.179	0.085	1.380	-0.996	1.623	1.120	1.088
RalstoniaGMI1000	RS_RS07160	RS_RS07160		DUF4124 domain-containing protein	-0.959	-0.167	-0.234	0.817	0.677	0.434	-0.247
RalstoniaGMI1000	RS_RS07165	RS_RS07165		EamA/RhaT family transporter	0.066	0.306	-0.269	0.439	1.729	0.201	0.504
RalstoniaGMI1000	RS_RS07175	RS_RS07175		hypothetical protein	-0.273	-0.037	0.543	-0.006	1.780	0.756	-0.441
RalstoniaGMI1000	RS_RS07210	RS_RS07210		ribbon-helix-helix protein, CopG family	0.373	-0.252	-0.727	-0.421	-1.689	1.610	0.415
RalstoniaGMI1000	RS_RS07215	RS_RS07215		hypothetical protein	1.594	-0.178	-0.493	0.955	0.883	0.758	-1.147
RalstoniaGMI1000	RS_RS07250	RS_RS07250		pca operon transcription factor PcaQ	0.829	2.793	-0.173	0.566	-0.894	-1.909	-0.074
RalstoniaGMI1000	RS_RS07255	RS_RS07255		protocatechuate 3,4-dioxygenase subunit beta	0.455	-0.047	0.456	0.839	1.693	1.598	0.844
RalstoniaGMI1000	RS_RS07260	RS_RS07260		protocatechuate 3,4-dioxygenase subunit alpha	0.457	-0.060	0.801	0.560	0.405	0.978	0.278
RalstoniaGMI1000	RS_RS07265	RS_RS07265		RNA 2',3'-cyclic phosphodiesterase	0.079	0.745	0.017	-1.027	-0.028	-0.273	-0.323
RalstoniaGMI1000	RS_RS07270	RS_RS07270		DsbA family protein	2.071	1.115	-0.981	0.389	0.411	-0.147	0.646
RalstoniaGMI1000	RS_RS07275	RS_RS07275		MFS transporter	0.109	2.101	0.389	0.463	0.358	1.184	0.788
RalstoniaGMI1000	RS_RS07280	RS_RS07280		type II toxin-antitoxin system HipA family toxin	-1.173	0.314	0.331	-1.414	-0.761	1.295	-0.465
RalstoniaGMI1000	RS_RS07290	RS_RS07290		2-methylisocitrate lyase	-0.122	1.461	0.040	1.078	1.265	0.157	0.615
RalstoniaGMI1000	RS_RS07295	RS_RS07295		7-carboxy-7-deazaguanine synthase	-2.806	-1.197	-2.551	-2.431	-2.759	-1.352	-0.825
RalstoniaGMI1000	RS_RS07315	RS_RS07315		ABC-F family ATPase	0.771	-0.880	0.996	-0.867	1.613	-0.446	0.227
RalstoniaGMI1000	RS_RS07325	RS_RS07325		hypothetical protein	1.361	0.132	-0.027	0.124	-0.540	-1.297	-1.133
RalstoniaGMI1000	RS_RS07330	RS_RS07330		aldehyde dehydrogenase family protein	-0.876	1.770	0.576	-0.274	0.539	1.904	0.726
RalstoniaGMI1000	RS_RS07340	RS_RS07340		glycoside hydrolase family 15 protein	0.604	0.141	-0.293	0.620	1.015	0.572	0.226
RalstoniaGMI1000	RS_RS07345	RS_RS07345		DUF2252 domain-containing protein	0.253	-1.577	2.585	-0.783	-0.706	-0.904	-0.087
RalstoniaGMI1000	RS_RS07355	RS_RS07355		MgtC/SapB family protein	-0.467	-0.988	0.257	-2.439	-1.946	-0.287	-1.785
RalstoniaGMI1000	RS_RS07360	RS_RS07360		hypothetical protein	0.235	1.425	-1.188	-0.800	-0.534	1.071	1.324
RalstoniaGMI1000	RS_RS07365	RS_RS07365		hypothetical protein	1.351	1.507	0.380	-0.457	0.340	-0.415	-1.403
RalstoniaGMI1000	RS_RS07370	RS_RS07370		carbon monoxide dehydrogenase	0.250	-1.279	1.353	0.082	-0.540	0.002	0.744
RalstoniaGMI1000	RS_RS07375	RS_RS07375		VWA domain-containing protein	-0.141	1.233	-0.380	-2.329	-0.756	1.308	0.347
RalstoniaGMI1000	RS_RS07380	RS_RS07380		MoxR family ATPase	0.439	-0.447	0.453	-0.113	-0.588	1.994	-0.216
RalstoniaGMI1000	RS_RS07385	RS_RS07385		xanthine dehydrogenase family protein subunit M	-1.014	1.468	-1.024	-0.521	-0.499	1.352	0.517
RalstoniaGMI1000	RS_RS07390	RS_RS07390		xanthine dehydrogenase family protein molybdopterin-binding subunit	0.610	0.773	1.140	0.425	0.205	-0.420	-0.581
RalstoniaGMI1000	RS_RS07395	RS_RS07395		(2Fe-2S)-binding protein	-1.558	0.730	0.760	-0.406	0.233	-0.871	-0.146
RalstoniaGMI1000	RS_RS07400	RS_RS07400		hypothetical protein	-0.270	1.048	0.268	-0.981	-0.498	-0.583	-0.687
RalstoniaGMI1000	RS_RS07405	RS_RS07405		LysR family transcriptional regulator	-0.343	-0.905	-0.357	0.094	0.645	1.890	-0.059
RalstoniaGMI1000	RS_RS07410	RS_RS07410		MFS transporter	-0.657	1.534	-0.371	0.099	1.183	-0.312	0.419
RalstoniaGMI1000	RS_RS07420	RS_RS07420		hypothetical protein	-0.106	-0.496	0.679	-0.970	-0.131	0.810	0.521
RalstoniaGMI1000	RS_RS07425	RS_RS07425		penicillin-binding protein	-0.254	0.062	-0.156	1.104	-0.323	-1.012	-1.197
RalstoniaGMI1000	RS_RS07430	RS_RS07430		adenosylmethionine--8-amino-7-oxononanoate transaminase	-0.608	-0.201	-1.096	-0.904	-0.685	-0.039	-0.369
RalstoniaGMI1000	RS_RS07435	RS_RS07435		8-amino-7-oxononanoate synthase	-0.948	1.245	1.107	1.204	2.200	0.568	-0.057
RalstoniaGMI1000	RS_RS07445	RS_RS07445		hypothetical protein	0.142	1.221	1.353	0.130	0.034	-1.537	-0.284
RalstoniaGMI1000	RS_RS07450	RS_RS07450		hypothetical protein	1.153	-0.435	-3.198	-0.008	0.550	0.635	0.661
RalstoniaGMI1000	RS_RS07455	RS_RS07455		DUF1653 domain-containing protein	0.918	1.391	0.635	1.299	0.546	0.325	-0.087
RalstoniaGMI1000	RS_RS07460	RS_RS07460		hypothetical protein	-0.187	-0.428	-0.532	-0.928	-0.798	-1.040	-0.918
RalstoniaGMI1000	RS_RS07470	RS_RS07470		hypothetical protein	1.193	0.671	-0.047	1.054	-1.753	-0.487	-0.083
RalstoniaGMI1000	RS_RS07475	RS_RS07475		hypothetical protein	0.853	-0.022	-1.153	0.066	-0.097	-0.301	0.802
RalstoniaGMI1000	RS_RS07480	RS_RS07480		hypothetical protein	1.104	0.491	-1.106	-0.082	1.065	0.636	0.961
RalstoniaGMI1000	RS_RS07485	RS_RS07485		hypothetical protein	1.463	-1.336	0.278	1.663	0.711	1.303	0.212
RalstoniaGMI1000	RS_RS07495	RS_RS07495		hypothetical protein	-0.124	-0.096	0.158	-0.006	0.381	0.623	0.549
RalstoniaGMI1000	RS_RS07510	RS_RS07510		DUF4102 domain-containing protein	0.109	-0.591	1.274	0.622	1.454	-0.813	0.180
RalstoniaGMI1000	RS_RS07515	RS_RS07515		hypothetical protein	1.462	0.589	-0.583	0.143	0.043	-1.004	-0.680
RalstoniaGMI1000	RS_RS07520	RS_RS07520		hypothetical protein	1.275	0.470	0.153	0.788	0.568	-0.145	-0.033
RalstoniaGMI1000	RS_RS07525	RS_RS07525		hypothetical protein	-1.347	-2.314	-0.934	-0.567	-0.537	-1.067	-0.535
RalstoniaGMI1000	RS_RS07530	RS_RS07530		hypothetical protein	0.495	0.568	-1.145	-0.572	1.048	-0.622	-0.028
RalstoniaGMI1000	RS_RS07535	RS_RS07535		hypothetical protein	-0.770	-1.015	-0.477	-0.210	1.059	-1.363	0.118
RalstoniaGMI1000	RS_RS07540	RS_RS07540		aldo/keto reductase	-1.205	-1.588	-0.077	-0.588	-1.323	0.493	-0.913
RalstoniaGMI1000	RS_RS07545	RS_RS07545		tyrosinase	2.505	0.620	0.720	-0.773	-1.605	0.614	0.979
RalstoniaGMI1000	RS_RS07550	RS_RS07550		hypothetical protein	1.510	0.308	2.189	-0.871	-0.596	1.826	0.874
RalstoniaGMI1000	RS_RS07555	RS_RS07555		SCO family protein	0.779	1.521	0.121	0.143	-0.997	-0.094	-0.746
RalstoniaGMI1000	RS_RS07560	RS_RS07560		universal stress protein	-0.678	0.354	-0.430	0.544	-0.595	0.631	0.821
RalstoniaGMI1000	RS_RS07565	RS_RS07565		zinc-binding alcohol dehydrogenase family protein	0.236	0.561	1.201	0.044	-0.187	-0.393	-0.755
RalstoniaGMI1000	RS_RS07570	RS_RS07570		DUF2892 domain-containing protein	0.853	-0.170	0.410	1.094	-1.236	0.437	0.445
RalstoniaGMI1000	RS_RS07585	RS_RS07585		conjugal transfer protein TraR	-0.830	0.208	0.481	0.668	0.123	-0.595	-0.665
RalstoniaGMI1000	RS_RS07590	RS_RS07590		DUF1488 domain-containing protein	-0.866	-0.553	0.952	1.540	0.436	0.308	0.204
RalstoniaGMI1000	RS_RS07605	RS_RS07605		hydroxyacylglutathione hydrolase	0.579	-0.378	-0.830	-0.347	-1.023	1.180	1.370
RalstoniaGMI1000	RS_RS07610	RS_RS07610		lytic transglycosylase	-1.614	-0.129	-0.943	-0.737	-0.735	0.739	0.906
RalstoniaGMI1000	RS_RS07615	RS_RS07615		propionate--CoA ligase	0.743	1.421	-0.284	-1.477	-0.525	0.879	0.788
RalstoniaGMI1000	RS_RS07625	RS_RS07625		leucine efflux protein LeuE	-2.147	1.039	0.032	-1.463	0.761	0.040	-0.062
RalstoniaGMI1000	RS_RS07640	RS_RS07640		DUF4149 domain-containing protein	-0.919	-0.474	-0.729	0.329	-0.200	1.028	-1.375
RalstoniaGMI1000	RS_RS07645	RS_RS07645		RNA-binding protein	-0.130	0.810	0.086	0.636	-0.479	-1.107	-0.837
RalstoniaGMI1000	RS_RS07670	RS_RS07670		phosphate ABC transporter substrate-binding protein PstS	0.612	0.191	-0.680	0.533	0.377	0.209	0.044
RalstoniaGMI1000	RS_RS07675	RS_RS07675		phosphate ABC transporter permease subunit PstC	-1.395	1.620	1.454	-0.865	-0.405	1.053	1.061
RalstoniaGMI1000	RS_RS07680	RS_RS07680		phosphate ABC transporter, permease protein PstA	-0.358	-1.855	-1.215	-0.506	0.657	0.132	-1.228
RalstoniaGMI1000	RS_RS07685	RS_RS07685		phosphate ABC transporter ATP-binding protein	0.977	0.122	0.253	-1.847	-0.573	0.007	0.694
RalstoniaGMI1000	RS_RS07690	RS_RS07690		phosphate transport system regulatory protein PhoU	-0.531	0.335	-0.483	-0.326	0.625	-1.286	-2.476
RalstoniaGMI1000	RS_RS07695	RS_RS07695		phosphate regulon transcriptional regulatory protein PhoB	0.171	0.148	0.886	-0.953	-0.332	0.623	-0.838
RalstoniaGMI1000	RS_RS07700	RS_RS07700		phosphate regulon sensor histidine kinase PhoR	0.826	1.695	1.537	0.399	-0.435	-0.497	-0.061
RalstoniaGMI1000	RS_RS07705	RS_RS07705		polyphosphate kinase 1	1.139	1.310	0.543	1.401	0.345	0.672	1.087
RalstoniaGMI1000	RS_RS07710	RS_RS07710		exopolyphosphatase	-0.534	0.203	-0.024	-2.249	0.055	0.756	1.867
RalstoniaGMI1000	RS_RS07715	RS_RS07715		GNAT family N-acetyltransferase	0.235	2.081	0.631	-0.728	-0.242	-1.510	-0.760
RalstoniaGMI1000	RS_RS07730	RS_RS07730		acyltransferase	-0.979	-0.508	0.993	0.116	0.531	-0.560	-0.773
RalstoniaGMI1000	RS_RS07735	RS_RS07735		sulfite exporter TauE/SafE family protein	-0.458	-0.040	1.936	1.146	-0.430	0.549	0.841
RalstoniaGMI1000	RS_RS07740	RS_RS07740		NAD(P)/FAD-dependent oxidoreductase	1.003	0.187	0.559	-1.518	-1.907	-0.522	0.645
RalstoniaGMI1000	RS_RS07745	RS_RS07745		transcriptional regulator	-0.640	-0.091	-0.178	0.265	0.523	0.961	0.161
RalstoniaGMI1000	RS_RS07750	RS_RS07750		MBL fold metallo-hydrolase	-1.262	0.391	1.131	0.084	0.345	-0.388	-0.049
RalstoniaGMI1000	RS_RS07755	RS_RS07755		GGDEF-domain containing protein	0.615	0.175	1.097	1.311	1.043	-1.022	-0.906
RalstoniaGMI1000	RS_RS07765	RS_RS07765		glutamate-1-semialdehyde aminotransferase	1.149	0.751	0.956	-0.241	0.015	-0.667	-1.157
RalstoniaGMI1000	RS_RS07770	RS_RS07770		glutamate-1-semialdehyde aminotransferase	1.581	2.376	-1.112	0.023	-0.713	-0.486	-0.557
RalstoniaGMI1000	RS_RS07775	RS_RS07775		formate acetyltransferase	0.746	0.130	1.496	0.322	-0.313	0.807	0.571
RalstoniaGMI1000	RS_RS07780	RS_RS07780		DUF2278 domain-containing protein	0.670	-1.033	-0.110	0.983	1.263	-0.248	0.069
RalstoniaGMI1000	RS_RS07785	RS_RS07785		hypothetical protein	1.299	-0.695	1.367	-0.209	0.004	-2.078	-0.358
RalstoniaGMI1000	RS_RS07790	RS_RS07790		transposase	-0.203	0.581	-0.606	0.949	-0.587	0.695	0.609
RalstoniaGMI1000	RS_RS07805	RS_RS07805		hypothetical protein	0.095	0.736	1.456	-0.330	-0.643	-1.086	-0.840
RalstoniaGMI1000	RS_RS07810	RS_RS07810		hypothetical protein	1.285	0.073	-2.282	0.901	0.752	-2.226	0.307
RalstoniaGMI1000	RS_RS07820	RS_RS07820		site-specific integrase	-0.087	1.702	1.035	0.125	1.200	-0.504	-0.256
RalstoniaGMI1000	RS_RS07830	RS_RS07830		hypothetical protein	0.550	0.772	-1.269	-0.147	-0.748	0.465	-1.641
RalstoniaGMI1000	RS_RS07835	RS_RS07835		FAD-binding oxidoreductase	0.579	-0.387	3.016	1.376	-0.290	1.109	0.876
RalstoniaGMI1000	RS_RS07840	RS_RS07840		DUF2069 domain-containing protein	0.512	-0.652	-0.223	0.265	0.377	0.335	0.316
RalstoniaGMI1000	RS_RS07845	RS_RS07845		NAD(P)H:quinone oxidoreductase	0.819	-0.982	0.113	1.128	-0.742	-0.236	-0.778
RalstoniaGMI1000	RS_RS07850	RS_RS07850		membrane protein	-1.567	-1.551	1.208	-0.994	-0.889	-0.390	0.554
RalstoniaGMI1000	RS_RS07855	RS_RS07855		DUF962 domain-containing protein	-1.290	0.692	-0.515	-0.151	0.044	0.696	2.944
RalstoniaGMI1000	RS_RS07860	RS_RS07860		alpha/beta hydrolase	-0.370	0.650	0.632	0.020	-0.826	-1.833	-0.813
RalstoniaGMI1000	RS_RS07865	RS_RS07865		O-acetylhomoserine aminocarboxypropyltransferase	1.066	0.505	0.032	1.207	-0.300	2.173	-0.474
RalstoniaGMI1000	RS_RS07875	RS_RS07875		MFS transporter	-0.001	0.089	0.431	0.953	0.695	-0.913	-0.904
RalstoniaGMI1000	RS_RS07880	RS_RS07880		FKBP-type peptidyl-prolyl cis-trans isomerase	1.157	1.193	2.383	-0.145	-1.485	0.359	0.478
RalstoniaGMI1000	RS_RS07885	RS_RS07885		chorismate synthase	-2.306	-1.182	-1.571	0.483	-0.860	0.508	-0.067
RalstoniaGMI1000	RS_RS07895	RS_RS07895		NAD(P)-dependent oxidoreductase	-0.478	-0.492	-0.145	-0.020	0.052	0.269	-0.242
RalstoniaGMI1000	RS_RS07900	RS_RS07900		PAS domain-containing protein	0.836	-0.334	1.365	-0.154	0.088	-1.559	-1.162
RalstoniaGMI1000	RS_RS07905	RS_RS07905		CoA transferase subunit A	0.158	0.344	1.020	0.981	1.424	-0.351	-1.237
RalstoniaGMI1000	RS_RS07915	RS_RS07915		3-hydroxybutyrate dehydrogenase	-0.188	-1.186	0.700	-1.569	-0.665	0.825	0.692
RalstoniaGMI1000	RS_RS07920	RS_RS07920		alpha/beta hydrolase	-0.102	-1.534	2.409	0.309	0.278	-0.280	0.984
RalstoniaGMI1000	RS_RS07925	RS_RS07925		RidA family protein	0.590	-0.096	1.791	-0.059	1.390	-0.426	1.816
RalstoniaGMI1000	RS_RS07930	RS_RS07930		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	2.558	0.467	5.391	-0.452	4.709	0.098	3.487
RalstoniaGMI1000	RS_RS07975	RS_RS07975		MerR family transcriptional regulator	0.029	0.136	-0.510	-0.355	-0.545	0.452	-0.390
RalstoniaGMI1000	RS_RS07985	RS_RS07985		aldose 1-epimerase	-0.309	-0.535	-1.941	-0.562	0.337	0.072	0.108
RalstoniaGMI1000	RS_RS07990	RS_RS07990		hypothetical protein	0.032	-0.317	-0.422	0.038	-1.448	0.138	0.299
RalstoniaGMI1000	RS_RS07995	RS_RS07995		DNA polymerase IV	1.126	-0.445	-0.826	0.194	1.553	-0.453	0.121
RalstoniaGMI1000	RS_RS08000	RS_RS08000		amino acid permease	-0.120	-0.538	0.858	-0.310	0.121	0.365	1.305
RalstoniaGMI1000	RS_RS08005	RS_RS08005		DUF1223 domain-containing protein	1.889	2.107	-0.912	1.900	0.576	1.431	2.272
RalstoniaGMI1000	RS_RS08010	RS_RS08010		DUF1488 domain-containing protein	-1.381	-1.200	-0.127	1.306	0.111	-1.713	-0.382
RalstoniaGMI1000	RS_RS08020	RS_RS08020		homoprotocatechuate degradation operon regulator HpaR	2.794	-0.468	-2.134	0.698	1.494	0.893	1.789
RalstoniaGMI1000	RS_RS08025	RS_RS08025		exodeoxyribonuclease III	-1.451	-0.031	1.204	-1.355	-0.983	0.055	-0.088
RalstoniaGMI1000	RS_RS08030	RS_RS08030		cytosine deaminase	-0.211	0.370	0.236	-0.452	0.494	-0.832	0.152
RalstoniaGMI1000	RS_RS08035	RS_RS08035		oligopeptidase A	0.946	0.262	0.313	-1.669	-0.752	-1.513	-0.712
RalstoniaGMI1000	RS_RS08045	RS_RS08045		DNA-binding response regulator	-1.686	-0.465	-1.743	1.082	-0.671	0.967	-1.380
RalstoniaGMI1000	RS_RS08050	RS_RS08050		PAS domain-containing sensor histidine kinase	-3.754	-2.360	-3.051	0.361	-1.837	-1.596	-4.948
RalstoniaGMI1000	RS_RS08075	RS_RS08075		hypothetical protein	-1.163	-1.877	1.662	-0.018	-1.509	-0.622	0.273
RalstoniaGMI1000	RS_RS08085	RS_RS08085		histone deacetylase	-0.685	-0.460	0.231	1.265	0.972	0.133	0.142
RalstoniaGMI1000	RS_RS08090	RS_RS08090		EamA/RhaT family transporter	0.096	0.148	-0.039	1.265	0.377	2.018	-0.130
RalstoniaGMI1000	RS_RS08095	RS_RS08095		oxidoreductase	0.676	-0.631	1.378	-1.930	0.318	-0.065	-0.352
RalstoniaGMI1000	RS_RS08100	RS_RS08100		D-alanyl-D-alanine endopeptidase	-1.783	-0.553	0.281	0.506	0.356	-0.198	-2.466
RalstoniaGMI1000	RS_RS08110	RS_RS08110		(Fe-S)-binding protein	-0.845	-0.865	2.232	-0.799	2.479	0.618	1.255
RalstoniaGMI1000	RS_RS08115	RS_RS08115		iron-sulfur cluster-binding protein	-0.715	0.134	-0.114	-0.075	-0.139	1.218	0.820
RalstoniaGMI1000	RS_RS08125	RS_RS08125		NINE protein	0.345	2.060	-0.097	-0.551	-0.764	0.022	-1.635
RalstoniaGMI1000	RS_RS08135	RS_RS08135		arginyl-tRNA-protein transferase	0.270	-1.115	0.851	0.877	0.089	0.529	0.807
RalstoniaGMI1000	RS_RS08140	RS_RS08140		leucyl/phenylalanyl-tRNA--protein transferase	1.087	0.408	1.329	1.164	-1.323	1.219	0.584
RalstoniaGMI1000	RS_RS08145	RS_RS08145		NUDIX domain-containing protein	0.945	1.032	-0.797	0.076	0.110	-0.277	0.615
RalstoniaGMI1000	RS_RS08150	RS_RS08150		tRNA-Met	-0.281	0.001	-0.204	0.735	-0.291	-0.989	-1.056
RalstoniaGMI1000	RS_RS08165	RS_RS08165		hypothetical protein	-0.323	0.627	1.804	0.622	1.756	0.682	1.139
RalstoniaGMI1000	RS_RS08180	RS_RS08180		RNA-binding transcriptional accessory protein	-1.308	-0.809	-0.633	-0.980	0.016	-0.035	-0.025
RalstoniaGMI1000	RS_RS08185	RS_RS08185		hypothetical protein	-0.212	-2.079	-0.958	-0.381	0.591	0.480	1.738
RalstoniaGMI1000	RS_RS08190	RS_RS08190		DUF465 domain-containing protein	-0.936	-0.260	-0.466	1.027	-0.604	-1.042	-1.518
RalstoniaGMI1000	RS_RS08195	RS_RS08195		ATP-dependent DNA helicase	-1.303	-0.095	0.718	-0.648	-0.760	-1.079	0.045
RalstoniaGMI1000	RS_RS08205	RS_RS08205		RluA family pseudouridine synthase	-1.408	-1.048	-0.091	1.315	-1.304	0.915	0.827
RalstoniaGMI1000	RS_RS08210	RS_RS08210		peptidoglycan editing factor PgeF	0.317	0.838	-1.539	0.358	0.486	0.349	0.641
RalstoniaGMI1000	RS_RS08220	RS_RS08220		class I poly(R)-hydroxyalkanoic acid synthase	-3.083	0.994	-3.614	-5.651	-4.648	-5.713	-5.433
RalstoniaGMI1000	RS_RS08225	RS_RS08225		acetyl-CoA C-acetyltransferase	-0.145	-0.514	2.219	-3.000	1.998	-3.101	1.274
RalstoniaGMI1000	RS_RS08230	RS_RS08230		beta-ketoacyl-ACP reductase	-2.394	-0.465	-2.530	-3.475	-2.152	-4.159	-1.481
RalstoniaGMI1000	RS_RS08235	RS_RS08235		polyhydroxyalkanoate synthesis repressor PhaR	-3.801	-0.219	-2.311	-4.021	-4.419	-1.761	-4.497
RalstoniaGMI1000	RS_RS08240	RS_RS08240		tRNA-dihydrouridine synthase C	0.054	0.847	0.650	0.355	0.867	-0.291	-0.009
RalstoniaGMI1000	RS_RS08245	RS_RS08245		30S ribosomal protein S12 methylthiotransferase RimO	-0.279	0.743	-0.925	-0.200	0.592	-0.264	1.656
RalstoniaGMI1000	RS_RS08250	RS_RS08250		acetyl-CoA C-acyltransferase	0.213	0.145	-0.168	1.635	-0.071	0.244	0.121
