otu_id,domain,phylum,class,order,family,genus
OTU_5049,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria
OTU_505,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria
OTU_5050,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria
OTU_5051,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5052,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,,
OTU_5053,Bacteria,Acidobacteriota,,,,
OTU_5054,Bacteria,Patescibacteria,ABY1,Candidatus_Jacksonbacteria,Candidatus_Jacksonbacteria,Candidatus_Jacksonbacteria
OTU_5055,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a
OTU_5056,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria
OTU_5057,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5058,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5059,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_506,Bacteria,,,,,
OTU_5060,Bacteria,,,,,
OTU_5061,Bacteria,Planctomycetota,Phycisphaerae,,,
OTU_5062,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria
OTU_5063,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_5064,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_5065,Bacteria,,,,,
OTU_5066,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_5067,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5068,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria
OTU_5069,Bacteria,Chloroflexi,Dehalococcoidia,,,
OTU_507,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5
OTU_5070,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5071,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5072,Bacteria,Caldisericota,Caldisericia,Caldisericales,,
OTU_5073,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_5074,Archaea,,,,,
OTU_5075,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,CG1-02-32-21
OTU_5076,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5077,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5078,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_5079,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_508,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5080,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
OTU_5081,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
OTU_5082,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
OTU_5083,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5084,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5085,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5086,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II
OTU_5087,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5088,Bacteria,,,,,
OTU_5089,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum
OTU_509,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_5090,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria
OTU_5091,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_5092,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_5093,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,
OTU_5094,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5095,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
OTU_5096,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5097,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Candidatus_Raymondbacteria,Candidatus_Raymondbacteria
OTU_5098,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,TPD-58
OTU_5099,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_51,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales
OTU_510,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5100,Bacteria,,,,,
OTU_5101,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
OTU_5102,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41
OTU_5103,Bacteria,Firmicutes,Clostridia,,,
OTU_5104,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
OTU_5105,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_5106,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_5107,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
OTU_5108,Bacteria,Acidobacteriota,Acidobacteriae,,,
OTU_5109,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus
OTU_511,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15
OTU_5110,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5111,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_5112,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_5113,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
OTU_5114,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
OTU_5115,Bacteria,,,,,
OTU_5116,Archaea,Crenarchaeota,Nitrososphaeria,,,
OTU_5117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,
OTU_5118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
OTU_5119,Bacteria,Actinobacteriota,Acidimicrobiia,,,
OTU_512,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
OTU_5120,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_5121,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_5122,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria
OTU_5123,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5
OTU_5124,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5125,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5
OTU_5126,Bacteria,Patescibacteria,Gracilibacteria,,,
OTU_5127,Bacteria,Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus
OTU_5128,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,GIF3,GIF3
OTU_5129,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12411,UBA12411
OTU_513,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,
OTU_5130,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,
OTU_5131,Bacteria,,,,,
OTU_5132,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_5133,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a
OTU_5134,Bacteria,,,,,
OTU_5135,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
OTU_5136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillaceae
OTU_5137,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,
OTU_5138,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5139,Archaea,,,,,
OTU_514,Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria
OTU_5140,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_5141,Bacteria,Patescibacteria,WWE3,WWE3,WWE3,WWE3
OTU_5142,Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria
OTU_5143,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_5144,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
OTU_5145,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU_5146,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas
OTU_5147,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5148,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_5149,Bacteria,Planctomycetota,,,,
OTU_515,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5150,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,
OTU_5151,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_5152,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_
OTU_5153,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,Candidatus_Collierbacteria
OTU_5154,Bacteria,,,,,
OTU_5155,Bacteria,Armatimonadota,,,,
OTU_5156,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
OTU_5157,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,
OTU_5158,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,Micrarchaeales
OTU_5159,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_516,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5160,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
OTU_5161,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium
OTU_5162,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallales,Victivallales
OTU_5163,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
OTU_5164,Bacteria,,,,,
OTU_5165,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_5166,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_5167,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_5168,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
OTU_5169,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,
OTU_517,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,Aenigmarchaeales,Aenigmarchaeales
OTU_5170,Bacteria,,,,,
OTU_5171,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU_5172,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
OTU_5173,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus
OTU_5174,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,
OTU_5175,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_5176,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,Micrarchaeales
OTU_5177,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
OTU_5178,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
OTU_5179,Bacteria,Patescibacteria,Microgenomatia,,,
OTU_518,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_5180,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5181,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_5182,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,Leptolyngbya_ANT.L52.2
OTU_5183,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5184,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria
OTU_5185,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales
OTU_5186,Bacteria,Patescibacteria,ABY1,,,
OTU_5187,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_5188,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_5189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter
OTU_519,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_5190,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,
OTU_5191,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5192,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
OTU_5193,Bacteria,,,,,
OTU_5194,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_5195,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,Candidatus_Latescibacter
OTU_5196,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5197,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
OTU_5198,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales
OTU_5199,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria
OTU_52,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_520,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067
OTU_5200,,,,,,
OTU_5201,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,
OTU_5202,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_5203,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_5204,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_5205,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_5206,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5207,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5208,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_5209,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
OTU_521,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaeromusa-Anaeroarcus
OTU_5210,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
OTU_5211,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_5212,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
OTU_5213,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5214,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_5215,Bacteria,Patescibacteria,,,,
OTU_5216,Bacteria,Patescibacteria,Kazania,Kazania,Kazania,Kazania
OTU_5217,Archaea,,,,,
OTU_5218,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,
OTU_5219,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_522,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_5220,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_5221,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_5222,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,MVP-88
OTU_5223,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_5224,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_5225,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5226,Archaea,,,,,
OTU_5227,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,
OTU_5228,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria
OTU_5229,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Doudnabacteria,Candidatus_Doudnabacteria,Candidatus_Doudnabacteria
OTU_523,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_5230,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_5231,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26
OTU_5232,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria
OTU_5233,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria
OTU_5234,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5235,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria
OTU_5236,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade
OTU_5237,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_5238,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeales,Candidatus_Iainarchaeum
OTU_5239,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_524,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Ferritrophicum
OTU_5240,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_5241,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_5242,,,,,,
OTU_5243,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
OTU_5244,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_5245,Bacteria,,,,,
OTU_5246,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_5247,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
OTU_5248,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae
OTU_5249,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_525,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria
OTU_5250,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_5251,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_5252,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
OTU_5253,Bacteria,Acidobacteriota,FFCH5909,FFCH5909,FFCH5909,FFCH5909
OTU_5254,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira
OTU_5255,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5256,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_5257,Bacteria,Patescibacteria,ABY1,,,
OTU_5258,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
OTU_5259,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13
OTU_526,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
OTU_5260,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_5261,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,
OTU_5262,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,
OTU_5263,Bacteria,,,,,
OTU_5264,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
OTU_5265,Bacteria,Proteobacteria,,,,
OTU_5266,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_5267,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria
OTU_5268,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_5269,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria
OTU_527,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_5270,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales
OTU_5271,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5272,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5273,Bacteria,,,,,
OTU_5274,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3,EC3
OTU_5275,Bacteria,Firmicutes,Clostridia,,,
OTU_5276,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU_5277,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
OTU_5278,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria
OTU_5279,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,bac2nit3,bac2nit3
OTU_528,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_5280,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_5281,Bacteria,Patescibacteria,ABY1,,,
OTU_5282,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,Lenti-02
OTU_5283,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,
OTU_5284,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter
OTU_5285,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,vadinBE97
OTU_5286,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
OTU_5287,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,,
OTU_5288,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,
OTU_5289,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_529,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_5290,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
OTU_5291,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges
OTU_5292,Bacteria,Patescibacteria,ABY1,,,
OTU_5293,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria
OTU_5294,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_5295,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6
OTU_5296,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus
