orgId	locusId	sysName	geneName	desc	set1IT076 CPG	set1IT077 M63_quarter_strength	set1IT080 CPG	set3IT039 CPG	set3IT040 M63_quarter_strength	set4IT039 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT042 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT045 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi
RalstoniaBSBF1503	RALBFv3_RS05260	RALBFv3_RS05260		DNA-3-methyladenine glycosylase 2 family protein	-0.278	0.886	-2.655	0.669	-0.465	-0.100	-1.672	-0.171
RalstoniaBSBF1503	RALBFv3_RS05265	RALBFv3_RS05265		bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada	-1.870	-1.099	-0.577	-0.411	-0.119	-1.040	-0.200	0.290
RalstoniaBSBF1503	RALBFv3_RS05270	RALBFv3_RS05270		metal-binding protein	-0.808	-0.913	1.268	-1.510	-1.157	0.387	1.414	-0.466
RalstoniaBSBF1503	RALBFv3_RS05275	RALBFv3_RS05275		hypothetical protein	0.553	-0.542	-0.122	0.846	0.615	-0.199	0.578	-1.082
RalstoniaBSBF1503	RALBFv3_RS05285	RALBFv3_RS05285		AI-2E family transporter	0.605	2.036	-0.548	0.167	0.362	-0.454	1.535	-0.479
RalstoniaBSBF1503	RALBFv3_RS05300	RALBFv3_RS05300		polynucleotide adenylyltransferase PcnB	10.985	1.488	5.608	9.053	-1.084	2.615	0.308	-0.286
RalstoniaBSBF1503	RALBFv3_RS05310	RALBFv3_RS05310		deoxynucleoside kinase	1.895	0.324	-1.374	-0.662	-0.837	-0.004	-1.392	-0.506
RalstoniaBSBF1503	RALBFv3_RS05320	RALBFv3_RS05320		ABC transporter permease	-0.777	0.316	0.152	-1.119	0.016	0.227	-1.251	0.438
RalstoniaBSBF1503	RALBFv3_RS05325	RALBFv3_RS05325		ABC transporter ATP-binding protein	-0.165	0.450	1.225	0.205	0.249	-1.614	-1.109	-1.072
RalstoniaBSBF1503	RALBFv3_RS05330	RALBFv3_RS05330		aminodeoxychorismate synthase component I	-0.426	-1.298	-0.848	-0.654	-0.931	0.213	1.303	0.256
RalstoniaBSBF1503	RALBFv3_RS05345	RALBFv3_RS05345		elongation factor GreAB	1.405	1.789	1.580	-0.060	0.089	0.114	1.088	-0.307
RalstoniaBSBF1503	RALBFv3_RS05365	RALBFv3_RS05365		hypothetical protein	-0.183	0.130	-1.390	1.218	1.365	-0.454	-0.476	-1.327
RalstoniaBSBF1503	RALBFv3_RS05370	RALBFv3_RS05370		RNA-binding S4 domain-containing protein	-0.102	-0.193	0.484	2.436	0.613	0.707	1.564	-0.482
RalstoniaBSBF1503	RALBFv3_RS05380	RALBFv3_RS05380		imidazolonepropionase	0.954	0.924	1.320	1.210	0.395	-0.617	-1.175	-0.583
RalstoniaBSBF1503	RALBFv3_RS05385	RALBFv3_RS05385		formimidoylglutamase	-1.271	0.529	-1.647	-1.991	-0.710	-0.145	0.195	0.042
RalstoniaBSBF1503	RALBFv3_RS05390	RALBFv3_RS05390		histidine ammonia-lyase	-0.252	-0.664	-0.650	-0.269	-0.412	-1.128	-1.462	-0.965
RalstoniaBSBF1503	RALBFv3_RS05395	RALBFv3_RS05395		urocanate hydratase	-0.330	-0.560	-0.763	0.122	1.245	-0.907	-0.284	-0.390
RalstoniaBSBF1503	RALBFv3_RS05400	RALBFv3_RS05400		histidine utilization repressor	-1.324	-0.068	0.122	-0.445	-1.521	-0.093	-1.451	1.274
RalstoniaBSBF1503	RALBFv3_RS05405	RALBFv3_RS05405		heat-inducible transcriptional repressor HrcA	0.328	1.173	-0.034	1.299	1.116	1.199	1.760	2.843
RalstoniaBSBF1503	RALBFv3_RS05415	RALBFv3_RS05415		DNA repair protein RecN	0.264	0.355	0.131	-0.900	-0.299	-1.199	-1.324	-1.081
RalstoniaBSBF1503	RALBFv3_RS05420	RALBFv3_RS05420		hypothetical protein	-0.937	-0.793	-0.357	-2.317	-0.801	-0.130	-0.938	0.798
RalstoniaBSBF1503	RALBFv3_RS05425	RALBFv3_RS05425		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	0.285	0.383	0.221	0.756	0.205	-1.037	-0.704	0.091
RalstoniaBSBF1503	RALBFv3_RS05430	RALBFv3_RS05430		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	0.609	-0.290	0.098	-1.109	-0.256	0.352	0.334	-0.164
RalstoniaBSBF1503	RALBFv3_RS05435	RALBFv3_RS05435		rhombosortase	-1.662	-0.946	-2.035	-1.572	-0.324	-0.505	-1.087	-0.259
RalstoniaBSBF1503	RALBFv3_RS05440	RALBFv3_RS05440		bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	1.647	2.302	0.680	0.329	2.057	-0.149	0.877	0.698
RalstoniaBSBF1503	RALBFv3_RS05445	RALBFv3_RS05445		TIGR02099 family protein	-0.545	0.059	-0.439	-1.537	-0.139	0.559	1.080	0.018
RalstoniaBSBF1503	RALBFv3_RS05450	RALBFv3_RS05450		carbon-nitrogen hydrolase family protein	0.392	1.809	0.027	-0.626	-0.727	-0.623	-0.039	1.121
RalstoniaBSBF1503	RALBFv3_RS05455	RALBFv3_RS05455		metalloprotease TldD	-1.193	0.293	-0.743	-1.447	0.748	0.516	-1.213	-1.327
RalstoniaBSBF1503	RALBFv3_RS05460	RALBFv3_RS05460		3-deoxy-7-phosphoheptulonate synthase	-4.939	-0.270	-5.370	-3.945	-1.427	-0.674	-0.649	-0.653
RalstoniaBSBF1503	RALBFv3_RS05465	RALBFv3_RS05465		type II toxin-antitoxin system HipA family toxin	-1.185	-0.693	-0.399	-1.130	-0.648	1.196	-0.370	-0.587
RalstoniaBSBF1503	RALBFv3_RS05475	RALBFv3_RS05475		mechanosensitive ion channel family protein	0.954	1.103	-0.104	0.245	-1.931	1.969	-1.454	-0.096
RalstoniaBSBF1503	RALBFv3_RS05480	RALBFv3_RS05480		ATP:cob(I)alamin adenosyltransferase	0.357	-0.891	0.657	0.039	-0.349	0.203	1.087	-0.793
RalstoniaBSBF1503	RALBFv3_RS05485	RALBFv3_RS05485		lactate dehydrogenase	-1.858	-1.455	-0.060	0.013	0.447	-0.688	-0.738	1.618
RalstoniaBSBF1503	RALBFv3_RS05490	RALBFv3_RS05490		FAD-binding oxidoreductase	0.793	1.519	0.480	-0.479	1.367	-0.732	-0.504	1.047
RalstoniaBSBF1503	RALBFv3_RS05495	RALBFv3_RS05495		glycolate oxidase subunit GlcE	-1.861	-0.926	0.776	0.406	-0.051	-0.161	0.481	-0.287
RalstoniaBSBF1503	RALBFv3_RS05500	RALBFv3_RS05500		glycolate oxidase iron-sulfur subunit	1.522	1.012	-0.640	-1.323	-0.373	1.007	-0.583	-0.310
RalstoniaBSBF1503	RALBFv3_RS05505	RALBFv3_RS05505		CidA/LrgA family protein	0.254	0.360	0.146	2.518	0.043	-1.073	0.431	-1.619
RalstoniaBSBF1503	RALBFv3_RS05510	RALBFv3_RS05510		LrgB family protein	-0.782	-0.062	1.424	-0.185	0.659	0.193	0.540	-0.154
RalstoniaBSBF1503	RALBFv3_RS05515	RALBFv3_RS05515		VOC family protein	0.264	0.719	-0.595	0.423	1.250	0.384	1.695	-1.094
RalstoniaBSBF1503	RALBFv3_RS05520	RALBFv3_RS05520		cupin domain-containing protein	0.898	-0.063	1.026	-0.896	-1.090	0.044	0.192	0.662
RalstoniaBSBF1503	RALBFv3_RS05525	RALBFv3_RS05525		YafY family transcriptional regulator	1.181	2.559	1.739	0.299	0.905	-0.619	0.906	-0.091
RalstoniaBSBF1503	RALBFv3_RS05530	RALBFv3_RS05530		glutathione peroxidase	-0.813	0.242	-0.011	0.257	-0.953	-0.174	-0.658	-1.090
RalstoniaBSBF1503	RALBFv3_RS05535	RALBFv3_RS05535		type 4 fimbrial biogenesis PilY1 signal peptide	0.133	-0.313	-0.013	-0.815	0.162	-0.393	0.392	0.068
RalstoniaBSBF1503	RALBFv3_RS05540	RALBFv3_RS05540		pilus assembly protein	-0.023	1.796	0.424	-0.503	-0.905	0.388	-0.025	0.398
RalstoniaBSBF1503	RALBFv3_RS05545	RALBFv3_RS05545		type 4 fimbrial biogenesis PilW transmembrane	-0.176	-0.485	-0.784	-0.243	-0.426	0.399	0.116	-0.470
RalstoniaBSBF1503	RALBFv3_RS05550	RALBFv3_RS05550		type IV pilus modification protein PilV	0.971	1.044	0.044	1.803	1.108	-0.375	0.325	0.748
RalstoniaBSBF1503	RALBFv3_RS05555	RALBFv3_RS05555		general secretion pathway protein GspH	0.218	0.516	-0.163	-1.541	0.531	-0.336	-0.133	0.312
RalstoniaBSBF1503	RALBFv3_RS05560	RALBFv3_RS05560		type IV pilin protein	-0.510	0.306	-0.284	-1.385	-0.285	0.265	-0.400	-0.873
RalstoniaBSBF1503	RALBFv3_RS05565	RALBFv3_RS05565		twitching motility protein PilT	-1.600	-3.406	-2.543	-4.627	-0.281	-1.573	0.817	0.339
RalstoniaBSBF1503	RALBFv3_RS05570	RALBFv3_RS05570		type IV pili twitching motility protein PilT	0.519	-0.367	-0.261	-2.305	-1.073	-0.075	-1.356	-2.432
RalstoniaBSBF1503	RALBFv3_RS05575	RALBFv3_RS05575		YggS family pyridoxal phosphate-dependent enzyme	-2.534	-1.493	1.629	-1.291	-0.704	0.305	-0.595	-1.393
RalstoniaBSBF1503	RALBFv3_RS05580	RALBFv3_RS05580		pyrroline-5-carboxylate reductase	-1.852	-3.711	0.133	-0.463	-2.707	-1.936	-1.945	-1.634
RalstoniaBSBF1503	RALBFv3_RS05585	RALBFv3_RS05585		hypothetical protein	0.013	-0.641	-0.197	0.611	0.655	-1.506	0.319	0.258
RalstoniaBSBF1503	RALBFv3_RS05595	RALBFv3_RS05595		DNA starvation/stationary phase protection protein	-0.459	-1.013	-0.837	-1.075	-1.106	-0.043	-0.585	-0.443
RalstoniaBSBF1503	RALBFv3_RS05605	RALBFv3_RS05605		hydrogen peroxide-inducible genes activator	-2.333	0.050	-0.285	-1.948	-0.096	-2.823	1.225	-1.565
RalstoniaBSBF1503	RALBFv3_RS05610	RALBFv3_RS05610		hypothetical protein	0.641	-0.015	-0.236	0.399	-0.237	-0.541	-0.111	-0.645
RalstoniaBSBF1503	RALBFv3_RS05615	RALBFv3_RS05615		drug/metabolite DMT transporter permease	-0.159	0.158	0.349	0.732	1.368	1.015	0.060	0.497
RalstoniaBSBF1503	RALBFv3_RS05620	RALBFv3_RS05620		amidohydrolase	0.782	0.492	0.112	0.051	0.713	-0.041	0.556	1.473
RalstoniaBSBF1503	RALBFv3_RS05625	RALBFv3_RS05625		Lrp/AsnC family transcriptional regulator	1.875	0.815	0.350	1.108	0.233	-1.032	-0.823	0.791
RalstoniaBSBF1503	RALBFv3_RS05630	RALBFv3_RS05630		Zn-dependent hydrolase	-1.081	-0.348	-1.079	-0.235	0.454	0.118	-0.524	-1.437
RalstoniaBSBF1503	RALBFv3_RS05635	RALBFv3_RS05635		diaminopropionate ammonia-lyase	0.436	-0.483	-0.328	0.466	0.652	-1.153	0.655	-0.652
RalstoniaBSBF1503	RALBFv3_RS05640	RALBFv3_RS05640		metalloprotease	-0.004	-0.175	-0.294	-0.292	0.360	-0.572	0.024	0.541
RalstoniaBSBF1503	RALBFv3_RS05645	RALBFv3_RS05645		glycosyl transferase family 1	-0.083	-1.559	0.057	0.197	-0.400	-1.691	-0.255	-0.658
RalstoniaBSBF1503	RALBFv3_RS05650	RALBFv3_RS05650		UDP-glucuronosyltransferase	0.153	-0.014	-0.880	0.059	-0.157	0.290	0.281	0.132
RalstoniaBSBF1503	RALBFv3_RS05655	RALBFv3_RS05655		LysR family transcriptional regulator	0.329	0.251	0.798	1.254	-1.377	-0.985	0.974	1.428
RalstoniaBSBF1503	RALBFv3_RS05660	RALBFv3_RS05660		alanine racemase	-1.658	-2.934	0.294	0.682	0.290	0.435	-0.791	1.025
RalstoniaBSBF1503	RALBFv3_RS05665	RALBFv3_RS05665		hypothetical protein	-0.358	-0.624	-0.716	-0.959	0.055	-0.423	-0.097	-0.115
RalstoniaBSBF1503	RALBFv3_RS05675	RALBFv3_RS05675		DNA helicase RecG	-0.403	-1.895	-1.328	-0.915	-0.449	-0.452	-1.706	-0.649
RalstoniaBSBF1503	RALBFv3_RS05680	RALBFv3_RS05680		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	-2.326	-2.193	-4.255	-2.345	-0.877	-2.775	-1.934	-2.080
RalstoniaBSBF1503	RALBFv3_RS05685	RALBFv3_RS05685		tRNA guanosine(34) transglycosylase Tgt	-1.220	-1.274	-1.867	-1.976	-1.650	-1.167	-0.030	-1.333
RalstoniaBSBF1503	RALBFv3_RS05690	RALBFv3_RS05690		preprotein translocase subunit YajC	0.078	-1.006	-1.838	-0.816	-0.624	-1.688	-1.347	0.120
RalstoniaBSBF1503	RALBFv3_RS05705	RALBFv3_RS05705		polyisoprenoid-binding protein	-0.418	-0.412	0.312	-0.438	0.306	0.635	-0.655	-0.386
RalstoniaBSBF1503	RALBFv3_RS05710	RALBFv3_RS05710		polyisoprenoid-binding protein	-1.108	-0.647	-0.859	-1.142	0.802	-0.851	1.284	-0.382
RalstoniaBSBF1503	RALBFv3_RS05715	RALBFv3_RS05715		cytochrome b	0.016	0.065	0.506	-0.345	-0.015	0.383	-0.435	0.109
RalstoniaBSBF1503	RALBFv3_RS05725	RALBFv3_RS05725		glutathione S-transferase	0.032	-0.627	0.536	0.360	0.434	-0.114	0.455	0.370
RalstoniaBSBF1503	RALBFv3_RS05730	RALBFv3_RS05730		FMN-binding glutamate synthase family protein	-0.648	-0.970	-0.689	-0.969	-0.077	0.270	-1.686	-0.742
RalstoniaBSBF1503	RALBFv3_RS05740	RALBFv3_RS05740		NUDIX hydrolase	-0.793	-0.478	-0.230	-0.333	1.583	-0.914	-0.751	-1.725
RalstoniaBSBF1503	RALBFv3_RS05745	RALBFv3_RS05745		MarR family transcriptional regulator	-0.028	-0.031	-1.789	-0.898	-0.679	0.447	1.306	-0.775
RalstoniaBSBF1503	RALBFv3_RS05750	RALBFv3_RS05750		HlyD family secretion protein	0.315	0.516	0.197	-0.098	-1.178	0.613	-0.391	0.098
RalstoniaBSBF1503	RALBFv3_RS05755	RALBFv3_RS05755		EmrB/QacA family drug resistance transporter	-0.326	-1.083	-0.351	1.094	0.489	0.671	-0.892	-0.779
RalstoniaBSBF1503	RALBFv3_RS05760	RALBFv3_RS05760		DUF1624 domain-containing protein	-0.896	-0.062	-1.510	1.112	-0.328	-0.128	1.160	0.313
RalstoniaBSBF1503	RALBFv3_RS05765	RALBFv3_RS05765		TonB-dependent siderophore receptor	-0.529	0.167	0.742	-0.860	-0.329	0.971	0.043	-0.599
RalstoniaBSBF1503	RALBFv3_RS05770	RALBFv3_RS05770		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha	-1.524	-1.981	-1.570	-1.460	-2.875	-0.211	-0.552	0.723
RalstoniaBSBF1503	RALBFv3_RS05775	RALBFv3_RS05775		aspartate 1-decarboxylase	-1.596	-1.871	-3.370	-2.631	-0.289	-1.612	-1.611	-1.022
RalstoniaBSBF1503	RALBFv3_RS05780	RALBFv3_RS05780		NAD(P) transhydrogenase subunit alpha	-0.776	0.450	0.666	-1.138	-1.266	2.183	-0.066	0.366
RalstoniaBSBF1503	RALBFv3_RS05785	RALBFv3_RS05785		NAD(P) transhydrogenase subunit beta	0.037	-0.305	-0.707	1.280	-0.782	0.709	0.153	0.274
RalstoniaBSBF1503	RALBFv3_RS05795	RALBFv3_RS05795		class I SAM-dependent methyltransferase	7.383	11.514	1.669	4.458	10.897	2.725	3.443	4.774
RalstoniaBSBF1503	RALBFv3_RS05800	RALBFv3_RS05800		two-component sensor histidine kinase	5.665	13.751	2.965	4.639	10.918	3.368	4.100	5.596
RalstoniaBSBF1503	RALBFv3_RS05805	RALBFv3_RS05805		hybrid sensor histidine kinase/response regulator	5.674	26.476	2.583	3.591	17.697	4.510	2.813	6.636
RalstoniaBSBF1503	RALBFv3_RS05810	RALBFv3_RS05810		response regulator	0.099	0.188	0.254	0.153	-1.232	0.106	1.403	1.527
RalstoniaBSBF1503	RALBFv3_RS05815	RALBFv3_RS05815		class I SAM-dependent RNA methyltransferase	0.591	1.272	-0.299	1.360	-0.457	0.495	-0.152	-0.399
RalstoniaBSBF1503	RALBFv3_RS05825	RALBFv3_RS05825		glutamate-5-semialdehyde dehydrogenase	-1.559	-2.314	-0.628	1.547	0.956	0.491	-0.456	-1.181
RalstoniaBSBF1503	RALBFv3_RS05855	RALBFv3_RS05855		ferric iron uptake transcriptional regulator	-0.163	0.077	-1.127	-0.099	1.346	-1.268	-1.033	0.111
RalstoniaBSBF1503	RALBFv3_RS05860	RALBFv3_RS05860		LysR family transcriptional regulator	6.101	6.907	7.532	5.487	6.172	4.071	0.581	-0.265
RalstoniaBSBF1503	RALBFv3_RS05875	RALBFv3_RS05875		VOC family protein	-0.603	0.281	0.228	-0.315	1.289	-1.002	0.440	-0.434
RalstoniaBSBF1503	RALBFv3_RS05880	RALBFv3_RS05880		16S rRNA (uracil(1498)-N(3))-methyltransferase	1.209	0.138	-0.543	0.567	-0.553	0.579	-0.675	0.151
RalstoniaBSBF1503	RALBFv3_RS05895	RALBFv3_RS05895		ribonuclease N1	2.612	1.570	0.056	1.579	-0.188	0.954	2.083	2.456
RalstoniaBSBF1503	RALBFv3_RS05900	RALBFv3_RS05900		NADP-dependent malic enzyme	1.020	-0.141	1.050	-0.224	-0.713	-0.178	-1.531	-1.557
RalstoniaBSBF1503	RALBFv3_RS05915	RALBFv3_RS05915		CinA family protein	-0.234	-0.124	-0.264	0.163	1.167	0.498	-0.594	-0.182
RalstoniaBSBF1503	RALBFv3_RS05920	RALBFv3_RS05920		cation transporter	1.000	1.103	-0.853	-1.337	-0.713	0.184	0.225	-0.182
RalstoniaBSBF1503	RALBFv3_RS05930	RALBFv3_RS05930		magnesium and cobalt transport protein CorA	0.159	-0.242	0.046	-0.359	-0.633	-0.216	0.535	0.275
RalstoniaBSBF1503	RALBFv3_RS05935	RALBFv3_RS05935		HARPIN	0.437	1.111	0.469	-0.002	0.152	-0.473	-0.089	0.884
RalstoniaBSBF1503	RALBFv3_RS05940	RALBFv3_RS05940		monofunctional biosynthetic peptidoglycan transglycosylase	-0.093	-1.112	-1.468	0.654	0.366	-1.035	-1.615	-1.436
RalstoniaBSBF1503	RALBFv3_RS05945	RALBFv3_RS05945		shikimate dehydrogenase	-0.782	-2.121	0.906	-0.458	0.125	0.004	0.710	0.621
RalstoniaBSBF1503	RALBFv3_RS05950	RALBFv3_RS05950		energy transducer TonB	0.437	-0.760	1.398	3.028	0.521	1.471	-0.022	-0.704
RalstoniaBSBF1503	RALBFv3_RS05960	RALBFv3_RS05960		chorismate lyase	0.115	-0.946	-0.070	-0.376	-0.551	0.129	0.188	-0.718
RalstoniaBSBF1503	RALBFv3_RS05965	RALBFv3_RS05965		esterase	0.896	1.101	-0.913	1.158	0.657	0.077	-0.044	-0.242
RalstoniaBSBF1503	RALBFv3_RS05970	RALBFv3_RS05970		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	0.504	0.297	-2.084	0.030	0.836	-0.346	-0.461	0.576
RalstoniaBSBF1503	RALBFv3_RS05975	RALBFv3_RS05975		hypothetical protein	-0.917	-0.393	0.127	-1.745	-0.879	0.481	1.864	1.881
RalstoniaBSBF1503	RALBFv3_RS05980	RALBFv3_RS05980		TlpA family protein disulfide reductase	-1.310	-2.558	0.037	-2.391	-1.290	0.541	-0.123	-0.878
RalstoniaBSBF1503	RALBFv3_RS06000	RALBFv3_RS06000		50S ribosomal protein L11 methyltransferase	-0.415	-0.048	-0.297	-0.791	0.006	-0.251	-1.030	-0.041
RalstoniaBSBF1503	RALBFv3_RS06005	RALBFv3_RS06005		DUF3426 domain-containing protein	2.473	0.539	2.194	0.495	0.339	1.553	-0.030	0.151
RalstoniaBSBF1503	RALBFv3_RS06010	RALBFv3_RS06010		thiol peroxidase	-0.386	-0.265	-0.193	-0.118	0.219	0.215	0.807	0.764
RalstoniaBSBF1503	RALBFv3_RS06015	RALBFv3_RS06015		carbohydrate kinase family protein	-3.010	-1.293	-2.680	-2.536	-0.443	-2.498	-1.867	-0.802
RalstoniaBSBF1503	RALBFv3_RS06020	RALBFv3_RS06020		membrane protein	1.676	-0.111	0.221	0.003	-0.455	-0.827	-0.361	0.132
RalstoniaBSBF1503	RALBFv3_RS06030	RALBFv3_RS06030		hemagglutinin	0.591	0.348	-0.688	1.988	1.283	-0.165	-0.401	-0.476
RalstoniaBSBF1503	RALBFv3_RS06035	RALBFv3_RS06035		hemagglutinin	1.647	2.260	1.450	-1.301	0.382	1.738	-0.000	-1.220
RalstoniaBSBF1503	RALBFv3_RS06040	RALBFv3_RS06040		DUF2147 domain-containing protein	0.170	-0.399	0.019	-0.626	-0.515	-0.100	0.816	0.461
RalstoniaBSBF1503	RALBFv3_RS06045	RALBFv3_RS06045		membrane protein	0.481	-1.422	0.359	-0.875	0.065	-0.447	1.049	0.306
RalstoniaBSBF1503	RALBFv3_RS06050	RALBFv3_RS06050		hypothetical protein	1.726	1.537	0.998	0.479	1.239	-1.344	-0.788	0.386
RalstoniaBSBF1503	RALBFv3_RS06055	RALBFv3_RS06055		Lrp/AsnC family transcriptional regulator	-0.831	0.350	-0.061	-0.833	0.100	-0.874	0.058	-0.525
RalstoniaBSBF1503	RALBFv3_RS06060	RALBFv3_RS06060		EamA family transporter	1.559	0.512	-0.040	-0.206	0.369	1.064	0.038	0.684
RalstoniaBSBF1503	RALBFv3_RS06065	RALBFv3_RS06065		DUF2817 domain-containing protein	0.018	-0.372	-0.567	-0.198	0.228	1.147	-0.014	-0.769
RalstoniaBSBF1503	RALBFv3_RS06085	RALBFv3_RS06085		sigma-54-dependent Fis family transcriptional regulator	4.229	0.733	3.862	5.726	0.000	3.180	3.559	1.460
RalstoniaBSBF1503	RALBFv3_RS06090	RALBFv3_RS06090		PAS domain-containing sensor histidine kinase	3.502	2.147	2.706	3.313	-0.948	1.680	1.901	0.784
RalstoniaBSBF1503	RALBFv3_RS06095	RALBFv3_RS06095		hypothetical protein	-0.138	1.599	0.240	-1.014	-0.486	-0.410	-1.597	0.546
RalstoniaBSBF1503	RALBFv3_RS06100	RALBFv3_RS06100		ABC transporter permease	0.064	-1.107	-0.056	0.570	-2.546	0.414	0.183	-1.506
RalstoniaBSBF1503	RALBFv3_RS06110	RALBFv3_RS06110		hypoxanthine-guanine phosphoribosyltransferase	0.213	-0.479	-0.838	-0.182	-1.320	-0.253	-0.748	0.147
RalstoniaBSBF1503	RALBFv3_RS06115	RALBFv3_RS06115		MarC family protein	-0.190	0.005	0.681	0.319	0.359	0.012	-0.331	0.385
RalstoniaBSBF1503	RALBFv3_RS06120	RALBFv3_RS06120		2-oxoglutarate-dependent dioxygenase	-0.581	0.175	0.542	-0.056	-0.128	-0.759	0.056	-0.013
RalstoniaBSBF1503	RALBFv3_RS06125	RALBFv3_RS06125		lytic transglycosylase	3.057	-1.665	2.954	2.572	-0.069	1.609	0.438	0.597
RalstoniaBSBF1503	RALBFv3_RS06135	RALBFv3_RS06135		RNA pyrophosphohydrolase	-1.706	-1.315	-2.034	0.616	-0.369	0.402	-1.433	-0.717
RalstoniaBSBF1503	RALBFv3_RS06140	RALBFv3_RS06140		hypothetical protein	-1.789	-0.409	-2.013	-2.202	-1.629	0.473	-0.420	0.108
RalstoniaBSBF1503	RALBFv3_RS06145	RALBFv3_RS06145		glutamate 5-kinase	-1.806	-4.918	0.863	0.833	-2.531	-2.083	-0.822	-1.069
RalstoniaBSBF1503	RALBFv3_RS06175	RALBFv3_RS06175		HlyC/CorC family transporter	-0.744	-0.999	-1.553	0.190	-0.798	-0.111	0.384	-0.700
RalstoniaBSBF1503	RALBFv3_RS06180	RALBFv3_RS06180		type IV-A pilus assembly ATPase PilB	0.790	-0.211	0.665	2.447	-0.041	0.716	0.101	1.282
RalstoniaBSBF1503	RALBFv3_RS06185	RALBFv3_RS06185		type II secretion system F family protein	3.934	1.234	3.721	3.774	-0.245	-0.406	1.342	1.762
RalstoniaBSBF1503	RALBFv3_RS06190	RALBFv3_RS06190		prepilin peptidase	1.364	-2.403	0.839	1.399	-1.375	-1.562	-1.673	0.722
RalstoniaBSBF1503	RALBFv3_RS06200	RALBFv3_RS06200		cell division protein ZapD	1.066	-0.263	0.175	-0.627	-0.270	1.228	1.064	2.693
RalstoniaBSBF1503	RALBFv3_RS06210	RALBFv3_RS06210		NUDIX domain-containing protein	-1.510	0.259	-0.029	0.196	0.603	0.273	0.936	1.659
RalstoniaBSBF1503	RALBFv3_RS06215	RALBFv3_RS06215		DUF815 domain-containing protein	0.534	-0.087	0.073	0.278	1.887	-0.025	-0.900	0.470
RalstoniaBSBF1503	RALBFv3_RS06230	RALBFv3_RS06230		M23 family peptidase	-0.772	-0.301	0.441	-0.421	0.149	-0.838	0.356	-0.292
RalstoniaBSBF1503	RALBFv3_RS06245	RALBFv3_RS06245		peroxiredoxin	2.047	3.867	0.557	0.884	0.803	-0.262	0.489	0.080
RalstoniaBSBF1503	RALBFv3_RS06320	RALBFv3_RS06320		division/cell wall cluster transcriptional repressor MraZ	-0.509	1.142	-1.300	-0.255	-0.413	-0.085	-2.082	-0.517
RalstoniaBSBF1503	RALBFv3_RS06330	RALBFv3_RS06330		porin	-0.613	-0.472	-1.030	-1.695	-0.592	-0.017	1.217	-0.556
RalstoniaBSBF1503	RALBFv3_RS06335	RALBFv3_RS06335		MFS transporter	0.772	0.506	-1.236	-0.324	1.048	1.429	-0.477	0.783
RalstoniaBSBF1503	RALBFv3_RS06340	RALBFv3_RS06340		long-chain-fatty-acid--CoA ligase	0.226	-5.694	-1.011	0.447	-3.010	-2.633	-1.210	-3.933
RalstoniaBSBF1503	RALBFv3_RS06345	RALBFv3_RS06345		aminopeptidase	1.444	0.016	-0.217	0.238	-0.144	0.377	1.532	0.086
RalstoniaBSBF1503	RALBFv3_RS06350	RALBFv3_RS06350		molybdopterin oxidoreductase family protein	1.731	1.081	0.314	0.810	0.782	-0.660	-0.056	1.459
RalstoniaBSBF1503	RALBFv3_RS06355	RALBFv3_RS06355		LacI family transcriptional regulator	0.027	1.297	-1.395	-1.195	-0.824	0.431	-1.130	-0.183
RalstoniaBSBF1503	RALBFv3_RS06360	RALBFv3_RS06360		phosphoenolpyruvate--protein phosphotransferase	-3.264	-1.633	-2.781	-1.027	-0.187	0.928	-1.200	0.229
RalstoniaBSBF1503	RALBFv3_RS06365	RALBFv3_RS06365		1-phosphofructokinase	0.105	-1.521	-0.282	1.653	-0.696	0.060	-0.060	0.211
RalstoniaBSBF1503	RALBFv3_RS06370	RALBFv3_RS06370		PTS fructose transporter subunit IIBC	-0.178	0.575	-0.120	0.049	-0.318	-0.424	-0.298	-0.723
RalstoniaBSBF1503	RALBFv3_RS06375	RALBFv3_RS06375		ABC transporter permease	0.485	1.036	0.673	0.604	-0.805	-1.488	0.153	-1.307
RalstoniaBSBF1503	RALBFv3_RS06380	RALBFv3_RS06380		acetylornithine deacetylase	-1.096	0.112	0.579	-1.717	-1.129	0.032	0.460	-0.771
RalstoniaBSBF1503	RALBFv3_RS06385	RALBFv3_RS06385		ABC transporter ATP-binding protein	0.853	1.138	0.423	-0.668	0.125	-0.315	-0.332	-0.445
