ko_id,description,kegg_l1_code,kegg_l1_name,kegg_l2_code,kegg_l2_name,broad_category,simplified_category,in_mgnify,in_spire,in_nb15,in_nb15b,in_cme_pangenome,in_cme_levinsb
K00197,"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00198,"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00200,"fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K00201,"fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K00202,"fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K00205,"fwdF, fmdF; 4Fe-4S ferredoxin",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K00207,DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,False,True,True,False,False
K00208,fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00209,"fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00210,,,,,,Uncharacterized,Uncharacterized,True,True,True,True,False,False
K00211,TYR1; prephenate dehydrogenase (NADP+) [EC:1.3.1.13],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K00213,DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,False,False
K00215,dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00216,"entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,True,True,True,False,False
K00217,E1.3.1.32; maleylacetate reductase [EC:1.3.1.32],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K00218,por; protochlorophyllide reductase [EC:1.3.1.33],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,True,False
K00219,"fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00220,tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00221,E4.99.1.2; alkylmercury lyase [EC:4.99.1.2],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00223,ERG4; Delta24(24(1))-sterol reductase [EC:1.3.1.71],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,False,True,False,False,False,False
K00226,pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00227,"SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,False,False
K00228,"CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K00230,hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00231,"PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00232,"ACOX1_3, POX1; acyl-CoA oxidase [EC:1.3.3.6]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00239,"sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00240,"sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00241,"sdhC, frdC; succinate dehydrogenase cytochrome b subunit",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00242,"sdhD, frdD; succinate dehydrogenase membrane anchor subunit",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00243,K00243; uncharacterized protein,09190,Not Included in Pathway or Brite,09194,Poorly characterized,Poorly characterized,Uncharacterized,True,False,True,True,False,False
K00244,frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,True
K00245,frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00246,frdC; succinate dehydrogenase subunit C,09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,True
K00247,frdD; succinate dehydrogenase subunit D,09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,True
K00248,"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00249,"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00252,"GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00253,"IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00254,"DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00255,ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00256,,,,,,Uncharacterized,Uncharacterized,True,True,True,True,False,False
K00257,"mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00259,ald; alanine dehydrogenase [EC:1.4.1.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00260,"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00261,"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00262,"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00263,E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,True,False
K00265,gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00266,gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,True,False
K00271,vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00273,"DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00274,"MAO, aofH; monoamine oxidase [EC:1.4.3.4]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00275,"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00276,"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00278,nadB; L-aspartate oxidase [EC:1.4.3.16],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00279,CKX; cytokinin dehydrogenase [EC:1.5.99.12],09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,False,True,True,False,False
K00281,"GLDC, gcvP; glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00282,gcvPA; glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00283,gcvPB; glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00284,"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00285,dadA; D-amino-acid dehydrogenase [EC:1.4.5.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00286,proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00287,"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00288,MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K00290,"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00293,"LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K00294,E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00299,"ssuE, msuE; FMN reductase [EC:1.5.1.38]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00301,E1.5.3.1; sarcosine oxidase [EC:1.5.3.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00302,"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00303,"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00304,"soxD; sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00305,"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00306,PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,False,True,False,False,False,False
K00310,SE; pyrimidodiazepine synthase [EC:1.5.4.1],09100,Metabolism,09106,Metabolism of other amino acids,Metabolism of other amino acids,Metabolism,False,True,False,False,False,False
K00311,ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00313,fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00315,DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00316,spdH; spermidine dehydrogenase [EC:1.5.99.6],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K00317,dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00318,"PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00320,"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00322,"sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00324,pntA; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00325,pntB; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00326,CYB5R; cytochrome-b5 reductase [EC:1.6.2.2],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,False,True,True,False,False
K00329,,,,,,Uncharacterized,Uncharacterized,True,True,True,True,False,False
K00330,nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00331,nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00332,nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00333,nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00334,nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00335,nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00336,nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00337,nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00338,nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00339,nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00340,nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00341,nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00342,nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00343,nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00344,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00346,nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K00347,nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00348,nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K00349,nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K00350,nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
