orgId	locusId	sysName	geneName	desc	set1IT005 KB	set1IT007 KB with Dimethyl Sulfoxide 1 vol%	set1IT011 KB with Acriflavine 7.75 ug/ml	set1IT013 KB with Ampicillin 15.6 ug/ml	set1IT015 KB with Berberine 250 ug/ml	set1IT017 KB with Carbenicillin 250 ug/ml	set1IT019 KB with Chloramphenicol 12.5 ug/ml	set1IT021 KB with Erythromycin 25 ug/ml	set1IT029 KB with Nalidixic 12.5 ug/ml	set1IT033 KB with Nitrofurantoin 125 ug/ml	set1IT037 KB with Phloretin 250 ug/ml	set1IT045 KB with Trimethoprim 125 ug/ml	set1IT049 Green bean; epiphytic	set1IT050 Green bean; epiphytic	set2IT076 apoplastic, grinding recovery; Green bean	set2IT077 apoplastic, grinding recovery; Green bean	set2IT080 epiphytic; Green bean	set2IT081 epiphytic; Green bean	set2IT095 apoplastic, chopping recovery; Green bean	set3IT009 KB with Acridine orange 62.5 ug/ml	set3IT019 KB with Mitomycin C 0.625 ug/ml	set3IT031 epiphytic; Green bean	set3IT032 epiphytic; Green bean	set3IT039 apoplastic; Lima bean	set3IT040 apoplastic; Lima bean	set4IT013 KB	set4IT015 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT017 KB with Rifampicin 0.1 mg/ml	set4IT019 KB with capsaicin 0.25 mg/ml	set4IT021 KB with capsaicin 0.125 mg/ml	set4IT025 KB with Flavone 0.125 mg/ml	set4IT027 KB with Rotenone 0.25 mg/ml	set4IT029 KB with Rotenone 0.125 mg/ml	set4IT031 KB with Nitrofurantoin 0.25 mg/ml	set5IT059 apoplastic; Lima bean	set5IT060 apoplastic; Lima bean	set6IT083 apoplastic; Green bean; 6 days	set6IT084 apoplastic; Green bean; 6 days	set7IT014 apoplastic; Lima bean	set7IT015 apoplastic; Lima bean	set7IT018 apoplastic; Pepper	set7IT019 apoplastic; Pepper	set7IT026 apoplastic; Pepper	set7IT027 apoplastic; Pepper	set7IT030 apoplastic; Pepper	set7IT031 apoplastic; Pepper
SyringaeB728a	Psyr_3654	Psyr_3654		conserved hypothetical protein	0.021	-0.073	-2.176	0.462	-1.807	-0.505	-0.621	-0.490	0.640	-0.086	0.143	0.396	0.225	0.718	-0.001	-1.062	0.431	0.431	-0.886	-0.763	0.313	-0.266	0.238	-0.728	-0.221	0.031	-0.178	-0.582	0.375	-0.790	0.530	0.530	1.377	-1.027	1.009	-0.897	-1.266	-1.143	0.866	0.376	-0.822	-0.484	1.545	2.444	2.283	0.672
SyringaeB728a	Psyr_3655	Psyr_3655		diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)	0.522	0.146	-0.234	0.666	-2.497	0.773	1.119	0.062	-0.315	1.263	1.077	1.425	-0.293	-1.198	-1.551	-0.843	0.306	0.523	-1.507	-0.203	-0.005	0.863	0.538	-1.632	-2.245	1.206	0.309	0.153	1.145	-0.100	0.924	1.219	0.598	0.595	-0.610	0.342	-0.997	0.296	-2.408	-2.452	2.497	1.972	0.006	0.585	0.133	0.026
SyringaeB728a	Psyr_3656	Psyr_3656		ABC transporter, transmembrane region:ABC transporter	0.358	1.295	-0.770	0.149	-1.895	1.082	0.779	-0.861	-0.549	0.770	1.246	0.004	-0.272	1.003	0.069	-1.109	1.088	0.906	-0.110	0.819	-1.247	0.289	0.476	-0.634	-0.916	1.031	1.342	0.210	1.265	1.079	1.190	1.049	1.493	1.003	0.389	-0.363	0.555	-0.215	0.197	0.947	0.118	0.345	-0.133	0.260	0.835	0.754
SyringaeB728a	Psyr_3657	Psyr_3657		DSBA oxidoreductase	-0.719	-0.094	-0.796	0.693	-0.882	0.834	-0.074	1.159	0.053	-1.001	-0.284	-1.012	-2.300	-1.016	1.000	0.328	0.279	-0.233	1.591	0.987	0.827	-0.116	0.086	-0.385	0.098	1.648	1.499	0.690	0.851	0.427	1.421	0.174	0.554	0.573	0.400	-0.659	-1.247	-1.080	-0.039	0.319	-0.900	-1.310	1.800	1.955	0.397	0.828
SyringaeB728a	Psyr_3658	Psyr_3658		Rhodanese-like protein	-1.674	-0.478	-1.317	-1.410	-0.665	-1.945	-0.723	-1.751	-2.196	-0.000	-0.985	-1.496	0.011	0.638	-0.829	-1.292	-1.857	-1.136	0.620	-0.572	0.098	-0.919	-1.913	-1.442	-2.026	-0.792	-1.425	-2.246	0.004	-0.733	-1.602	-0.870	-0.645	-0.939	-0.675	-0.451	-0.528	-2.649	-0.949	-1.116	0.669	1.313	-1.689	-0.033	0.252	-0.272
SyringaeB728a	Psyr_3659	Psyr_3659		transcriptional regulator, BolA protein family	-0.129	0.086	-1.081	0.092	-1.639	-0.242	1.556	-0.995	0.114	-1.206	-1.342	0.367	-1.637	-1.464	2.377	-1.070	0.827	0.455	-0.434	-0.252	-1.068	0.515	1.047	-0.322	-0.602	0.844	-0.856	-0.791	0.099	-0.861	0.561	0.111	-1.168	-2.342	0.523	-0.288	-0.555	0.624	-0.438	1.042	-1.383	-0.044	2.007	2.646	0.719	0.463
SyringaeB728a	Psyr_3660	Psyr_3660		conserved hypothetical protein	1.214	-1.372	-3.035	0.936	-0.646	0.297	1.636	-0.992	-0.742	1.748	-0.682	-1.364	-0.041	0.730	-0.954	0.775	-0.325	0.769	0.588	-0.319	-0.197	-1.390	-0.134	0.144	0.404	0.137	-0.110	-0.258	-0.796	1.471	-0.287	1.746	0.728	-0.013	0.546	0.389	1.292	0.825	1.527	0.412	1.390	0.393	-1.020	-1.580	0.846	1.178
SyringaeB728a	Psyr_3661	Psyr_3661		Fumarate hydratase, class II	1.626	0.576	-0.801	0.538	-1.768	2.201	0.582	0.059	1.734	1.740	1.126	1.628	2.201	0.309	-0.983	-0.059	-2.636	-0.884	0.682	-0.272	-0.022	0.425	2.071	0.934	0.870	1.577	1.149	1.764	1.373	-0.819	1.490	0.073	-0.046	1.296	-0.745	1.483	0.172	-0.684	1.319	0.561	-0.458	0.142	-1.555	-0.940	0.533	0.329
SyringaeB728a	Psyr_3662	Psyr_3662		NAD(P)H dehydrogenase (quinone)	0.175	-1.083	-0.582	0.297	-1.536	-0.174	-0.954	0.035	-0.150	0.291	0.878	-1.501	1.242	1.894	-0.774	0.072	-0.870	-0.154	-2.078	0.488	0.462	-1.523	-0.226	0.839	-0.829	1.585	2.110	1.650	1.104	1.556	1.284	1.543	0.861	2.880	0.654	0.362	-2.932	-1.002	-0.140	1.076	-0.278	0.324	-1.547	-0.842	1.325	0.186
SyringaeB728a	Psyr_3663	Psyr_3663		Protein of unknown function DUF6	0.748	-0.326	-2.382	-0.964	-2.613	-0.672	0.339	0.165	-1.277	-0.780	-0.393	-0.893	-1.341	-0.861	1.477	0.587	-0.068	1.236	0.447	-2.152	-0.874	0.204	-0.302	-0.347	0.316	0.663	0.557	0.572	-0.258	0.031	-0.186	0.651	-0.087	0.210	-0.224	0.808	-0.063	0.265	1.472	1.099	-0.569	-0.242	-0.079	0.371	0.265	0.847
SyringaeB728a	Psyr_3664	Psyr_3664		DTW	0.825	1.276	0.843	0.989	-1.715	0.486	1.534	-0.740	-1.112	-0.057	0.327	-1.649	-0.391	0.083	-0.095	-1.297	-0.364	-1.803	-0.424	0.040	0.608	0.120	-0.714	-1.683	-0.630	1.213	1.113	2.127	1.852	1.100	1.141	0.622	2.901	0.625	-0.522	-1.316	-0.185	-0.078	-1.551	-0.589	-0.668	-0.657	-0.341	0.250	-1.396	-0.364
SyringaeB728a	Psyr_3665	Psyr_3665		conserved hypothetical protein	-0.157	-0.994	-1.104	-0.549	-1.420	0.943	-0.014	1.182	-0.663	1.477	0.360	-0.824	1.493	1.817	-2.330	-2.694	-0.677	-0.731	-1.833	-2.042	-3.757	1.828	0.963	0.969	1.000	-1.404	-2.128	-2.102	-0.902	-0.866	-1.736	-0.690	-1.237	-0.637	0.261	0.759	0.116	-0.290	1.002	0.855	1.766	1.918	1.761	1.909	-1.372	-0.281
SyringaeB728a	Psyr_3666	Psyr_3666		Protein of unknown function DUF195	-0.631	-1.530	-2.225	-1.437	-2.814	-0.530	0.443	-0.970	-4.339	-2.464	-0.132	-1.690	0.836	0.124	-1.343	-0.746	0.729	-0.363	0.975	0.326	-1.083	0.056	1.163	-0.815	-0.535	1.007	1.289	0.361	0.504	2.372	1.080	0.369	1.276	0.992	0.518	0.275	-2.426	-2.022	-0.831	-0.201	0.514	-0.026	1.221	1.000	0.157	1.051
SyringaeB728a	Psyr_3667	Psyr_3667		conserved hypothetical protein	0.715	-0.435	-1.626	0.380	-0.557	0.504	-0.490	0.476	-0.640	-0.204	-0.443	-0.519	0.995	2.102	-0.199	-0.404	1.494	-0.106	-3.220	-0.789	-1.008	-1.750	-0.435	0.013	0.459	1.610	0.372	0.145	0.289	1.057	1.116	0.328	0.995	1.833	-0.804	1.818	-0.101	0.230	0.077	1.301	0.530	0.611	-1.874	-0.979	0.721	2.301
SyringaeB728a	Psyr_3669	Psyr_3669		Membrane protein involved in aromatic hydrocarbon degradation	-0.318	0.590	-2.052	0.035	-1.129	-1.288	-0.657	-1.017	-1.341	0.383	0.120	-1.409	-1.898	-2.328	-1.278	-0.174	-1.767	-2.204	1.209	-0.079	-0.383	-0.927	-1.052	0.187	0.641	-0.063	0.344	0.282	-0.276	1.136	0.287	0.889	0.114	-0.050	0.683	-1.179	1.533	1.062	0.862	0.414	-3.327	-2.144	-0.197	-0.458	-1.782	-1.757
SyringaeB728a	Psyr_3670	Psyr_3670		Glutathione peroxidase	0.320	1.081	0.212	0.322	-0.973	-0.122	-0.129	-0.120	-0.653	-0.505	-0.651	1.179	1.460	0.916	2.275	1.384	1.299	1.593	0.359	1.184	2.217	0.885	-0.819	0.038	-0.217	-0.735	0.440	0.091	0.607	0.793	-0.188	-0.253	-0.675	0.028	1.352	2.121	0.681	0.150	3.141	3.780	0.783	1.200	1.322	0.657	-0.174	-0.288
SyringaeB728a	Psyr_3671	Psyr_3671		Major facilitator superfamily	-0.788	1.442	-1.824	1.083	-2.323	0.140	0.530	-0.367	0.682	1.120	-0.196	0.180	-0.278	-0.864	1.137	0.695	-0.890	-2.341	0.509	0.147	-1.358	0.899	0.359	0.617	0.190	0.403	1.198	0.528	0.418	1.041	1.037	1.481	1.179	1.316	0.605	0.789	0.517	-0.339	1.547	0.127	-1.287	-1.105	0.462	0.228	-0.917	0.315
SyringaeB728a	Psyr_3672	Psyr_3672		cobalamin-5'-phosphate synthase	-1.380	-0.700	-0.700	0.689	-1.425	0.478	-0.302	-0.513	0.158	0.200	-0.907	1.215	-3.053	-2.378	-1.568	0.118	-2.383	-1.521	1.172	1.864	2.107	-0.980	-2.597	0.543	0.387	0.062	-0.349	-1.036	-1.771	-0.082	-0.327	-1.825	-2.248	-1.447	-0.120	0.016	0.472	-0.374	-1.612	-0.258	0.910	0.708	0.846	0.855	-0.201	-0.085
SyringaeB728a	Psyr_3673	Psyr_3673		Phosphoglycerate/bisphosphoglycerate mutase	-0.540	-1.856	-1.100	-1.441	-1.540	-0.509	-0.238	0.210	-1.512	-1.477	-2.590	-0.452	-2.532	-0.965	-0.607	0.698	-2.479	-1.873	-1.088	0.184	-1.238	-1.579	-0.122	-2.853	-2.309	1.230	0.375	1.014	1.692	0.814	2.492	0.928	2.441	1.373	-0.476	-1.888	-1.094	-0.819	-1.292	1.606	-1.034	0.651	0.168	0.770	-3.444	-2.303
SyringaeB728a	Psyr_3674	Psyr_3674		Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	0.004	-0.598	-1.595	-1.647	-2.018	1.139	-0.478	-0.226	0.087	-0.215	0.943	-1.017	0.770	-0.407	1.046	0.271	-0.624	-0.331	-0.986	2.293	1.763	-1.191	-1.609	-0.432	-0.027	-1.289	-1.064	-0.305	-2.109	-1.578	0.217	-0.623	-1.113	-0.005	-0.812	-0.626	-0.225	1.075	-0.519	-0.158	0.475	0.277	-0.125	-0.657	-1.180	-0.224
SyringaeB728a	Psyr_3675	Psyr_3675		adenosylcobinamide kinase	-1.360	-1.720	-2.937	-1.213	0.970	-1.721	-0.414	-0.571	0.198	-0.912	-0.927	0.011	1.349	2.032	-2.280	-2.778	-1.242	-0.150	-3.204	0.020	-0.077	-1.620	0.170	0.480	-0.612	0.878	0.090	0.690	0.582	0.925	-0.301	-0.125	0.479	0.272	-1.546	-1.184	1.283	0.205	-0.831	0.110	-0.194	-0.876	-0.515	-0.384	-3.105	-2.547
SyringaeB728a	Psyr_3676	Psyr_3676		adenosylcobyric acid synthase (glutamine-hydrolysing)	0.732	-0.072	0.202	-0.485	-1.587	-0.331	0.828	-0.206	-0.711	-0.078	1.149	0.338	-0.191	-2.953	-4.606	-1.496	-0.979	-1.245	-1.149	3.760	1.864	-1.598	0.066	-1.005	-1.367	-1.011	-2.244	-0.581	-0.935	-0.859	-0.923	-0.692	-1.200	-0.544	-0.330	0.162	-3.142	-2.272	-0.792	-0.338	-0.898	-0.337	1.272	0.205	-1.247	-1.108
SyringaeB728a	Psyr_3677	Psyr_3677		Aminotransferase, class I and II	-0.788	-0.359	-0.349	-0.625	0.231	-0.174	0.800	0.360	-1.208	-1.223	-1.475	-1.203	-0.577	-0.224	0.762	-1.623	-1.646	-1.012	0.820	2.313	2.444	0.303	-0.657	-1.719	-1.409	1.258	1.509	1.861	0.866	2.448	1.740	1.517	1.368	2.813	-2.199	-1.482	-2.020	-0.710	1.114	0.624	-1.461	-2.143	-1.961	-1.995	-1.011	-1.798
SyringaeB728a	Psyr_3678	Psyr_3678		adenosylcobinamide-phosphate synthase	-0.016	0.058	-1.856	-0.540	-0.603	-0.076	0.202	-0.764	0.982	0.448	-1.450	1.033	-0.760	-0.177	-0.624	-2.242	-0.818	-1.332	-5.826	0.844	0.312	-2.235	-1.606	-2.431	-2.955	-0.692	0.903	0.093	-0.211	0.125	-0.172	-0.743	0.150	-1.038	-3.668	-1.682	-2.640	-1.744	0.021	-0.514	-0.227	-1.935	-0.292	-0.175	-2.567	-1.410
SyringaeB728a	Psyr_3680	Psyr_3680		hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) / cobyrinate a,c-diamide synthase	-0.327	1.141	-2.670	-0.622	-0.101	-1.410	0.207	-0.601	-1.061	0.028	-0.903	0.565	-2.607	-1.000	-1.099	-0.868	-1.428	-1.589	-1.589	-0.828	-1.069	-0.864	-0.902	-1.567	-2.215	-1.130	-1.962	-0.571	-3.825	-0.312	-1.960	-0.795	-1.184	-1.995	-1.988	-2.112	-0.326	-0.310	-1.549	-2.214	-0.347	-0.638	-0.899	-0.087	-0.826	-2.999
SyringaeB728a	Psyr_3681	Psyr_3681		cob(I)yrinic acid a,c-diamide adenosyltransferase	-0.947	0.532	-0.920	-0.624	-2.011	-1.246	-0.555	-1.427	0.579	-0.804	-1.045	-0.117	-2.018	-1.756	-0.171	0.874	-1.436	-0.466	-0.846	0.032	-0.484	0.660	-0.140	-0.517	-0.571	0.298	0.546	1.437	0.397	-0.079	1.361	-1.540	-0.901	0.043	-0.345	-0.731	-0.939	-1.220	0.265	0.245	-2.080	-1.093	-1.364	-1.019	-2.160	-1.155
SyringaeB728a	Psyr_3682	Psyr_3682		L-sorbosone dehydrogenase	1.476	0.821	0.912	0.594	-1.785	2.281	0.083	1.208	2.352	0.876	0.946	0.345	2.581	1.720	-0.627	-0.324	0.056	0.460	1.335	0.385	0.538	-0.569	-0.946	0.255	0.789	0.866	1.891	1.048	0.795	0.285	0.969	1.551	1.707	1.744	2.087	0.642	-1.143	-0.546	-0.038	-0.353	1.301	2.173	1.485	1.161	0.230	0.730
SyringaeB728a	Psyr_3683	Psyr_3683		NLP/P60	0.486	1.492	1.299	2.642	0.565	0.935	1.920	0.110	0.265	1.846	0.575	0.574	-0.046	-2.018	-1.129	-0.034	0.066	1.509	2.040	1.789	1.043	-0.317	0.684	0.443	0.210	0.381	0.335	0.099	-0.180	0.632	0.846	-0.131	0.359	1.327	-0.941	-1.181	1.492	0.703	0.922	0.525	1.521	0.431	0.112	-0.344	-0.695	-0.561
SyringaeB728a	Psyr_3684	Psyr_3684		NLP/P60	2.635	0.663	1.753	1.276	-0.151	2.050	0.950	1.510	0.855	1.357	2.743	0.189	-0.675	-1.392	-0.629	-0.334	-0.186	-1.974	-0.376	2.238	1.176	-3.198	-0.384	-1.456	-1.813	0.871	1.775	1.076	3.120	0.434	1.120	1.996	1.031	1.677	-2.697	-1.241	-0.448	-0.886	-0.976	-0.069	-0.046	0.444	-0.539	0.130	-0.972	0.613
SyringaeB728a	Psyr_3685	Psyr_3685		Silent information regulator protein Sir2	-0.106	0.062	0.896	0.880	0.814	1.005	2.131	1.666	-2.522	0.494	-0.407	0.485	-0.319	-1.206	2.170	0.208	1.061	1.325	-0.307	-3.247	-2.188	-1.142	0.124	0.268	0.804	-1.279	-0.922	-0.487	0.361	-0.749	0.239	-0.188	-0.863	-0.214	0.193	0.229	-1.455	-1.545	0.740	0.642	0.291	0.745	0.177	0.688	-0.068	1.136
SyringaeB728a	Psyr_3687	Psyr_3687		Protein of unknown function UPF0118	0.228	0.773	-0.038	0.870	0.203	-0.085	-1.341	-0.193	-0.965	0.628	0.173	-0.394	0.045	0.212	-0.449	-1.592	1.240	0.921	-0.517	1.820	3.246	0.800	0.262	2.136	0.372	-1.264	0.339	-0.563	-1.100	-0.767	0.855	-0.489	0.682	-0.306	-0.054	-0.014	0.477	-0.073	-0.599	-0.713	0.364	-0.862	-0.772	-0.156	0.581	1.234
SyringaeB728a	Psyr_3688	Psyr_3688		conserved hypothetical protein	1.576	1.950	1.127	1.385	1.385	3.530	1.931	1.919	2.352	1.129	3.702	2.478	-1.148	-0.085	-1.333	0.228	0.466	-0.831	0.802	0.588	0.428	0.239	0.923	0.571	-0.293	1.831	1.261	0.776	1.573	1.735	2.030	0.945	1.954	0.365	-1.267	0.588	1.140	0.380	0.954	0.990	-0.296	-0.771	-1.028	-0.439	-0.654	-0.861
SyringaeB728a	Psyr_3690	Psyr_3690		formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase	0.017	-0.063	-1.711	1.005	-0.321	-0.884	-1.743	0.197	-1.393	-0.128	0.317	-0.718	-1.897	-2.328	-3.522	-2.948	-0.215	-2.196	-3.051	1.340	1.071	-1.171	-2.538	-2.448	-1.258	-0.510	0.381	0.137	-1.017	0.757	-0.326	-0.355	-1.785	-0.989	-1.819	-1.676	-3.188	-3.532	-1.612	-0.264	-0.109	-0.701	-0.248	-1.093	-1.532	-2.100
SyringaeB728a	Psyr_3691	Psyr_3691		conserved hypothetical protein	-1.589	-0.801	-0.821	-1.462	-2.131	-5.648	-5.621	-1.457	-6.586	-1.426	-1.400	-0.844	-6.802	-6.088	-0.781	-1.355	-0.497	-1.332	-2.186	-4.183	-6.166	-5.011	-4.591	-4.497	-4.005	-4.471	-4.637	-2.618	-5.106	-4.376	-4.934	-5.213	-3.671	-7.938	-3.687	-5.412	-3.231	-5.449	-3.352	-3.800	-3.844	-3.635	-2.201	-1.448	-2.706	-3.261
SyringaeB728a	Psyr_3692	Psyr_3692		conserved hypothetical protein	0.294	-1.303	-0.509	-0.807	-1.341	-0.525	-0.379	0.307	1.238	-1.219	0.195	0.347	-0.428	-1.652	0.437	-0.478	-0.434	0.182	0.328	1.108	1.294	-0.620	-0.190	0.003	-0.248	4.222	1.748	4.246	1.473	2.470	2.757	2.862	2.852	1.978	-0.813	0.580	1.694	0.992	-0.432	-1.889	-0.338	-1.032	0.834	-0.135	-1.729	-2.133
SyringaeB728a	Psyr_3693	Psyr_3693		conserved hypothetical protein	-0.266	0.669	-1.030	-0.098	-0.829	-0.210	0.908	-0.738	0.743	0.657	0.705	1.483	-0.783	-0.924	-1.628	-0.025	-0.706	1.216	-0.360	-1.720	0.012	-0.753	-1.406	1.634	1.656	-1.412	0.174	0.481	0.005	1.235	-0.039	-0.779	1.246	0.195	-0.319	0.121	1.985	0.877	0.450	0.989	-0.991	-0.514	2.026	1.827	1.127	0.231
SyringaeB728a	Psyr_3694	Psyr_3694		MazG, bacterial	0.183	0.750	-0.315	0.619	-0.465	-0.018	-1.701	-0.851	-0.741	-0.344	0.663	0.699	0.822	1.198	-0.955	-0.632	-0.500	-0.080	-3.981	-0.203	1.400	1.452	0.723	-0.606	-1.525	1.883	1.945	1.248	1.198	0.911	0.784	0.089	1.006	1.207	-1.030	0.190	0.019	-0.325	-1.649	-0.803	0.556	0.102	-0.015	0.524	0.949	1.269
SyringaeB728a	Psyr_3695	Psyr_3695		RelA/SpoT protein	1.105	-0.605	-1.967	0.265	2.806	2.078	-1.001	1.080	2.062	0.408	-5.222	0.529	-6.130	-6.499	-0.394	0.486	0.705	-1.042	-0.196	-2.648	-1.687	0.326	0.933	-5.082	-3.544	-1.107	-0.339	-2.090	-1.293	-0.591	-2.072	0.127	-0.172	-0.496	-0.780	-1.151	-2.689	-1.433	0.103	-0.768	0.185	-0.009	-0.894	-0.466	0.973	1.163
SyringaeB728a	Psyr_3696	Psyr_3696		23S rRNA m(5)U-1939 methyltransferase	0.074	-1.220	-2.392	-1.839	0.062	-1.080	-0.345	-0.986	-0.900	-0.112	-1.233	-0.679	-1.481	-0.235	-2.878	-2.075	-0.697	-0.796	-0.202	-2.425	-1.991	0.824	0.209	-0.752	-1.357	-0.951	-1.510	-0.976	-0.457	-0.842	-1.470	-0.818	-1.315	-0.415	-2.721	-0.714	-0.858	-1.369	0.209	0.816	0.297	0.596	-0.079	0.019	-1.799	-0.524
SyringaeB728a	Psyr_3698	Psyr_3698		Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal:Hpt	1.113	0.364	-3.448	0.326	-1.667	0.239	-1.696	-1.711	5.042	-0.463	1.305	0.222	8.222	8.125	-1.587	-3.585	4.853	4.817	-3.651	-2.492	-3.232	0.205	-0.199	-0.391	-1.013	-0.553	-2.166	-1.569	-1.224	0.365	-1.119	-0.349	-0.872	-1.721	-0.668	-0.674	-3.119	-2.458	-2.197	-1.933	-1.378	-0.808	-3.967	-2.997	-2.217	-3.347
SyringaeB728a	Psyr_3700	Psyr_3700		Protein of unknown function DUF306	-0.021	2.134	0.590	-0.072	-1.203	1.958	2.305	2.085	0.010	0.695	0.732	-0.039	-0.673	-0.130	-0.458	0.591	0.364	0.796	2.212	0.140	0.149	-0.104	0.696	-0.498	-1.336	-0.497	0.374	0.264	0.384	0.237	0.268	-1.013	0.071	0.377	-0.490	-0.621	-1.027	-1.814	-0.440	-0.747	0.660	0.607	-1.629	-0.832	-1.337	0.390
SyringaeB728a	Psyr_3701	Psyr_3701		thioredoxin, putative	-0.487	-1.635	-0.300	-1.677	1.079	-0.660	-2.059	-1.527	-1.150	-2.394	-1.048	-1.733	-0.173	-0.583	-1.408	-2.563	0.238	-0.538	0.696	-2.044	-0.091	-1.683	-1.822	0.543	1.197	-2.876	-3.000	-3.472	-2.974	-3.785	-3.595	-3.110	-3.224	-2.632	0.936	1.808	-0.034	-1.887	-1.545	-0.794	-0.264	-0.759	-2.193	-2.054	-0.540	-0.037
SyringaeB728a	Psyr_3702	Psyr_3702		Arsenate reductase	-0.072	-1.896	-0.219	-0.619	-0.491	-0.781	0.845	0.820	-1.316	0.640	0.332	0.288	2.195	1.712	1.564	0.897	-0.233	-0.619	-0.890	1.130	1.064	-0.105	1.058	2.208	1.958	-0.335	0.432	-0.029	0.015	0.428	0.600	0.312	0.610	1.211	-0.038	0.190	0.265	-0.786	1.941	1.009	1.339	2.363	-0.463	-0.177	0.974	0.801
SyringaeB728a	Psyr_3703	Psyr_3703		Flavodoxin/nitric oxide synthase	1.886	0.914	2.142	0.986	1.727	0.979	1.125	0.583	1.085	0.806	0.730	0.962	0.266	-0.233	0.127	0.668	-0.132	-0.261	-0.338	-0.389	1.338	1.193	-0.420	-0.365	-1.420	0.671	-2.748	-0.362	-0.144	-0.340	-0.995	-0.184	-0.795	-1.978	-1.313	-0.215	-1.233	-1.379	0.301	0.844	-0.015	0.250	1.025	0.563	0.329	0.606
SyringaeB728a	Psyr_3704	Psyr_3704		conserved hypothetical protein	1.119	-0.261	0.179	0.177	-0.642	0.908	0.269	0.924	-0.817	0.720	1.334	0.686	0.459	-0.502	1.359	0.754	0.944	0.498	-2.288	0.140	0.686	-0.364	0.732	-1.059	-1.282	1.380	0.578	-0.536	0.828	-0.157	0.467	0.651	1.087	0.730	0.204	-1.052	-0.322	0.507	0.550	0.627	0.682	0.891	-0.194	0.676	1.194	1.673
SyringaeB728a	Psyr_3705	Psyr_3705		conserved hypothetical protein	-0.728	-1.040	-2.093	-0.787	-1.473	-1.646	-0.575	-0.136	-3.141	-1.277	-1.745	-1.341	0.482	0.319	-0.442	1.067	0.682	-1.197	0.910	-0.015	-0.929	-0.159	-0.680	-0.702	-0.775	-0.266	-1.084	-0.024	-1.878	-0.896	-1.813	-0.515	-1.012	-0.655	0.918	2.226	2.583	1.834	-0.538	0.245	0.331	-0.625	-1.655	-1.321	0.492	0.384
SyringaeB728a	Psyr_3706	Psyr_3706		Protein of unknown function DUF335	1.409	-0.153	0.025	0.474	-0.663	-0.046	-0.475	0.830	0.548	0.250	-0.656	-1.142	1.393	1.508	-2.197	0.068	0.675	0.680	1.652	1.045	2.352	0.990	-0.332	1.403	1.099	-1.798	-0.068	1.183	0.446	0.122	0.395	1.323	0.698	1.063	0.030	-0.875	1.031	-0.197	-0.336	-0.120	2.404	1.039	-0.142	0.080	0.975	0.878
SyringaeB728a	Psyr_3707	Psyr_3707		Sodium:dicarboxylate symporter	0.941	-0.106	-0.916	0.250	-0.569	-0.332	-0.308	0.675	0.634	0.248	0.500	2.079	1.434	1.523	-0.274	0.542	0.356	1.035	-1.993	1.037	0.112	0.018	-1.490	0.960	0.484	0.614	0.846	1.291	2.437	1.142	1.464	1.749	0.904	0.163	0.441	-0.808	-2.360	-0.211	-0.075	-0.080	-2.253	-1.610	1.181	1.007	-1.204	-0.111
SyringaeB728a	Psyr_3708	Psyr_3708		ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	1.554	1.543	1.045	0.217	-0.340	-1.041	0.032	0.085	1.087	0.704	0.493	0.741	0.045	-0.130	1.378	-0.478	-0.622	-0.043	-1.446	1.275	1.778	2.230	2.370	-0.618	-0.161	1.313	-0.217	-0.276	1.451	1.385	0.524	1.805	0.267	1.095	-0.419	0.519	0.473	-0.053	0.074	-0.299	-0.297	-1.420	-0.125	-0.274	-0.638	0.161
SyringaeB728a	Psyr_3709	Psyr_3709		Response regulator receiver:Transcriptional regulatory protein, C-terminal	1.665	1.179	1.672	-0.938	0.548	0.261	0.198	-0.337	2.313	1.430	0.044	0.903	0.099	-0.351	0.651	0.778	1.002	-0.217	-0.050	-0.245	1.250	-0.065	-0.037	-0.135	0.277	0.781	1.992	0.179	2.816	1.394	0.202	0.356	0.888	2.345	-0.146	-0.408	0.648	0.835	0.928	2.517	0.243	-0.615	0.667	1.370	0.039	-0.412
SyringaeB728a	Psyr_3710	Psyr_3710		conserved hypothetical protein	-0.496	-1.547	-0.428	0.642	-0.929	0.483	0.949	0.662	1.097	1.135	-0.311	0.706	-2.006	-1.034	-0.064	-0.025	0.162	1.187	0.908	0.783	0.180	-0.608	0.487	1.916	2.199	-0.226	-0.846	-0.403	-0.574	0.495	-1.451	-1.121	-2.241	-0.484	-0.896	0.352	0.055	1.265	-0.850	-0.550	2.462	2.633	-0.014	0.675	-1.156	-1.421
