genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,median_cmmi_nearest_km,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
salinicola,Proteobacteria,Bacteria,294,69.0,74.0,176.44400024414062,40.08,9.227631350764469,4.226436722222222,0.10278330034109433,0.25366399737901346,0.1368885092102615
halobacteriovorax,Proteobacteria,Bacteria,44,88.0,62.0,257.9280090332031,25.35,6.303790242136148,3.965868,-0.6484640454265791,0.09531052087773922,0.0849148862855706
bombilactobacillus,Firmicutes,Bacteria,40,76.0,66.0,346.6440124511719,37.71,10.87520398162205,1.7470936666666668,0.5261081391083715,-1.2530885742196618,0.1141606386167138
alicyclobacillus,Firmicutes,Bacteria,8470,72.0,58.0,361.5750122070313,65.59,9.489053552615706,3.266922230769231,0.16995272849022452,-0.3294545526108486,0.3367781751044016
aquicella,Proteobacteria,Bacteria,20171,81.0,60.0,323.8489990234375,17.65,4.656340713762708,2.577131,-1.0717572544263576,-0.7486562070567132,0.4087249757380805
catonella,Firmicutes,Bacteria,26,78.0,52.0,410.9079895019531,57.35,9.8115894494577,2.4460868571428573,0.25282461769866954,-0.8282946817730329,0.3036275797414783
christensenella,Firmicutes,Bacteria,72,125.0,60.0,182.2830047607422,68.34,8.548887369961257,2.690408588235294,-0.07161215929228232,-0.6798148674141119,0.2395733144666246
cyclobacterium,Bacteroidetes,Bacteria,184,148.0,81.0,84.85700225830078,31.3,3.801339719615544,6.050498428571428,-1.2914399265066858,1.3621873461902525,0.1913557296984343
falcatimonas,Firmicutes,Bacteria,13,139.0,67.0,152.25900268554688,,3.7218941742973897,3.22416475,-1.3118525456730292,-0.3554392359162752,0.0936791252915897
halothiobacillus,Proteobacteria,Bacteria,886,65.0,58.0,338.34600830078125,53.45,10.703961812623684,2.3355838181818185,0.48210943324029704,-0.8954498653814205,0.1610268002108115
ileibacterium,Firmicutes,Bacteria,117,106.0,79.0,148.3489990234375,39.21,3.385322801343334,2.65853525,-1.3983306890464688,-0.6991850123578911,0.4393352450155696
jejuia,Bacteroidetes,Bacteria,94,42.0,62.0,216.41900634765625,29.84,6.325618285962395,3.9521828333333335,-0.6428555806097405,0.08699373711457593,0.0096172732742805
knoellia,Actinobacteria,Bacteria,673,79.0,59.0,277.4840087890625,54.16,7.857919829011664,3.563284,-0.2491483221221157,-0.1493488359326314,0.4222772773154172
lachnotalea,Firmicutes,Bacteria,99,87.0,64.0,273.79998779296875,34.04,6.236928553254765,4.48938925,-0.6656433874084172,0.41346616616309906,0.0919182536998234
magnetospirillum,Proteobacteria,Bacteria,11021,91.0,66.0,283.8729858398437,17.65,10.343752105673625,3.9637454166666655,0.38955769181104594,0.09402057921808551,0.2884017549600718
mailhella,Proteobacteria,Bacteria,610,68.0,61.0,242.20599365234372,34.31,11.706668537624322,2.733484756756757,0.7397433940999272,-0.6536365103896988,0.1142562075086601
marinicaulis,Proteobacteria,Bacteria,667,57.0,83.0,80.5999984741211,36.93,7.558133902236363,2.9107714,-0.32617486816931274,-0.5458954275176487,0.2639544972179574
pseudovibrio,Proteobacteria,Bacteria,290,61.0,69.0,347.3320007324219,17.65,7.87550058650603,5.7139225,-0.24463114868021685,1.1576425798752998,0.1017580412093309
ruania,Actinobacteria,Bacteria,98,122.0,55.0,356.5710144042969,57.35,7.493300228557365,4.2704815,-0.34283313496909945,0.28043100004669724,0.2520088255844055
schleiferilactobacillus,Firmicutes,Bacteria,12,122.0,55.0,356.5710144042969,25.48,9.630498926676744,3.011266625,0.20629549059206823,-0.4848222176756939,0.1061476517669997
syntrophomonas,Firmicutes,Bacteria,2632,53.0,57.0,388.6099853515625,53.45,7.634862206006906,2.7505408,-0.30646041296763515,-0.6432711690705663,0.187566567991044
thiogranum,Proteobacteria,Bacteria,8634,63.0,63.0,335.7959899902344,20.39,7.531685532044542,2.7882205,-0.3329704727074155,-0.6203723674122595,0.0550431819908224
yoonia,Proteobacteria,Bacteria,781,65.0,60.0,216.41900634765625,53.82,14.803794110809008,3.309962272727273,1.535514190090863,-0.3032981505120422,0.0542680697816614
aliarcobacter,Proteobacteria,Bacteria,8332,69.0,63.0,309.7279968261719,53.45,19.646030572168964,2.1887373045685283,2.7796711582794327,-0.9846917964330094,0.123852833779948
alteribacillus,Firmicutes,Bacteria,51,61.0,69.0,347.3320007324219,,6.84698852861961,4.6735875,-0.5088954930377345,0.525407588004493,0.1601763960400038
azoarcus,Proteobacteria,Bacteria,3320,57.0,66.0,310.7950134277344,17.65,9.791414316761228,4.902254,0.24764084938649725,0.664373366113108,0.3046582148263519
brevibacterium,Actinobacteria,Bacteria,977,122.0,55.0,356.5710144042969,53.45,11.640930325096262,3.607959057142857,0.7228527164459745,-0.12219879831057506,0.1404499860368636
cetia,Proteobacteria,Bacteria,55,72.0,56.0,193.77099609375,3.14,13.648474634606597,1.68517,1.2386681380090734,-1.290720980023187,0.0208987374585615
crenobacter,Proteobacteria,Bacteria,7909,91.0,63.0,283.8729858398437,40.63,10.373765082743326,2.9883075,0.3972691810898791,-0.49877499462517266,0.2892145227091043
crocosphaera,Cyanobacteria,Bacteria,2968,57.0,55.0,457.7330017089844,49.39,6.741724533135576,5.48821,-0.5359418660362247,1.0204720140454089,0.2112485332092188
cyanobacterium,Cyanobacteria,Bacteria,2243,63.0,70.0,353.89898681640625,38.55,8.051056820482604,3.353597,-0.19952399343205016,-0.27678034476431895,0.1265131744686696
dendrosporobacter,Firmicutes,Bacteria,1132,80.0,66.0,246.7969970703125,17.65,5.073400631590061,4.1392355,-0.9645985051464181,0.20066985220193964,0.2053124903431059
dinoroseobacter,Proteobacteria,Bacteria,168,91.0,66.0,312.2059936523437,41.21,9.906478282816268,3.83587375,0.2772052121137533,0.016310089678172282,0.181555022965304
dokdonia,Bacteroidetes,Bacteria,6456,63.0,63.0,312.2059936523437,29.99,6.436092917135712,3.573596636363636,-0.614470394698406,-0.14308161473222006,0.0419339659308085
dyadobacter,Bacteroidetes,Bacteria,5819,79.0,61.0,277.4840087890625,17.65,3.3759207846506447,6.516740588235295,-1.4007464291030682,1.6455331992326974,0.3684019229765555
flavisolibacter,Bacteroidetes,Bacteria,53183,99.0,66.0,245.48699951171875,17.65,3.7088270132366064,4.0444054,-1.3152100024221882,0.14303946631411701,0.3411065564374938
glycomyces,Actinobacteria,Bacteria,2784,150.0,83.0,80.5999984741211,52.59,5.685148672368779,5.45280375,-0.8074168817820796,0.9989548391152898,0.2391735157679187
haliea,Proteobacteria,Bacteria,3143,97.0,83.0,80.5999984741211,20.39,7.691219050136721,3.770533619047619,-0.2919801700285008,-0.023398578358100903,0.1206421653659983
kaistella,Bacteroidetes,Bacteria,1088,63.0,65.0,560.7440185546875,19.19,9.559269795379375,2.719873019230769,0.18799398451139449,-0.661908669611575,0.2141860820761683
kushneria,Proteobacteria,Bacteria,250,107.0,72.0,181.5829925537109,30.2,9.894922111502169,3.63822975,0.274235986802113,-0.10380261703006495,0.1732490129716987
maricaulis,Proteobacteria,Bacteria,7631,61.0,69.0,347.3320007324219,28.86,8.762569160494834,3.0812880909090907,-0.01670908076879051,-0.44226859703444293,0.0853602869010483
marvinbryantia,Firmicutes,Bacteria,752,118.0,56.0,309.7279968261719,64.77,4.317629217715058,3.242520210526316,-1.1587852778151422,-0.34428420947129335,0.1361794566410275
nereida,Proteobacteria,Bacteria,36,69.0,51.0,422.6489868164063,57.35,10.610029111724703,2.733263,0.45797450606422585,-0.6537712769613374,0.0247133089081926
paramuribaculum,Bacteroidetes,Bacteria,157,76.0,61.0,217.8350067138672,57.35,13.32590253137015,2.251254647058824,1.1557869459839833,-0.9466986004710004,0.2944451539354563
paraprevotella,Bacteroidetes,Bacteria,2843,108.0,55.0,356.5710144042969,64.77,7.360743110636237,3.260540361111111,-0.3768921618796204,-0.33333295842380506,0.2209531382196257
pararhodobacter,Proteobacteria,Bacteria,585,57.0,57.0,416.53900146484375,31.1,11.655294225014645,3.346118875,0.7265433553308008,-0.2813249696193742,0.0890798080798684
pedococcus,Actinobacteria,Bacteria,42,68.0,79.0,246.7969970703125,12.92,6.243726163274595,4.324340833333333,-0.6638968196931295,0.3131625289985898,0.3865477250820139
pelagibacterium,Proteobacteria,Bacteria,3324,80.0,65.0,277.4840087890625,17.65,11.302693155490898,3.715928533333333,0.6359465657813074,-0.05658331781479155,0.2721350678754114
photorhabdus,Proteobacteria,Bacteria,24,117.0,64.0,176.44400024414062,,8.300028988589387,5.3011863043478265,-0.1355534582657287,0.9068135052955351,0.1326942392329069
planifilum,Firmicutes,Bacteria,1969,150.0,78.0,141.58599853515625,17.65,8.426171188382453,3.204302333333333,-0.10314267079024472,-0.3675100735212627,0.4608259233496968
planktomarina,Proteobacteria,Bacteria,2931,65.0,60.0,216.41900634765625,32.22,18.13805480385984,2.315573552631579,2.3922141278405715,-0.9076105540802419,0.0189253523886207
thiothrix,Proteobacteria,Bacteria,4141,63.0,64.0,283.8729858398437,49.7,7.482556512824611,3.742036555555556,-0.345593609163164,-0.04071688515855102,0.0980191144655198
tyzzerella,Firmicutes,Bacteria,618,122.0,55.0,356.5710144042969,36.41,7.557111690804553,2.117211,-0.3264375136402633,-1.028159941393462,0.1895513178965087
allobranchiibius,Actinobacteria,Bacteria,31,122.0,55.0,356.5710144042969,64.77,4.69485512919827,3.620985,-1.0618614183344526,-0.11428263969205739,0.1454474784348472
arhodomonas,Proteobacteria,Bacteria,231,80.0,62.0,558.260986328125,17.65,6.02648111131325,3.9824235,-0.7197154372594194,0.10537167080340462,0.179074561572047
belnapia,Proteobacteria,Bacteria,4622,79.0,63.0,248.1009979248047,21.87,4.159602621514679,6.0101895,-1.1993883942450663,1.3376907031592309,0.4511508040502647
clostridium,Firmicutes,Bacteria,74504,76.0,60.0,355.3680114746094,17.65,11.236019983781532,4.538973771283355,0.6188156611186829,0.4435997956290879,0.237434472104235
cnuella,Bacteroidetes,Bacteria,3533,99.0,65.0,245.48699951171875,17.65,2.8180410282115846,5.677703,-1.544087216345429,1.1356311746182772,0.3461245957700058
croceibacterium,Proteobacteria,Bacteria,10822,100.0,70.0,192.9320068359375,41.21,9.225811624302985,3.034963333333333,0.10231574255548864,-0.4704211947354973,0.331279107298033
cypionkella,Proteobacteria,Bacteria,30523,62.0,59.0,353.89898681640625,53.45,6.382107797468579,4.543953333333333,-0.6283412503140555,0.44662598755014016,0.1974673797141172
edaphobacter,Acidobacteria,Bacteria,10930,80.0,52.0,559.1749877929688,40.63,4.355446827764746,5.0511465,-1.1490684778531792,0.7548586891360995,0.3870713410422929
lawsonia,Proteobacteria,Bacteria,14,90.0,77.0,317.1130065917969,,6.469775231921224,1.700213625,-0.6058161112945455,-1.2815786305592334,0.1107293371547572
mesoflavibacter,Bacteroidetes,Bacteria,2057,63.0,63.0,178.0070037841797,17.02,5.265380835593372,3.038716571428572,-0.915271399691948,-0.4681402674797261,0.0095080736431207
neobacillus,Firmicutes,Bacteria,27684,91.0,66.0,260.2439880371094,33.99,7.928400448350015,5.549669228571429,-0.23103913758067596,1.0578221703664437,0.3410633934212305
pelistega,Proteobacteria,Bacteria,86,82.0,68.0,176.44400024414062,55.37,11.458209998434045,2.356389,0.6759048299764562,-0.8828060881772615,0.3328275319880838
rubrobacter,Actinobacteria,Bacteria,17648,99.0,74.0,120.12100219726562,35.45,8.401713529474335,3.3326535,-0.10942678495916891,-0.2895081810403707,0.1917892200363266
thalassolituus,Proteobacteria,Bacteria,3544,57.0,55.0,457.7330017089844,41.21,8.213746507902856,3.6524136666666656,-0.15772274934338792,-0.09518273166770992,0.123672416810274
thermobispora,Actinobacteria,Bacteria,2999,80.0,70.0,333.43701171875,17.65,6.852697833715372,4.085982,-0.507428552756092,0.16830650180077827,0.3194509477130937
acidaminococcus,Firmicutes,Bacteria,2493,116.0,63.0,280.3710021972656,64.77,9.788965880954937,2.247428407407407,0.24701175196552894,-0.9490238924153351,0.1323136374070082
amphritea,Proteobacteria,Bacteria,6088,63.0,65.0,416.53900146484375,32.04,9.254230618521396,4.3223474375,0.10961767627307839,0.311951097490006,0.0810184851738755
butyricicoccus,Firmicutes,Bacteria,634,122.0,61.0,233.7469940185547,64.77,8.812620523463305,2.4964197586206898,-0.003848958694729409,-0.7977062448208285,0.0884340104570959
cardiobacterium,Proteobacteria,Bacteria,2275,57.0,59.0,416.53900146484375,64.77,11.21271096973453,2.5863504444444443,0.6128266780362589,-0.7430533431874917,0.2856660466454954
coprococcus,Firmicutes,Bacteria,3754,57.0,57.0,335.697998046875,53.45,7.256075831504806,2.7563107751937985,-0.40378521547414364,-0.6397646252940462,0.0910467856019756
diaphorobacter,Proteobacteria,Bacteria,19,170.0,81.0,176.44400024414062,68.34,10.44499378681662,3.542366875,0.4155705774002403,-0.16206064352762303,0.251843628177379
mucispirillum,Deferribacteres,Bacteria,120,79.0,71.0,244.56900024414065,42.56,9.17342490838224,2.289221333333333,0.08885557839923326,-0.9236253907951504,0.3789234300831258
nocardia,Actinobacteria,Bacteria,4294,113.0,70.0,190.4459991455078,33.1,6.488347152576545,7.397877898832684,-0.601044269877806,2.1810201725659075,0.4622578458033106
oceanispirochaeta,Spirochaetes,Bacteria,1153,43.0,62.0,416.53900146484375,20.39,4.59385240462652,5.87742,-1.0878129067809053,1.2570036900786452,0.0543644446372931
pelomonas,Proteobacteria,Bacteria,24923,68.0,70.0,353.89898681640625,21.64,5.757982455591971,4.8628144,-0.788703078844166,0.6404050336188752,0.4523122872914463
providencia,Proteobacteria,Bacteria,601,81.0,65.0,260.2439880371094,64.77,11.634820365068204,4.469342746031746,0.7212828324874108,0.4012834545621172,0.2794242134787442
pyramidobacter,Synergistetes,Bacteria,103,150.0,83.0,66.49600219726562,26.65,9.644155993117732,2.3848639545454544,0.20980451674416933,-0.8655012174812194,0.2808304008143888
trichodesmium,Cyanobacteria,Bacteria,821,80.0,79.0,216.41900634765625,42.56,4.068844446167982,6.635790666666667,-1.2227076635906944,1.7178826110753034,0.096557052311314
tropicimonas,Proteobacteria,Bacteria,644,93.0,68.0,64.48500061035156,51.22,7.042782121341576,5.395595,-0.45858858120978685,0.9641877942776278,0.0747815559638995
ulvibacter,Bacteroidetes,Bacteria,15088,57.0,63.0,416.53900146484375,17.65,4.445964208680484,3.8236925,-1.1258110778672097,0.00890726991845409,0.0407123597774942
agrobacterium,Proteobacteria,Bacteria,42843,79.0,63.0,277.4840087890625,17.65,11.042533959974376,5.433535474509804,0.5691016525840475,0.9872450744741802,0.3274516103789065
escherichia,Proteobacteria,Bacteria,8627,90.0,63.0,268.5400085449219,17.65,11.746572079235,4.767348263157895,0.7499961501861888,0.5823881138283212,0.2222797933689307
lichenihabitans,Proteobacteria,Bacteria,3290,80.0,59.0,287.0929870605469,37.83,6.550320361612619,4.5799286666666665,-0.585120966569817,0.4684890072289455,0.4992134709929916
lysobacter,Proteobacteria,Bacteria,49159,99.0,70.0,231.21099853515625,17.65,5.098670324812934,5.295498292682927,-0.9581057480995234,0.9033567726000872,0.40467431747409
proteus,Proteobacteria,Bacteria,523,122.0,55.0,356.5710144042969,64.77,14.229345608606254,4.005806139498433,1.3879162541816537,0.11958182704462486,0.2321384148660685
rhodovastum,Proteobacteria,Bacteria,22384,80.0,54.0,549.9719848632812,40.63,4.407278537868818,7.2607165,-1.1357509160583967,2.0976641037265717,0.3924201519452251
intestinibaculum,Firmicutes,Bacteria,89,99.0,61.0,233.7469940185547,64.77,6.547462930106364,2.4436946296296296,-0.5858551507320316,-0.8297484922690546,0.0824545938231895
lachnoanaerobaculum,Firmicutes,Bacteria,185,79.0,59.0,277.4840087890625,55.37,11.50708591967076,2.7808952,0.6884629358162973,-0.6248241170755424,0.1805595487839113
hydrogenobaculum,Aquificae,Bacteria,125,77.0,65.0,186.0319976806641,48.77,9.659900657581638,1.552811,0.21384992719879586,-1.3711585230156156,0.0848207125813329
actinoplanes,Actinobacteria,Bacteria,2462,99.0,74.0,120.12100219726562,17.65,4.713156367943342,9.759913826086954,-1.0571591255214394,3.616482562340506,0.4139140624490732
altibacter,Bacteroidetes,Bacteria,3348,163.0,83.0,80.5999984741211,25.0,6.497640245152546,2.9241385,-0.5986565166202533,-0.5377719400257962,0.0627406680630036
gracilimonas,Balneolaeota,Bacteria,536,69.0,69.0,90.27799987792967,40.14,4.751619984440125,3.788181727272727,-1.0472763416326152,-0.012673425825275924,0.1695252747786621
roseomonas,Proteobacteria,Bacteria,47224,91.0,65.0,283.8729858398437,17.65,8.078429315604412,4.951457571428572,-0.19249094562154717,0.6942754837792036,0.3788955606838244
salegentibacter,Bacteroidetes,Bacteria,856,163.0,83.0,80.5999984741211,36.84,4.401379455609197,3.862425444444445,-1.1372666173996655,0.03244615192854315,0.2345270879209376
nitratifractor,Proteobacteria,Bacteria,41,152.0,55.0,457.7330017089844,,11.796521185206831,1.6106443333333331,0.7628299985010211,-1.3360119048302606,0.0551270888370026
actinopolymorpha,Actinobacteria,Bacteria,332,72.0,59.0,172.7519989013672,35.45,3.654584464244496,6.840723,-1.329147001542196,1.8424246019715678,0.4860407248971539
aquimarina,Bacteroidetes,Bacteria,1628,72.0,79.0,216.41900634765625,19.5,4.947772620252457,5.861223266666666,-0.9968771778119523,1.2471605707302298,0.0325590330622679
azospira,Proteobacteria,Bacteria,18074,91.0,63.0,280.3710021972656,17.65,11.509810075467458,3.3015314545454544,0.6891628763177449,-0.30842174845371123,0.2407722308689873
chromobacterium,Proteobacteria,Bacteria,2400,81.0,63.0,283.8729858398437,50.65,8.388969898652741,4.887370022222222,-0.1127011143342892,0.6553280378589026,0.3468293530874908
dorea,Firmicutes,Bacteria,2159,90.0,61.0,233.7469940185547,64.77,5.800508265745605,3.103176338235294,-0.7777765610145002,-0.4289666165470535,0.1019597754853187
gemmatimonas,Gemmatimonadetes,Bacteria,39856,73.0,61.0,353.89898681640625,17.65,7.884868306929538,3.804756,-0.24222422065554206,-0.0026008672907733396,0.449854667449856
anaerobiospirillum,Proteobacteria,Bacteria,80,83.0,61.0,323.2969970703125,53.45,2.8343328899839992,3.880983789473684,-1.539901209835697,0.04372447585179534,0.2362772172412973
aggregatibacter,Proteobacteria,Bacteria,742,79.0,59.0,277.4840087890625,57.35,18.023249832786508,2.163871685840708,2.362716310895164,-0.9998031925258507,0.1315136868962124
aminicella,Firmicutes,Bacteria,782,53.0,57.0,388.6099853515625,53.45,6.053242810450016,1.9824085,-0.7128393264525087,-1.1100824543259926,0.0459359128286243
anaerofustis,Firmicutes,Bacteria,107,79.0,59.0,277.4840087890625,32.86,6.340569454306653,2.208003571428572,-0.639014049857059,-0.972983252481647,0.2541426233112153
campylobacter,Proteobacteria,Bacteria,1177,79.0,59.0,277.4840087890625,64.77,24.87135662544921,1.7288964429065743,4.122258591198815,-1.2641474366207472,0.1730175381992376
desulfofustis,Proteobacteria,Bacteria,611,61.0,69.0,347.3320007324219,53.19,6.684324085199609,4.936924,-0.5506902509708632,0.685443105349182,0.1323475015915336
emergencia,Firmicutes,Bacteria,522,69.0,63.0,245.48699951171875,67.54,5.064323811171152,3.3568153684210524,-0.9669306897605519,-0.27482446984660375,0.2030714114132678
geobacillus,Firmicutes,Bacteria,1116,80.0,57.0,558.260986328125,17.65,9.9962726412801,3.401267774509804,0.3002768397961864,-0.24780974228081032,0.1686315621910978
hoeflea,Proteobacteria,Bacteria,8229,75.0,66.0,282.9760131835937,17.65,9.045227990110824,4.864443444444444,0.05591685464205294,0.6413950405888322,0.3245662779862671
holdemanella,Firmicutes,Bacteria,748,68.0,57.0,309.7279968261719,53.45,8.107536928479453,2.2201564,-0.18501207925993896,-0.9655977050636865,0.2372737920544113
kineothrix,Firmicutes,Bacteria,424,107.0,63.0,269.4070129394531,17.65,7.048827091578715,4.11415965,-0.4570353956305522,0.18543069383381472,0.1674665429060294
