genus,genus_for_tree,count_breadth_std,shannon_breadth_std,count_breadth_ses,shannon_breadth_ses,mean_levins_B_std
methylotenera,methylotenera,1.0,0.9861742293388294,,,0.2497309122842347
methylovirgula,methylovirgula,0.9077277970011534,0.980275105936958,,,0.4369321780645275
microbacterium,microbacterium,1.0,0.9861742293388294,,,0.3231795495852764
microbulbifer,microbulbifer,1.0,0.9861742293388294,,,0.1617960429925835
micrococcus,micrococcus,1.0,0.9861742293388294,,,0.2772391363815261
microcoleus,microcoleus,0.9054209919261822,0.977745196654314,,,0.2260312237025557
microcystis,microcystis,1.0,0.9861742293388294,,,0.0626134462759173
mitsuokella,mitsuokella,0.9077277970011534,0.980275105936958,,,0.1274172934499785
mobiluncus,mobiluncus,0.9077277970011534,0.980275105936958,,,0.3556323531253256
modestobacter,modestobacter,1.0,0.9861742293388294,,,0.6657653356434647
mogibacterium,mogibacterium,0.9919261822376008,0.988245658493502,,,0.205699154278129
moraxella,moraxella,1.0,0.9861742293388294,,,0.1169747872078199
morganella,morganella,1.0,0.9861742293388294,,,0.3109495119825685
moritella,moritella,0.9919261822376008,0.988245658493502,,,0.0310589513209675
mucilaginibacter,mucilaginibacter,1.0,0.9861742293388294,0.0,1.0,0.3753880365366784
mucispirillum,mucispirillum,1.0,0.9861742293388294,,,0.3789234300831258
muricauda,muricauda,1.0,0.9861742293388294,,,0.0913079740441699
mycobacterium,mycobacterium,1.0,0.9861742293388294,,,0.4555625266464975
mycoplasma,mycoplasma,1.0,0.9861742293388294,,,0.1204306205530421
nannocystis,nannocystis,1.0,0.9861742293388294,,,0.4388854312861249
natronomonas,natronomonas,1.0,0.9861742293388294,,,0.0491845427093923
neisseria,neisseria,1.0,0.9861742293388294,,,0.1195360804717098
neorickettsia,neorickettsia,0.8638985005767013,0.9718890883941396,,,0.1547319346108911
neptunomonas,neptunomonas,0.9054209919261822,0.977745196654314,,,0.0647475382747681
nesterenkonia,nesterenkonia,0.9919261822376008,0.988245658493502,,,0.2316000953812377
nevskia,nevskia,1.0,0.9861742293388294,0.0,1.0,0.3892325766727226
niastella,niastella,0.9261822376009228,0.9793386826591984,,,0.4595472315453532
