feature	mean_abs_shap	level	ko_id	kegg_ko	ko_desc
L2_3622	0.0	L2	4659.0	K07229	yqjH; ferric-chelate reductase (NADPH) [EC:1.16.1.9]
L2_3623	0.0	L2	4662.0	K03923	mdaB; modulator of drug activity B
L2_3624	0.0	L2	4664.0	K13651	mqsR; motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
L2_3625	0.0	L2	4665.0	K13655	mqsA; HTH-type transcriptional regulator / antitoxin MqsA
L2_3626	0.0	L2	4666.0	K04753	sufI; suppressor of ftsI
L2_3627	0.0	L2	4670.0	K07150	K07150; uncharacterized protein
L2_3628	0.0	L2	4671.0	K08306	mltC; membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]
L2_3629	0.0	L2	4672.0	K08137	galP; MFS transporter, SP family, galactose:H+ symporter
L2_3630	0.0	L2	4675.0	K22214	scpC; propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.-]
L2_3631	0.0	L2	4676.0	K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
L2_3632	0.0	L2	4677.0	K03840	fldB; flavodoxin II
L2_3633	0.0	L2	4685.0	K12943	ygeR; lipoprotein YgeR
L2_3634	0.0	L2	4686.0	K22486	hilA; transcriptional regulator HilA, main transcriptional regulator of SPI1
L2_3635	0.0	L2	4687.0	K08227	lplT; MFS transporter, LPLT family, lysophospholipid transporter
L2_3593	0.0	L2	4593.0	K21086	yhjH; c-di-GMP phosphodiesterase [EC:3.1.4.52]
L2_3637	0.0	L2	4689.0	K02681	ppdC; prepilin peptidase dependent protein C
L2_3638	0.0	L2	4690.0	K01407	ptrA; protease III [EC:3.4.24.55]
L2_3639	0.0	L2	4693.0	K02443	glpP; glycerol uptake operon antiterminator
L2_3641	0.0	L2	4700.0	K03436	fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor
L2_3643	0.0	L2	4723.0	K12265	norW; nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]
L2_4006	0.0	L2	5913.0	K22343	dmmB; dimethylamine monooxygenase subunit B [EC:1.14.13.238]
L2_3646	0.0	L2	4740.0	K20956	cdgA; diguanylate cyclase [EC:2.7.7.65]
L2_3647	0.0	L2	4741.0	K05811	yfiM; putative lipoprotein
L2_3649	0.0	L2	4749.0	K05709	hcaF, hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]
L2_3651	0.0	L2	4758.0	K18324	acrD; multidrug efflux pump
L2_3652	0.0	L2	4759.0	K08077	NUDT14; UDP-sugar diphosphatase [EC:3.6.1.45]
L2_3653	0.0	L2	4760.0	K12945	nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]
L2_4005	0.0	L2	5908.0	K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
L2_3654	0.0	L2	4763.0	K04030	eutQ; ethanolamine utilization protein EutQ
L2_3636	0.0	L2	4688.0	K02680	ppdB; prepilin peptidase dependent protein B
L2_3588	0.0	L2	4581.0	K10542	mglA; methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]
L2_3589	0.0	L2	4585.0	K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
L2_3590	0.0	L2	4589.0	K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
L2_3591	0.0	L2	4590.0	K03826	yiaC; putative acetyltransferase [EC:2.3.1.-]
L2_3592	0.0	L2	4591.0	K12975	eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]
L2_3523	0.0	L2	4464.0	K07456	mutS2; DNA mismatch repair protein MutS2
L2_3594	0.0	L2	4603.0	K06144	uspB; universal stress protein B
L2_3596	0.0	L2	4605.0	K10824	nikE; nickel transport system ATP-binding protein [EC:3.6.3.24]
L2_3597	0.0	L2	4607.0	K15584	nikA; nickel transport system substrate-binding protein
L2_3598	0.0	L2	4609.0	K06156	gntU; Gnt-I system low-affinity gluconate transporter
L2_3599	0.0	L2	4610.0	K06155	gntT; Gnt-I system high-affinity gluconate transporter
L2_3600	0.0	L2	4613.0	K12288	hofM; pilus assembly protein HofM
L2_3601	0.0	L2	4614.0	K12289	hofN; pilus assembly protein HofN
L2_3602	0.0	L2	4615.0	K12290	hofO; pilus assembly protein HofO
L2_3621	0.0	L2	4658.0	K09251	patA; putrescine aminotransferase [EC:2.6.1.82]
L2_3604	0.0	L2	4622.0	K02598	nirC; nitrite transporter
L2_3605	0.0	L2	4623.0	K11748	kefG; glutathione-regulated potassium-efflux system ancillary protein KefG
L2_3606	0.0	L2	4625.0	K02506	hofD, hopD; leader peptidase HopD [EC:3.4.23.43]
L2_3607	0.0	L2	4626.0	K02679	ppdA; prepilin peptidase dependent protein A
L2_3608	0.0	L2	4630.0	K21698	aaeR; LysR family transcriptional regulator, transcriptional activator for aaeXAB operon
L2_3609	0.0	L2	4631.0	K21695	aaeX; protein AaeX
L2_3612	0.0	L2	4634.0	K03623	yhcO; ribonuclease inhibitor
L2_3613	0.0	L2	4635.0	K09908	K09908; uncharacterized protein
L2_4007	0.0	L2	5914.0	K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]
L2_3614	0.0	L2	4640.0	K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
L2_3615	0.0	L2	4648.0	K02746	PTS-Aga-EIIC, agaW; PTS system, N-acetylgalactosamine-specific IIC component
L2_3616	0.0	L2	4650.0	K02794	PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.191]
L2_3617	0.0	L2	4651.0	K19155	yhaV; toxin YhaV [EC:3.1.-.-]
L2_3620	0.0	L2	4656.0	K03931	ygjK; putative isomerase
L2_3603	0.0	L2	4621.0	K19540	frlA; fructoselysine transporter
L2_3433	0.0	L2	4240.0	K09974	K09974; uncharacterized protein
L2_3434	0.0	L2	4243.0	K09704	K09704; uncharacterized protein
L2_3435	0.0	L2	4246.0	K01191	MAN2C1; alpha-mannosidase [EC:3.2.1.24]
L2_3436	0.0	L2	4248.0	K04095	fic; cell filamentation protein
L2_3438	0.0	L2	4253.0	K18333	K18333; L-fucose dehydrogenase
L2_3439	0.0	L2	4255.0	K09772	sepF; cell division inhibitor SepF
L2_3440	0.0	L2	4256.0	K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]
L2_3441	0.0	L2	4258.0	K13963	SERPINB; serpin B
L2_3442	0.0	L2	4270.0	K03491	licR; lichenan operon transcriptional antiterminator
L2_3443	0.0	L2	4272.0	K09951	cas2; CRISPR-associated protein Cas2
L2_3444	0.0	L2	4273.0	K07464	cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]
L2_3445	0.0	L2	4277.0	K19955	adh2; alcohol dehydrogenase [EC:1.1.1.-]
L2_3446	0.0	L2	4280.0	K01210	E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
L2_3447	0.0	L2	4290.0	K03488	licT, bglG; beta-glucoside operon transcriptional antiterminator
L2_3517	0.0	L2	4454.0	K00784	rnz; ribonuclease Z [EC:3.1.26.11]
L2_3450	0.0	L2	4293.0	K02757	PTS-Bgl-EIIC, bglF, bglP; PTS system, beta-glucoside-specific IIC component
L2_4021	0.0	L2	5944.0	K00185	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
L2_3451	0.0	L2	4294.0	K01575	alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]
L2_3452	0.0	L2	4303.0	K02802	PTS-Nag-EIIA, nagE; PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.193]
L2_3453	0.0	L2	4307.0	K16958	tcyL; L-cystine transport system permease protein
L2_4020	0.0	L2	5939.0	K22136	bshC; bacillithiol synthase
L2_3454	0.0	L2	4308.0	K16959	tcyM; L-cystine transport system permease protein
L2_3455	0.0	L2	4311.0	K11732	pheP; phenylalanine-specific permease
L2_3456	0.0	L2	4312.0	K03475	PTS-Ula-EIIC, ulaA, sgaT; PTS system, ascorbate-specific IIC component
L2_3457	0.0	L2	4313.0	K02822	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]
L2_3458	0.0	L2	4314.0	K06346	jag; spoIIIJ-associated protein
L2_3459	0.0	L2	4315.0	K07713	zraR, hydG; two-component system, NtrC family, response regulator HydG
L2_3460	0.0	L2	4320.0	K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
L2_3461	0.0	L2	4321.0	K18581	ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]
L2_3462	0.0	L2	4323.0	K07783	uhpC; MFS transporter, OPA family, sugar phosphate sensor protein UhpC
L2_3449	0.0	L2	4292.0	K02756	PTS-Bgl-EIIB, bglF, bglP; PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]
L2_3402	0.0	L2	4179.0	K01186	NEU1; sialidase-1 [EC:3.2.1.18]
L2_3403	0.0	L2	4182.0	K01421	yhgE; putative membrane protein
L2_3404	0.0	L2	4183.0	K09809	tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]
L2_3405	0.0	L2	4185.0	K21600	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor
L2_3406	0.0	L2	4186.0	K00556	trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]
L2_3407	0.0	L2	4188.0	K07503	nucS; endonuclease [EC:3.1.-.-]
L2_3408	0.0	L2	4189.0	K06960	K06960; uncharacterized protein
L2_3410	0.0	L2	4192.0	K03819	wcaB; putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]
L2_3411	0.0	L2	4196.0	K00226	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
L2_4025	0.0	L2	5951.0	K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]
L2_3412	0.0	L2	4197.0	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
L2_3413	0.0	L2	4201.0	K21471	cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
L2_4024	0.0	L2	5949.0	K06351	kipI; inhibitor of KinA
L2_4023	0.0	L2	5948.0	K06350	kipA; antagonist of KipI
L2_3414	0.0	L2	4202.0	K06215	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
L2_3432	0.0	L2	4238.0	K16235	mmuP; S-methylmethionine transporter
L2_4022	0.0	L2	5945.0	K08976	K08976; putative membrane protein
L2_3417	0.0	L2	4205.0	K22445	ald; 4,4'-diapolycopenoate synthase [EC:1.2.99.10]
L2_3418	0.0	L2	4208.0	K10206	E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]
L2_3419	0.0	L2	4211.0	K07177	K07177; Lon-like protease
L2_3420	0.0	L2	4216.0	K16785	ecfT; energy-coupling factor transport system permease protein
L2_3421	0.0	L2	4217.0	K09118	K09118; uncharacterized protein
L2_3422	0.0	L2	4221.0	K22010	pdtaR; two-component system, response regulator PdtaR
L2_3423	0.0	L2	4224.0	K10040	ABC.GLN1.P; putative glutamine transport system permease protein
L2_3424	0.0	L2	4225.0	K08217	mef; MFS transporter, DHA3 family, macrolide efflux protein
L2_3425	0.0	L2	4226.0	K03816	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
L2_3427	0.0	L2	4229.0	K03707	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
L2_3428	0.0	L2	4231.0	K00610	pyrI; aspartate carbamoyltransferase regulatory subunit
L2_3429	0.0	L2	4232.0	K02823	pyrDII; dihydroorotate dehydrogenase electron transfer subunit
L2_3430	0.0	L2	4234.0	K09762	K09762; uncharacterized protein
L2_3431	0.0	L2	4237.0	K01151	nfo; deoxyribonuclease IV [EC:3.1.21.2]
L2_3416	0.0	L2	4204.0	K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]
L2_3496	0.0	L2	4394.0	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]
L2_3497	0.0	L2	4395.0	K07318	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
L2_3498	0.0	L2	4396.0	K03152	thiJ; protein deglycase [EC:3.5.1.124]
L2_3499	0.0	L2	4403.0	K01235	aguA; alpha-glucuronidase [EC:3.2.1.139]
L2_3500	0.0	L2	4407.0	K07791	dcuA; anaerobic C4-dicarboxylate transporter DcuA
L2_3501	0.0	L2	4410.0	K19997	gnu; GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
L2_3502	0.0	L2	4413.0	K02856	rhaT; L-rhamnose-H+ transport protein
L2_4014	0.0	L2	5927.0	K01218	gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
L2_3503	0.0	L2	4416.0	K03658	helD; DNA helicase IV [EC:3.6.4.12]
L2_3504	0.0	L2	4417.0	K14379	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
L2_3505	0.0	L2	4423.0	K06373	spmA; spore maturation protein A
L2_3506	0.0	L2	4426.0	K06381	spoIID; stage II sporulation protein D
L2_3507	0.0	L2	4427.0	K03308	TC.NSS; neurotransmitter:Na+ symporter, NSS family
L2_3508	0.0	L2	4435.0	K01629	rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
L2_4019	0.0	L2	5937.0	K15746	crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]
L2_3510	0.0	L2	4441.0	K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
L2_3512	0.0	L2	4446.0	K19519	TGFBI, BIGH3; transforming growth factor-beta-induced protein
L2_3513	0.0	L2	4448.0	K06885	K06885; uncharacterized protein
L2_3514	0.0	L2	4449.0	K01493	comEB; dCMP deaminase [EC:3.5.4.12]
L2_3515	0.0	L2	4451.0	K08999	K08999; uncharacterized protein
L2_4013	0.0	L2	5923.0	K00318	PRODH; proline dehydrogenase [EC:1.5.-.-]
L2_3516	0.0	L2	4452.0	K03289	nupG; MFS transporter, NHS family, nucleoside permease
L2_3655	0.0	L2	4771.0	K04023	eutH; ethanolamine transporter
L2_3518	0.0	L2	4457.0	K18682	rny; ribonucrease Y [EC:3.1.-.-]
L2_3519	0.0	L2	4458.0	K16345	xanP; xanthine permease XanP
L2_3520	0.0	L2	4459.0	K03709	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
L2_3521	0.0	L2	4460.0	K01258	pepT; tripeptide aminopeptidase [EC:3.4.11.4]
L2_4012	0.0	L2	5922.0	K04074	divIVA; cell division initiation protein
L2_3522	0.0	L2	4462.0	K06001	trpB; tryptophan synthase beta chain [EC:4.2.1.20]
L2_4011	0.0	L2	5918.0	K19641	hupR, hoxA; two-component system, NtrC family, response regulator HupR/HoxA
L2_3509	0.0	L2	4439.0	K01926	rex; redox-sensing transcriptional repressor
L2_3463	0.0	L2	4324.0	K09825	perR; Fur family transcriptional regulator, peroxide stress response regulator
L2_3464	0.0	L2	4327.0	K19068	wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
L2_3465	0.0	L2	4329.0	K00180	iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]
L2_3466	0.0	L2	4330.0	K00179	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
L2_3467	0.0	L2	4331.0	K08138	xylE; MFS transporter, SP family, xylose:H+ symportor
L2_3468	0.0	L2	4332.0	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
L2_3469	0.0	L2	4334.0	K05970	SIAE; sialate O-acetylesterase [EC:3.1.1.53]
L2_3470	0.0	L2	4335.0	K07031	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
L2_3471	0.0	L2	4338.0	K03748	sanA; SanA protein
L2_3472	0.0	L2	4339.0	K02805	wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
L2_3473	0.0	L2	4340.0	K19271	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]
L2_3474	0.0	L2	4341.0	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
L2_3475	0.0	L2	4342.0	K07164	K07164; uncharacterized protein
L2_3476	0.0	L2	4345.0	K05989	ramA; alpha-L-rhamnosidase [EC:3.2.1.40]
L2_4018	0.0	L2	5936.0	K07094	pcrB; putative glycerol-1-phosphate prenyltransferase [EC:2.5.1.-]
L2_3495	0.0	L2	4393.0	K09702	K09702; uncharacterized protein
L2_3479	0.0	L2	4350.0	K17680	PEO1; twinkle protein [EC:3.6.4.12]
L2_3482	0.0	L2	4364.0	K07282	capA, pgsA; gamma-polyglutamate biosynthesis protein CapA
L2_3483	0.0	L2	4365.0	K06897	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]
L2_3484	0.0	L2	4368.0	K02839	prfH; peptide chain release factor
L2_3485	0.0	L2	4369.0	K04486	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]
L2_3486	0.0	L2	4370.0	K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
L2_3487	0.0	L2	4372.0	K01206	FUCA; alpha-L-fucosidase [EC:3.2.1.51]
L2_4017	0.0	L2	5933.0	K15762	tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit
L2_3488	0.0	L2	4373.0	K08314	fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]
L2_3489	0.0	L2	4378.0	K07257	spsF; spore coat polysaccharide biosynthesis protein SpsF
L2_3490	0.0	L2	4383.0	K03332	fruA; fructan beta-fructosidase [EC:3.2.1.80]
L2_3491	0.0	L2	4384.0	K06973	K06973; uncharacterized protein
L2_3492	0.0	L2	4387.0	K03340	dapdh; diaminopimelate dehydrogenase [EC:1.4.1.16]
L2_4016	0.0	L2	5931.0	K01593	DDC, TDC; aromatic-L-amino-acid decarboxylase [EC:4.1.1.28]
L2_4015	0.0	L2	5928.0	K03921	FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
L2_3477	0.0	L2	4347.0	K00691	mapA; maltose phosphorylase [EC:2.4.1.8]
L2_3866	0.0	L2	5226.0	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
L2_3981	0.0	L2	5879.0	K13018	wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]
L2_3867	0.0	L2	5260.0	K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]
L2_3868	0.0	L2	5272.0	K02347	polX, dpx; DNA polymerase (family X)
L2_3870	0.0	L2	5296.0	K00809	DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]
L2_3980	0.0	L2	5878.0	K13017	wbpE, wlbC; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]
L2_3871	0.0	L2	5301.0	K00441	frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
L2_3979	0.0	L2	5872.0	K03379	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]
L2_3872	0.0	L2	5323.0	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]
L2_3873	0.0	L2	5325.0	K09820	ABC.MN.A; manganese/iron transport system ATP-binding protein
L2_3874	0.0	L2	5350.0	K08094	hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
L2_3978	0.0	L2	5871.0	K18586	COQ4; ubiquinone biosynthesis protein COQ4
L2_3875	0.0	L2	5415.0	K01400	nprE; bacillolysin [EC:3.4.24.28]
L2_3876	0.0	L2	5505.0	K21903	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
L2_3663	0.0	L2	4789.0	K13629	dsdX; D-serine transporter
L2_3882	0.0	L2	5578.0	K09778	K09778; uncharacterized protein
L2_3886	0.0	L2	5584.0	K05795	terD; tellurium resistance protein TerD
L2_3888	0.0	L2	5588.0	K07028	K07028; uncharacterized protein
L2_3977	0.0	L2	5870.0	K10255	FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
L2_3889	0.0	L2	5593.0	K00274	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
L2_3891	0.0	L2	5596.0	K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]
L2_3892	0.0	L2	5597.0	K00467	E1.13.12.4; lactate 2-monooxygenase [EC:1.13.12.4]
L2_3893	0.0	L2	5598.0	K13012	wbqP; O-antigen biosynthesis protein WbqP
L2_3894	0.0	L2	5602.0	K22063	ISCA1; iron-sulfur cluster assembly 1
L2_3897	0.0	L2	5606.0	K00839	pucG; (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]
L2_3898	0.0	L2	5609.0	K14447	ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]
L2_3900	0.0	L2	5611.0	K20461	nukG, mcdG, sboG; lantibiotic transport system permease protein
L2_3901	0.0	L2	5613.0	K08988	K08988; putative membrane protein
L2_3906	0.0	L2	5625.0	K16210	togT, rhiT; oligogalacturonide transporter
L2_3907	0.0	L2	5632.0	K09932	K09932; uncharacterized protein
L2_3880	0.0	L2	5576.0	K05296	E1.1.1.51; 3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]
L2_3991	0.0	L2	5891.0	K16245	dmpO, poxE; phenol hydroxylase P4 protein
L2_3833	0.0	L2	5110.0	K07269	ytfB; uncharacterized protein
L2_3834	0.0	L2	5112.0	K00247	frdD; fumarate reductase subunit D
L2_3990	0.0	L2	5890.0	K16242	dmpN, poxD; phenol hydroxylase P3 protein [EC:1.14.13.-]
L2_3989	0.0	L2	5889.0	K16244	dmpM, poxB; phenol hydroxylase P2 protein
L2_3835	0.0	L2	5113.0	K16347	ecnA; entericidin A
L2_3988	0.0	L2	5888.0	K16243	dmpL, poxC; Phenol hydroxylase P1 protein
L2_3986	0.0	L2	5886.0	K16249	dmpK, poxA; phenol hydroxylase P0 protein
L2_3836	0.0	L2	5114.0	K19810	epmB; L-lysine 2,3-aminomutase [EC:5.4.3.-]
L2_3985	0.0	L2	5885.0	K18297	mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
L2_3838	0.0	L2	5118.0	K11614	yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]
L2_3984	0.0	L2	5884.0	K10915	cqsA; CAI-1 autoinducer synthase [EC:2.3.-.-]
L2_3840	0.0	L2	5121.0	K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]
L2_3842	0.0	L2	5125.0	K15549	mdtN; membrane fusion protein, multidrug efflux system
L2_3843	0.0	L2	5129.0	K05775	malM; maltose operon periplasmic protein
L2_3864	0.0	L2	5197.0	K14475	ICP; inhibitor of cysteine peptidase
L2_3846	0.0	L2	5132.0	K10110	malG; maltose/maltodextrin transport system permease protein
L2_3848	0.0	L2	5135.0	K05982	E3.1.21.7, nfi; deoxyribonuclease V [EC:3.1.21.7]
L2_3850	0.0	L2	5137.0	K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
L2_3851	0.0	L2	5140.0	K02855	rhaS; AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS
L2_3852	0.0	L2	5146.0	K18479	yihS; sulfoquinovose isomerase [EC:5.3.1.31]
L2_3853	0.0	L2	5147.0	K09896	K09896; uncharacterized protein
L2_3854	0.0	L2	5148.0	K13818	mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]
L2_3855	0.0	L2	5149.0	K20256	luxG; flavin reductase [EC:1.-.-.-]
L2_3856	0.0	L2	5150.0	K05835	rhtC; threonine efflux protein
L2_3859	0.0	L2	5153.0	K12582	wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]
L2_3860	0.0	L2	5154.0	K16693	wzxE; enterobacterial common antigen flippase
L2_3861	0.0	L2	5155.0	K16704	rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]
L2_3983	0.0	L2	5883.0	K10916	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
L2_3862	0.0	L2	5156.0	K08068	siaA, neuC1; UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]
L2_3982	0.0	L2	5880.0	K13016	wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]
L2_3845	0.0	L2	5131.0	K10109	malF; maltose/maltodextrin transport system permease protein
L2_3940	0.0	L2	5743.0	K07030	K07030; uncharacterized protein
L2_3941	0.0	L2	5749.0	K13572	pafB; proteasome accessory factor B
L2_3942	0.0	L2	5750.0	K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]
L2_3943	0.0	L2	5759.0	K21721	sbnB; N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]
L2_3944	0.0	L2	5782.0	K15520	mshD; mycothiol synthase [EC:2.3.1.189]
L2_3945	0.0	L2	5783.0	K06986	K06986; uncharacterized protein
L2_3946	0.0	L2	5784.0	K21744	tipA; MerR family transcriptional regulator, thiopeptide resistance regulator
