feature	mean_abs_shap	ko_desc	level
K01179	0.0028369231904993475	E3.2.1.4; endoglucanase [EC:3.2.1.4]	KO
K22452	0.002834383811030239	tgpA; protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	KO
K08602	0.0028302929937132357	pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]	KO
K10552	0.002829930571034702	frcB; fructose transport system substrate-binding protein	KO
K15782	0.002829795341123033	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes	KO
K03563	0.002807762042232174	csrA; carbon storage regulator	KO
K01476	0.0027961378972384877	E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]	KO
K21744	0.0027819369441991295	tipA; MerR family transcriptional regulator, thiopeptide resistance regulator	KO
K21695	0.0027772132203894373	aaeX; protein AaeX	KO
K08217	0.0027749186992255623	mef; MFS transporter, DHA3 family, macrolide efflux protein	KO
K11936	0.002761294650789559	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	KO
K00276	0.0027525601397396363	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	KO
K07080	0.0027501460081352704	K07080; uncharacterized protein	KO
K16567	0.002749027020563842	exoQ; exopolysaccharide production protein ExoQ	KO
K13889	0.002741249279989546	gsiB; glutathione transport system substrate-binding protein	KO
K02372	0.0027403554880540168	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	KO
K02502	0.00273615353986987	hisZ; ATP phosphoribosyltransferase regulatory subunit	KO
K01666	0.0027318996209952867	mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	KO
K02667	0.0027280429323476236	pilR, pehR; two-component system, NtrC family, response regulator PilR	KO
K00216	0.0027138349622965914	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	KO
K09792	0.0027095980485555846	K09792; uncharacterized protein	KO
K07741	0.0027022771869459313	antB; anti-repressor protein	KO
K00763	0.0026849589130584985	pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]	KO
K09798	0.0026840670922698303	K09798; uncharacterized protein	KO
K03297	0.0026822640966763333	emrE, qac, mmr, smr; small multidrug resistance pump	KO
K03299	0.002673117483473488	TC.GNTP; gluconate:H+ symporter, GntP family	KO
K13924	0.0026611408956401764	cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	KO
K08234	0.0026587509597906264	yaeR; glyoxylase I family protein	KO
K07141	0.0026378129905055207	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	KO
K06878	0.002637285013006275	K06878; tRNA-binding protein	KO
K07798	0.0026327842843842267	cusB, silB; membrane fusion protein, Cu(I)/Ag(I) efflux system	KO
K06872	0.002629806014806278	K06872; uncharacterized protein	KO
K10009	0.002624708240582439	ABC.CYST.P; cystine transport system permease protein	KO
K16011	0.002624371795439068	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	KO
K01167	0.0026194657885188744	E3.1.27.3; ribonuclease T1 [EC:3.1.27.3]	KO
K04782	0.0026140749836987033	pchB; isochorismate pyruvate lyase [EC:4.2.99.21]	KO
K00153	0.0026090497696356885	E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	KO
K03654	0.0026079606614627343	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	KO
K02027	0.0026078972804728907	ABC.MS.S; multiple sugar transport system substrate-binding protein	KO
K01433	0.0026038497583198354	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]	KO
K07568	0.0026019396591096143	queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	KO
K03457	0.0025990070402795626	TC.NCS1; nucleobase:cation symporter-1, NCS1 family	KO
K11381	0.0025942114713082935	bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	KO
cond_antibiotic	0.002592752328857965		condition
K18118	0.002591053242012749	aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	KO
K06596	0.002577353317965634	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)	KO
K02805	0.0025741484503935814	wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	KO
K20035	0.0025735551154454504	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]	KO
K00381	0.002568817745396993	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	KO
K01465	0.002568517062966246	URA4, pyrC; dihydroorotase [EC:3.5.2.3]	KO
K03892	0.0025651385763187785	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	KO
K00244	0.0025635924292501102	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	KO
K06320	0.002550629532701046	cgeB; spore maturation protein CgeB	KO
K12203	0.0025435375221857575	dotB, traJ; defect in organelle trafficking protein DotB	KO
K12988	0.0025416414502067433	wapR; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	KO
K18918	0.002536201356245663	relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB	KO
K01008	0.00253200225351037	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]	KO
K05916	0.002531162250521332	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]	KO
K06151	0.0025244288107686406	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	KO
K09958	0.0025242926954202414	K09958; uncharacterized protein	KO
K19158	0.0025204552644016026	yoeB; toxin YoeB [EC:3.1.-.-]	KO
K13950	0.0025200939614004607	pabAB; para-aminobenzoate synthetase [EC:2.6.1.85]	KO
K09809	0.00251590435262728	tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	KO
K01444	0.0025094689519527653	AGA, aspG; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	KO
K05343	0.0025045942375185996	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	KO
K01916	0.002495364799933651	nadE; NAD+ synthase [EC:6.3.1.5]	KO
K09166	0.0024936331180572743	K09166; uncharacterized protein	KO
K06991	0.0024833946705412843	K06991; uncharacterized protein	KO
K19745	0.0024825991421085847	acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	KO
K01894	0.002465033504933405	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	KO
K02116	0.00246341331250334	atpI; ATP synthase protein I	KO
K03665	0.0024563798544549017	hflX; GTPase	KO
K13483	0.002449993831975447	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit	KO
K01273	0.002446546897038603	DPEP; membrane dipeptidase [EC:3.4.13.19]	KO
K15580	0.0024431688261923683	oppA, mppA; oligopeptide transport system substrate-binding protein	KO
K10237	0.0024409264331655385	thuF, sugA; trehalose/maltose transport system permease protein	KO
K00135	0.0024388725389826393	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	KO
K01597	0.002430994715257267	MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]	KO
K08084	0.0024257089927600226	fimT; type IV fimbrial biogenesis protein FimT	KO
K12978	0.002421533482954651	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]	KO
K00108	0.0024193259437434826	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	KO
K07093	0.0024159372895389696	K07093; uncharacterized protein	KO
K02474	0.0024121080556459415	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	KO
K03181	0.002392082648556146	ubiC; chorismate--pyruvate lyase [EC:4.1.3.40]	KO
K05342	0.00236711745634346	E2.4.1.64; alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	KO
K03612	0.002366529297519007	rnfG; electron transport complex protein RnfG	KO
K02348	0.002364205003699324	elaA; ElaA protein	KO
K22025	0.0023618286569616963	denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]	KO
K07044	0.0023591136547763607	K07044; uncharacterized protein	KO
K00632	0.002357776129649033	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	KO
K01338	0.0023536388837941684	lon; ATP-dependent Lon protease [EC:3.4.21.53]	KO
K00854	0.0023531648079984833	xylB, XYLB; xylulokinase [EC:2.7.1.17]	KO
K05539	0.00233690690506741	dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]	KO
K16927	0.0023341892305214513	cbrT; energy-coupling factor transport system substrate-specific component	KO
K07340	0.002334090621288477	ybbJ; inner membrane protein	KO
K08083	0.0023331474988691754	algR; two-component system, LytTR family, response regulator AlgR	KO
K05795	0.002332339815727902	terD; tellurium resistance protein TerD	KO
K09980	0.002331891971134478	K09980; uncharacterized protein	KO
K07729	0.002326999953985426	K07729; putative transcriptional regulator	KO
K07484	0.0023262787088113176	K07484; transposase	KO
K08884	0.002325108867740529	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]	KO
K01129	0.0023214875800920986	dgt; dGTPase [EC:3.1.5.1]	KO
K07225	0.0023200690339488317	hmuS; putative hemin transport protein	KO
K01081	0.0023155964783868987	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]	KO
K11177	0.002313286370343131	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	KO
K01464	0.002300301516275528	DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]	KO
K03338	0.002295354578987643	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	KO
K09962	0.0022946678576322645	K09962; uncharacterized protein	KO
K03300	0.0022944014346082567	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	KO
K01174	0.0022894666970693697	nuc; micrococcal nuclease [EC:3.1.31.1]	KO
K02395	0.0022858138091999864	flgJ; flagellar protein FlgJ	KO
K00812	0.0022713786682116493	aspB; aspartate aminotransferase [EC:2.6.1.1]	KO
K00840	0.0022702409667634716	astC; succinylornithine aminotransferase [EC:2.6.1.81]	KO
K03417	0.0022669461426936934	prpB; methylisocitrate lyase [EC:4.1.3.30]	KO
K07120	0.0022641730758148656	K07120; uncharacterized protein	KO
K10764	0.00226150521717341	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	KO
K03741	0.0022604790328477984	ARSC2, arsC; arsenate reductase [EC:1.20.4.1]	KO
K02622	0.002257333004719875	parE; topoisomerase IV subunit B [EC:5.99.1.-]	KO
K13796	0.002255113777174337	cobZ, tcuA; tricarballylate dehydrogenase	KO
K07347	0.002254923663236187	fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein	KO
K07012	0.002254302072104644	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	KO
K00956	0.002251907515878481	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	KO
K07402	0.002250616011123537	xdhC; xanthine dehydrogenase accessory factor	KO
K06978	0.002248789148363427	K06978; uncharacterized protein	KO
K03623	0.0022477552064844395	yhcO; ribonuclease inhibitor	KO
K05818	0.0022354140513168204	mhpR; IclR family transcriptional regulator, mhp operon transcriptional activator	KO
K01585	0.0022348922866079436	speA; arginine decarboxylase [EC:4.1.1.19]	KO
K06904	0.0022245835895486183	K06904; uncharacterized protein	KO
K02485	0.0022197818975653295	rssB, hnr; two-component system, response regulator	KO
K22468	0.0021971338055728163	ppk2; polyphosphate kinase [EC:2.7.4.1]	KO
K00034	0.0021934613206178277	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	KO
K07335	0.002192811808436073	bmpA, bmpB, tmpC; basic membrane protein A and related proteins	KO
K05782	0.002191023206742452	benE; benzoate membrane transport protein	KO
K01880	0.0021875094944248884	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	KO
K16052	0.00218133154164934	ynaI, mscMJ; MscS family membrane protein	KO
K11931	0.002180954921905302	pgaB; poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	KO
K04068	0.002179977279897352	nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	KO
K01968	0.002173504096001743	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	KO
K00045	0.002172644133340697	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	KO
K00138	0.0021716812905468127	aldB; aldehyde dehydrogenase [EC:1.2.1.-]	KO
K02013	0.0021656784442887545	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	KO
K02477	0.0021598146181155504	K02477; two-component system, LytTR family, response regulator	KO
K02668	0.002158689537364114	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	KO
K09955	0.0021533365275840377	K09955; uncharacterized protein	KO
K20814	0.002151253516909361	dop; Pup amidohydrolase [EC:3.5.1.119]	KO
K07474	0.0021502887533358253	xtmA; phage terminase small subunit	KO
K01160	0.0021498081326486802	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	KO
K06324	0.002137623608509361	cotA; spore coat protein A, manganese oxidase [EC:1.16.3.3]	KO
K00040	0.0021354346029794674	uxuB; fructuronate reductase [EC:1.1.1.57]	KO
K03817	0.002133895299009755	rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	KO
K01473	0.0021300953748029693	hyuA; N-methylhydantoinase A [EC:3.5.2.14]	KO
K12371	0.0021251884083926744	dppD; dipeptide transport system ATP-binding protein	KO
K03980	0.002123226704029515	murJ, mviN; putative peptidoglycan lipid II flippase	KO
K00558	0.0021212016555103037	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	KO
K07497	0.002114446523759929	K07497; putative transposase	KO
K14475	0.0021050858275937826	ICP; inhibitor of cysteine peptidase	KO
K09992	0.0021000962907912436	K09992; uncharacterized protein	KO
K07250	0.0020997754742911	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	KO
K00955	0.0020961450272091904	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	KO
K14347	0.0020959841769927516	SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7	KO
K02613	0.0020864593809625117	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	KO
K04566	0.0020755931052813138	lysK; lysyl-tRNA synthetase, class I [EC:6.1.1.6]	KO
K08995	0.0020719353592009676	K08995; putative membrane protein	KO
K02224	0.0020678825644942205	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	KO
K07302	0.002066232308871121	iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	KO
K02028	0.002063613603736103	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	KO
K03832	0.0020581047170496573	tonB; periplasmic protein TonB	KO
K09930	0.002051802949963076	K09930; uncharacterized protein	KO
K01130	0.0020472559259795634	E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]	KO
K00639	0.0020461696415176407	kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	KO
K01791	0.0020452410324001014	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	KO
K12583	0.00204327745587623	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]	KO
K22081	0.0020418419509204175	mgsA; methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]	KO
K13671	0.0020392547274656965	K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]	KO
K07454	0.002038017564611613	K07454; putative restriction endonuclease	KO
K17228	0.002032742840999165	sfnG; dimethylsulfone monooxygenase [EC:1.14.14.35]	KO
K20023	0.0020283187520425553	talrD-galrD; L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]	KO
K15519	0.0020199410940626066	dck; deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	KO
K14060	0.0020192047729960163	pinR; putative DNA-invertase from lambdoid prophage Rac	KO
K02069	0.002014434460109196	ABC.X2.P; putative ABC transport system permease protein	KO
K09693	0.0020130296072581842	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	KO
K03517	0.002009543835638895	nadA; quinolinate synthase [EC:2.5.1.72]	KO
K00375	0.0020083243286213243	K00375; GntR family transcriptional regulator / MocR family aminotransferase	KO
K00849	0.002005516197204421	galK; galactokinase [EC:2.7.1.6]	KO
K13409	0.0020005820298692805	raxB, cvaB; ATP-binding cassette, subfamily B, bacterial RaxB	KO
K18366	0.0019970405912515064	bphJ, xylQ, nahO, tesF; acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	KO
K00365	0.001995743080907593	uaZ; urate oxidase [EC:1.7.3.3]	KO
K07493	0.0019926095556461244	K07493; putative transposase	KO
K01893	0.001990811078486596	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	KO
K17713	0.001989561375117861	bamB; outer membrane protein assembly factor BamB	KO
K00529	0.001984956887615699	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	KO
K22084	0.001981422283449846	mgdA; methylglutamate dehydrogenase subunit A [EC:1.5.99.5]	KO
K15396	0.0019771372359408002	trmJ; tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]	KO
K07112	0.0019743271346142916	K07112; uncharacterized protein	KO
K18982	0.0019677101028641587	gli; D-galactarolactone isomerase [EC:5.4.1.4]	KO
K01835	0.001963772752430568	pgm; phosphoglucomutase [EC:5.4.2.2]	KO
cond_nitrogen	0.0019623069146214684		condition
K02484	0.0019495402398597747	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	KO
K12957	0.0019477468133809977	yjgB; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	KO
K07070	0.0019476724949044268	K07070; uncharacterized protein	KO
K09984	0.001947043322593575	K09984; uncharacterized protein	KO
K00508	0.0019391037840891827	E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]	KO
K02058	0.0019381420983747984	ABC.SS.S; simple sugar transport system substrate-binding protein	KO
K04751	0.0019355541564296294	glnB; nitrogen regulatory protein P-II 1	KO
K20999	0.0019314564723324596	pslF; polysaccharide biosynthesis protein PslF	KO
K03445	0.001927299719809312	nepI; MFS transporter, DHA1 family, purine ribonucleoside efflux pump	KO
K18480	0.001926059220519027	linN; cholesterol transport system auxiliary component	KO
K00457	0.0019256036602462005	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	KO
K18240	0.001925007388008783	xanB2; chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]	KO
K22041	0.001924738311217467	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor	KO
K01512	0.0019231764042735647	acyP; acylphosphatase [EC:3.6.1.7]	KO
K02584	0.0019156863026100555	nifA; Nif-specific regulatory protein	KO
K18829	0.0019140781991217241	mvpT, vapB; antitoxin VapB	KO
K05341	0.0019073979114417015	E2.4.1.4; amylosucrase [EC:2.4.1.4]	KO
K03321	0.0019047752725311357	TC.SULP; sulfate permease, SulP family	KO
K01734	0.0019015637867916336	mgsA; methylglyoxal synthase [EC:4.2.3.3]	KO
K12369	0.00189779350064164	dppB; dipeptide transport system permease protein	KO
K03196	0.001894037266825105	virB11, lvhB11; type IV secretion system protein VirB11	KO
K00606	0.0018929861893763659	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	KO
K03926	0.0018923671481215437	cutA; periplasmic divalent cation tolerance protein	KO
K02438	0.0018900639646930544	glgX; glycogen debranching enzyme [EC:3.2.1.196]	KO
K15555	0.0018849611565540463	ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-]	KO
K03200	0.0018832687771672596	virB5, lvhB5; type IV secretion system protein VirB5	KO
K03610	0.0018825738849297495	minC; septum site-determining protein MinC	KO
K00638	0.0018740374147046708	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	KO
K04763	0.0018646297794703197	xerD; integrase/recombinase XerD	KO
K01183	0.0018561531201013138	E3.2.1.14; chitinase [EC:3.2.1.14]	KO
K22027	0.001848228075086363	iacA; indole-3-acetate monooxygenase [EC:1.14.13.235]	KO
