normalized	enigma_name	enigma_chebi	fb_condition	fb_n_experiments	fb_n_orgIds	csp_name	wom_compound	in_enigma	in_fb	in_csp	in_wom	n_datasets
unk325.2379p0n4.2rbbiocrustexp				0	0		Unk_325.2379p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk328.137p0n17rbbiocrustexp				0	0		Unk_328.137p_0n_17_RB_BiocrustExp	False	False	False	True	1
unk330.1445p0n17.2rbbiocrustexp				0	0		Unk_330.1445p_0n_17.2_RB_BiocrustExp	False	False	False	True	1
unk331.2834p0n4.1rbbiocrustexp				0	0		Unk_331.2834p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk332.331p0n10.1rbbiocrustexp				0	0		Unk_332.331p_0n_10.1_RB_BiocrustExp	False	False	False	True	1
unk335.0713p0n20.2rbbiocrustexp				0	0		Unk_335.0713p_0n_20.2_RB_BiocrustExp	False	False	False	True	1
unk338.3451p0n4.1rbbiocrustexp				0	0		Unk_338.3451p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk339.2504p0n4.7rbbiocrustexp				0	0		Unk_339.2504p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk340.142p0n23.2rbbiocrustexp				0	0		Unk_340.142p_0n_23.2_RB_BiocrustExp	False	False	False	True	1
unk342.1577p0n17.6rbbiocrustexp				0	0		Unk_342.1577p_0n_17.6_RB_BiocrustExp	False	False	False	True	1
unk342.1752p0n13.3rbbiocrustexp				0	0		Unk_342.1752p_0n_13.3_RB_BiocrustExp	False	False	False	True	1
unk344.126p0n20rbbiocrustexp				0	0		Unk_344.126p_0n_20_RB_BiocrustExp	False	False	False	True	1
unk344.157p0n16.9rbbiocrustexp				0	0		Unk_344.157p_0n_16.9_RB_BiocrustExp	False	False	False	True	1
unk344.2797p0n4rbbiocrustexp				0	0		Unk_344.2797p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk349.0974p0n22.8rbbiocrustexp				0	0		Unk_349.0974p_0n_22.8_RB_BiocrustExp	False	False	False	True	1
unk349.2046p0n21.1rbbiocrustexp				0	0		Unk_349.2046p_0n_21.1_RB_BiocrustExp	False	False	False	True	1
unk352.1933p0n4.2rbbiocrustexp				0	0		Unk_352.1933p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk354.1525p0n23.2rbbiocrustexp				0	0		Unk_354.1525p_0n_23.2_RB_BiocrustExp	False	False	False	True	1
unk354.1542p0n17.2rbbiocrustexp				0	0		Unk_354.1542p_0n_17.2_RB_BiocrustExp	False	False	False	True	1
unk356.1625p0n16.9rbbiocrustexp				0	0		Unk_356.1625p_0n_16.9_RB_BiocrustExp	False	False	False	True	1
unk357.147p0n4.2rbbiocrustexp				0	0		Unk_357.147p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk359.3152p0n4.1rbbiocrustexp				0	0		Unk_359.3152p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk360.1249p0n20rbbiocrustexp				0	0		Unk_360.1249p_0n_20_RB_BiocrustExp	False	False	False	True	1
unk360.171p0n29.1rbbiocrustexp				0	0		Unk_360.171p_0n_29.1_RB_BiocrustExp	False	False	False	True	1
unk361.2922p0n4.2rbbiocrustexp				0	0		Unk_361.2922p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk362.2814p0n4.4rbbiocrustexp				0	0		Unk_362.2814p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk371.1806p0n19.2rbbiocrustexp				0	0		Unk_371.1806p_0n_19.2_RB_BiocrustExp	False	False	False	True	1
unk374.2877p0n4.1rbbiocrustexp				0	0		Unk_374.2877p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk381.1503p0n19.7rbbiocrustexp				0	0		Unk_381.1503p_0n_19.7_RB_BiocrustExp	False	False	False	True	1
unk387.171p0n4.3rbbiocrustexp				0	0		Unk_387.171p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk387.1806p0n6.4rbbiocrustexp				0	0		Unk_387.1806p_0n_6.4_RB_BiocrustExp	False	False	False	True	1
unk388.2337p0n4.6rbbiocrustexp				0	0		Unk_388.2337p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk391.2839p0n3.9rbbiocrustexp				0	0		Unk_391.2839p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk393.2919p0n4.1rbbiocrustexp				0	0		Unk_393.2919p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk398.1758p0n16rbbiocrustexp				0	0		Unk_398.1758p_0n_16_RB_BiocrustExp	False	False	False	True	1
unk398.2028p0n9.8rbbiocrustexp				0	0		Unk_398.2028p_0n_9.8_RB_BiocrustExp	False	False	False	True	1
unk398.2081p0n20.9rbbiocrustexp				0	0		Unk_398.2081p_0n_20.9_RB_BiocrustExp	False	False	False	True	1
unk401.1956p0n24.8rbbiocrustexp				0	0		Unk_401.1956p_0n_24.8_RB_BiocrustExp	False	False	False	True	1
unk403.1335p0n19.7rbbiocrustexp				0	0		Unk_403.1335p_0n_19.7_RB_BiocrustExp	False	False	False	True	1
unk403.177p0n6.6rbbiocrustexp				0	0		Unk_403.177p_0n_6.6_RB_BiocrustExp	False	False	False	True	1
unk404.2065p0n6.4rbbiocrustexp				0	0		Unk_404.2065p_0n_6.4_RB_BiocrustExp	False	False	False	True	1
unk415.2047p0n4.2rbbiocrustexp				0	0		Unk_415.2047p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk419.1691p0n4.4rbbiocrustexp				0	0		Unk_419.1691p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk428.2144p0n20.5rbbiocrustexp				0	0		Unk_428.2144p_0n_20.5_RB_BiocrustExp	False	False	False	True	1
unk433.1685p0n10.3rbbiocrustexp				0	0		Unk_433.1685p_0n_10.3_RB_BiocrustExp	False	False	False	True	1
unk457.163p0n25.2rbbiocrustexp				0	0		Unk_457.163p_0n_25.2_RB_BiocrustExp	False	False	False	True	1
unk459.1863p0n21.8rbbiocrustexp				0	0		Unk_459.1863p_0n_21.8_RB_BiocrustExp	False	False	False	True	1
unk462.2196p0n21.3rbbiocrustexp				0	0		Unk_462.2196p_0n_21.3_RB_BiocrustExp	False	False	False	True	1
unk466.5358p0n8.2rbbiocrustexp				0	0		Unk_466.5358p_0n_8.2_RB_BiocrustExp	False	False	False	True	1
unk480.3311p0n22.4rbbiocrustexp				0	0		Unk_480.3311p_0n_22.4_RB_BiocrustExp	False	False	False	True	1
unk484.2498p0n14.8rbbiocrustexp				0	0		Unk_484.2498p_0n_14.8_RB_BiocrustExp	False	False	False	True	1
unk484.2587p0n10.3rbbiocrustexp				0	0		Unk_484.2587p_0n_10.3_RB_BiocrustExp	False	False	False	True	1
unk494.3482p0n22.8rbbiocrustexp				0	0		Unk_494.3482p_0n_22.8_RB_BiocrustExp	False	False	False	True	1
unk496.3518p0n7.9rbbiocrustexp				0	0		Unk_496.3518p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk500.3954p0n6.8rbbiocrustexp				0	0		Unk_500.3954p_0n_6.8_RB_BiocrustExp	False	False	False	True	1
unk504.3179p0n5.8rbbiocrustexp				0	0		Unk_504.3179p_0n_5.8_RB_BiocrustExp	False	False	False	True	1
unk504.3268p485.2825n3.2rbbiocrustexp				0	0		Unk_504.3268p_485.2825n_3.2_RB_BiocrustExp	False	False	False	True	1
unk507.2632p0n30.1rbbiocrustexp				0	0		Unk_507.2632p_0n_30.1_RB_BiocrustExp	False	False	False	True	1
unk508.5461p0n4.1rbbiocrustexp				0	0		Unk_508.5461p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk513.1904p0n23.1rbbiocrustexp				0	0		Unk_513.1904p_0n_23.1_RB_BiocrustExp	False	False	False	True	1
unk514.2451p0n4.6rbbiocrustexp				0	0		Unk_514.2451p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk522.5901p0n4.9rbbiocrustexp				0	0		Unk_522.5901p_0n_4.9_RB_BiocrustExp	False	False	False	True	1
unk522.6061p0n8.1rbbiocrustexp				0	0		Unk_522.6061p_0n_8.1_RB_BiocrustExp	False	False	False	True	1
unk531.2464p0n13.2rbbiocrustexp				0	0		Unk_531.2464p_0n_13.2_RB_BiocrustExp	False	False	False	True	1
unk534.3642p0n7.9rbbiocrustexp				0	0		Unk_534.3642p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk536.5688p0n4.1rbbiocrustexp				0	0		Unk_536.5688p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk536.5839p0n4rbbiocrustexp				0	0		Unk_536.5839p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk536.6112p0n8.2rbbiocrustexp				0	0		Unk_536.6112p_0n_8.2_RB_BiocrustExp	False	False	False	True	1
unk537.5349p0n4.3rbbiocrustexp				0	0		Unk_537.5349p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk538.3202p0n14.2rbbiocrustexp				0	0		Unk_538.3202p_0n_14.2_RB_BiocrustExp	False	False	False	True	1
unk568.2998p0n4.2rbbiocrustexp				0	0		Unk_568.2998p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk570.3509p0n9rbbiocrustexp				0	0		Unk_570.3509p_0n_9_RB_BiocrustExp	False	False	False	True	1
unk570.5125p0n3.9rbbiocrustexp				0	0		Unk_570.5125p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk574.3239p0n7.9rbbiocrustexp				0	0		Unk_574.3239p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk584.5314p0n3.9rbbiocrustexp				0	0		Unk_584.5314p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk586.5381p0n3.9rbbiocrustexp				0	0		Unk_586.5381p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk588.2905p0n15.2rbbiocrustexp				0	0		Unk_588.2905p_0n_15.2_RB_BiocrustExp	False	False	False	True	1
unk598.3841p0n8.1rbbiocrustexp				0	0		Unk_598.3841p_0n_8.1_RB_BiocrustExp	False	False	False	True	1
unk603.2775p0n15.3rbbiocrustexp				0	0		Unk_603.2775p_0n_15.3_RB_BiocrustExp	False	False	False	True	1
unk610.1869p0n3.9rbbiocrustexp				0	0		Unk_610.1869p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk625.2631p0n15.4rbbiocrustexp				0	0		Unk_625.2631p_0n_15.4_RB_BiocrustExp	False	False	False	True	1
unk628.5539p0n3.9rbbiocrustexp				0	0		Unk_628.5539p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk638.2512p0n21.5rbbiocrustexp				0	0		Unk_638.2512p_0n_21.5_RB_BiocrustExp	False	False	False	True	1
unk640.3337p0n4.2rbbiocrustexp				0	0		Unk_640.3337p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk653.3015p0n3.9rbbiocrustexp				0	0		Unk_653.3015p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk654.3343p0n3.9rbbiocrustexp				0	0		Unk_654.3343p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk656.5807p0n4rbbiocrustexp				0	0		Unk_656.5807p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk658.4025p0n12.9rbbiocrustexp				0	0		Unk_658.4025p_0n_12.9_RB_BiocrustExp	False	False	False	True	1
unk662.4849p0n8.6rbbiocrustexp				0	0		Unk_662.4849p_0n_8.6_RB_BiocrustExp	False	False	False	True	1
unk664.4641p0n4.5rbbiocrustexp				0	0		Unk_664.4641p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk665.3125p0n28.1rbbiocrustexp				0	0		Unk_665.3125p_0n_28.1_RB_BiocrustExp	False	False	False	True	1
unk666.3639p0n13.4rbbiocrustexp				0	0		Unk_666.3639p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk668.3243p0n13.5rbbiocrustexp				0	0		Unk_668.3243p_0n_13.5_RB_BiocrustExp	False	False	False	True	1
unk670.4018p0n13.2rbbiocrustexp				0	0		Unk_670.4018p_0n_13.2_RB_BiocrustExp	False	False	False	True	1
unk679.2675p677.258n23.5rbbiocrustexp				0	0		Unk_679.2675p_677.258n_23.5_RB_BiocrustExp	False	False	False	True	1
unk680.4921p0n3.9rbbiocrustexp				0	0		Unk_680.4921p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk684.2053p0n3.9rbbiocrustexp				0	0		Unk_684.2053p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk686.4334p0n12.9rbbiocrustexp				0	0		Unk_686.4334p_0n_12.9_RB_BiocrustExp	False	False	False	True	1
unk692.4242p0n4.6rbbiocrustexp				0	0		Unk_692.4242p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk692.4286p0n8rbbiocrustexp				0	0		Unk_692.4286p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk694.2936p692.2762n16.4rbbiocrustexp				0	0		Unk_694.2936p_692.2762n_16.4_RB_BiocrustExp	False	False	False	True	1
unk694.3979p0n13.3rbbiocrustexp				0	0		Unk_694.3979p_0n_13.3_RB_BiocrustExp	False	False	False	True	1
unk696.4193p0n13.1rbbiocrustexp				0	0		Unk_696.4193p_0n_13.1_RB_BiocrustExp	False	False	False	True	1
unk717.3086p0n27.1rbbiocrustexp				0	0		Unk_717.3086p_0n_27.1_RB_BiocrustExp	False	False	False	True	1
unk720.5592p0n7.3rbbiocrustexp				0	0		Unk_720.5592p_0n_7.3_RB_BiocrustExp	False	False	False	True	1
unk720.5623p0n4.5rbbiocrustexp				0	0		Unk_720.5623p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk724.5112p0n4.2rbbiocrustexp				0	0		Unk_724.5112p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk728.1891p726.1732n28.7rbbiocrustexp				0	0		Unk_728.1891p_726.1732n_28.7_RB_BiocrustExp	False	False	False	True	1
unk728.4062p0n14.5rbbiocrustexp				0	0		Unk_728.4062p_0n_14.5_RB_BiocrustExp	False	False	False	True	1
unk728.4241p0n4.5rbbiocrustexp				0	0		Unk_728.4241p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk729.3423p0n28rbbiocrustexp				0	0		Unk_729.3423p_0n_28_RB_BiocrustExp	False	False	False	True	1
unk732.5578p0n7.3rbbiocrustexp				0	0		Unk_732.5578p_0n_7.3_RB_BiocrustExp	False	False	False	True	1
unk732.566p0n4.4rbbiocrustexp				0	0		Unk_732.566p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk742.425p0n12.1rbbiocrustexp				0	0		Unk_742.425p_0n_12.1_RB_BiocrustExp	False	False	False	True	1
unk744.425p0n13rbbiocrustexp				0	0		Unk_744.425p_0n_13_RB_BiocrustExp	False	False	False	True	1
unk746.4142p0n17.1rbbiocrustexp				0	0		Unk_746.4142p_0n_17.1_RB_BiocrustExp	False	False	False	True	1
unk746.5806p0n4.4rbbiocrustexp				0	0		Unk_746.5806p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk746.5825p0n7.2rbbiocrustexp				0	0		Unk_746.5825p_0n_7.2_RB_BiocrustExp	False	False	False	True	1
unk758.5627p0n13.4rbbiocrustexp				0	0		Unk_758.5627p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk760.5834p0n13.5rbbiocrustexp				0	0		Unk_760.5834p_0n_13.5_RB_BiocrustExp	False	False	False	True	1
unk764.5344p0n7.4rbbiocrustexp				0	0		Unk_764.5344p_0n_7.4_RB_BiocrustExp	False	False	False	True	1
unk764.5402p0n4.3rbbiocrustexp				0	0		Unk_764.5402p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk766.5415p0n4.3rbbiocrustexp				0	0		Unk_766.5415p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk766.5446p0n7.3rbbiocrustexp				0	0		Unk_766.5446p_0n_7.3_RB_BiocrustExp	False	False	False	True	1
unk768.5573p0n4.2rbbiocrustexp				0	0		Unk_768.5573p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk768.5613p0n7.3rbbiocrustexp				0	0		Unk_768.5613p_0n_7.3_RB_BiocrustExp	False	False	False	True	1
unk772.5796p0n13.3rbbiocrustexp				0	0		Unk_772.5796p_0n_13.3_RB_BiocrustExp	False	False	False	True	1
unk774.252p0n20.8rbbiocrustexp				0	0		Unk_774.252p_0n_20.8_RB_BiocrustExp	False	False	False	True	1
unk784.553p0n4.4rbbiocrustexp				0	0		Unk_784.553p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk784.5591p0n7.9rbbiocrustexp				0	0		Unk_784.5591p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk786.5917p0n13.4rbbiocrustexp				0	0		Unk_786.5917p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk794.5718p0n7.2rbbiocrustexp				0	0		Unk_794.5718p_0n_7.2_RB_BiocrustExp	False	False	False	True	1
unk796.539p0n4.4rbbiocrustexp				0	0		Unk_796.539p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk796.5885p0n6.9rbbiocrustexp				0	0		Unk_796.5885p_0n_6.9_RB_BiocrustExp	False	False	False	True	1
unk798.5406p0n7.9rbbiocrustexp				0	0		Unk_798.5406p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk800.5295p0n8rbbiocrustexp				0	0		Unk_800.5295p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk800.5545p0n4.5rbbiocrustexp				0	0		Unk_800.5545p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk800.6217p0n13.4rbbiocrustexp				0	0		Unk_800.6217p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk802.5722p0n4.5rbbiocrustexp				0	0		Unk_802.5722p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk804.5792p0n4.5rbbiocrustexp				0	0		Unk_804.5792p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk804.5803p0n4.5rbbiocrustexp				0	0		Unk_804.5803p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk810.5453p0n4rbbiocrustexp				0	0		Unk_810.5453p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk812.4166p810.3997n22.8rbbiocrustexp				0	0		Unk_812.4166p_810.3997n_22.8_RB_BiocrustExp	False	False	False	True	1
unk812.558p0n4rbbiocrustexp				0	0		Unk_812.558p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk816.55p0n4.5rbbiocrustexp				0	0		Unk_816.55p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk824.7706p0n5.3rbbiocrustexp				0	0		Unk_824.7706p_0n_5.3_RB_BiocrustExp	False	False	False	True	1
unk826.5135p0n8.1rbbiocrustexp				0	0		Unk_826.5135p_0n_8.1_RB_BiocrustExp	False	False	False	True	1
unk834.5371p0n3.9rbbiocrustexp				0	0		Unk_834.5371p_0n_3.9_RB_BiocrustExp	False	False	False	True	1
unk836.5569p817.5176n3.9rbbiocrustexp				0	0		Unk_836.5569p_817.5176n_3.9_RB_BiocrustExp	False	False	False	True	1
unk836.6093p0n4.5rbbiocrustexp				0	0		Unk_836.6093p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk85.0299p0n14.3rbbiocrustexp				0	0		Unk_85.0299p_0n_14.3_RB_BiocrustExp	False	False	False	True	1
unk850.5403p0n4rbbiocrustexp				0	0		Unk_850.5403p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk854.4743p0n11.9rbbiocrustexp				0	0		Unk_854.4743p_0n_11.9_RB_BiocrustExp	False	False	False	True	1
unk855.4774p0n11.7rbbiocrustexp				0	0		Unk_855.4774p_0n_11.7_RB_BiocrustExp	False	False	False	True	1
unk86.0608p0n10.5rbbiocrustexp				0	0		Unk_86.0608p_0n_10.5_RB_BiocrustExp	False	False	False	True	1
unk866.5347p0n4.4rbbiocrustexp				0	0		Unk_866.5347p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk871.5782p0n4.2rbbiocrustexp				0	0		Unk_871.5782p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk896.6298p0n4.7rbbiocrustexp				0	0		Unk_896.6298p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk910.6462p0n4.7rbbiocrustexp				0	0		Unk_910.6462p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk910.6489p0n12.7rbbiocrustexp				0	0		Unk_910.6489p_0n_12.7_RB_BiocrustExp	False	False	False	True	1
unk928.6022p0n8rbbiocrustexp				0	0		Unk_928.6022p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk930.6262p0n4.6rbbiocrustexp				0	0		Unk_930.6262p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk962.602p0n8.3rbbiocrustexp				0	0		Unk_962.602p_0n_8.3_RB_BiocrustExp	False	False	False	True	1
unk976.587p0n8.5rbbiocrustexp				0	0		Unk_976.587p_0n_8.5_RB_BiocrustExp	False	False	False	True	1
unk978.5983p0n8.6rbbiocrustexp				0	0		Unk_978.5983p_0n_8.6_RB_BiocrustExp	False	False	False	True	1
unk994.5942p0n8.4rbbiocrustexp				0	0		Unk_994.5942p_0n_8.4_RB_BiocrustExp	False	False	False	True	1
unk998.6592p0n8.2rbbiocrustexp				0	0		Unk_998.6592p_0n_8.2_RB_BiocrustExp	False	False	False	True	1
unk998.6661p0n10.6rbbiocrustexp				0	0		Unk_998.6661p_0n_10.6_RB_BiocrustExp	False	False	False	True	1
uranylacetate			Uranyl acetate	9	2			False	True	False	False	1
urate				0	0		urate	False	False	False	True	1
uridine5'monophosphate				0	0		uridine-5'-monophosphate	False	False	False	True	1
urocanicacid				0	0		Urocanic acid	False	False	False	True	1
valerate				0	0	Valerate		False	False	True	False	1
valericacid			Valeric acid	2	1			False	True	False	False	1
valglu				0	0		Val-Glu	False	False	False	True	1
vancomycinhydrochloride			Vancomycin Hydrochloride Hydrate	43	18			False	True	False	False	1
vancomycinhydrochloridefromstreptomycesorientalis			Vancomycin Hydrochloride from Streptomyces orientalis	5	1			False	True	False	False	1
vanillicacid			Vanillic Acid	2	1			False	True	False	False	1
vanillin			Vanillin	27	14			False	True	False	False	1
vogelsfungalmedia			Vogels_fungal_media	6	2			False	True	False	False	1
vogelsfungalmediafiltered			Vogels_fungal_media, filtered	18	4			False	True	False	False	1
xanthine				0	0		Xanthine	False	False	False	True	1
xanthosine				0	0		xanthosine	False	False	False	True	1
xylan				0	0	Xylan		False	False	True	False	1
xylose				0	0	Xylose		False	False	True	False	1
zincpyrithione			Zinc Pyrithione	14	1			False	True	False	False	1
zincsulfatehepta			Zinc sulfate heptahydrate	35	18			False	True	False	False	1
