orgId	locusId	sysName	geneName	desc	set11TCH513 Stem-Norland	set11TCH514 Stem-Norland	set11TCH515 Stem-Norland	set11TCH516 Stem-Norland	set11TCH518 Stem-Norland	set11TCH527 Stem-Atlantic	set11TCH529 Stem-Atlantic	set11TCH530 Stem-Atlantic	set11TCH531 Stem-Atlantic	set11TCH534 Stem-Atlantic	set15TCH690 M9+sucrose	set15TCH691 M9+sucrose	set15TCH692 M9+sucrose	set15TCH693 M9+starch	set15TCH694 M9+starch	set15TCH695 M9+starch	set15TCH696 M9+polygalacturonate	set15TCH697 M9+polygalacturonate	set15TCH698 M9+polygalacturonate	set9TCH417 LB	set9TCH418 LB	set9TCH419 LB	set9TCH420 LB	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9+glycerol	setATCH129 M9+glycerol	setATCH130 M9+glycerol	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH191 LB	setATCH192 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9+glycerol	setATCH198 M9+glycerol	setATCH199 M9+glycerol
Dda3937	DDA3937_RS05555	DDA3937_RS05555		2-dehydropantoate 2-reductase	-0.466	-0.849	0.136	0.204	0.223	-1.389	0.282	-1.858	-0.411	-0.481	-14.042	-14.882	-14.404	-6.928	-4.656	-4.986	-12.464	-13.366	-15.775	1.209	-0.286	0.433	1.013	0.486	0.009	-0.727	-4.806	-6.026	-4.767	-0.092	0.209	0.311	0.850	0.078	1.197	1.085	1.913	0.654	1.222	1.579	0.263	-0.686	2.023	1.002	0.077	-0.430	-1.717	0.878	-0.463	-0.559	-0.327	1.362	-0.293	-0.803	-3.408	-4.195	-6.175	-5.682
Dda3937	DDA3937_RS05560	DDA3937_RS05560		YajQ family cyclic di-GMP-binding protein	-1.088	-2.105	-1.745	-1.099	-0.345	-1.027	-1.184	-0.088	-0.332	-1.313	-0.584	-0.750	0.507	-0.243	-0.753	-0.553	-0.620	1.056	0.563	0.447	0.719	0.593	0.540	0.155	0.694	1.227	1.669	1.059	-0.223	0.039	-0.239	0.743	-0.345	0.865	-1.863	-0.709	-0.247	-1.769	-0.891	0.320	1.082	-0.485	-0.892	-0.524	-0.748	0.030	-0.703	1.102	-0.078	-0.906	-0.302	0.850	-0.741	0.793	-1.267	-1.288	2.271	1.020
Dda3937	DDA3937_RS05565	DDA3937_RS05565		aldo/keto reductase	0.671	-0.141	0.767	-1.410	-0.530	-0.113	2.391	0.754	0.304	-0.664	-0.464	-1.080	-0.018	-0.371	0.179	-0.502	-0.316	-0.776	-0.473	0.591	0.173	0.926	1.435	0.614	1.671	-0.758	-0.528	-1.132	-1.490	0.231	-1.952	0.135	0.886	-0.471	0.089	0.096	-1.011	-0.067	0.484	-1.474	0.144	0.353	0.033	-0.028	0.562	0.362	-1.325	-0.840	-0.717	-0.466	1.069	0.103	-1.565	-2.068	0.794	1.122	-0.638	-0.292
Dda3937	DDA3937_RS05570	DDA3937_RS05570		nuclear transport factor 2 family protein	-0.550	0.608	-2.250	-0.991	-3.182	-2.722	-1.391	-3.383	-2.689	-0.146	0.148	0.400	-0.089	-1.574	-0.826	-0.639	0.726	-1.612	-0.171	1.801	2.150	0.744	0.052	-0.887	-0.254	-0.222	0.095	-0.023	1.504	-2.764	-1.831	-1.974	-1.407	-0.705	0.331	1.096	-1.417	0.973	-0.499	0.718	-0.706	-0.523	0.159	-1.044	-0.129	-1.192	-1.915	-1.072	-1.486	0.051	-1.852	-0.837	0.200	0.914	-1.973	2.842	0.490	0.143
Dda3937	DDA3937_RS05575	DDA3937_RS05575		MFS transporter	-0.950	1.393	0.459	1.112	1.172	0.779	1.375	1.390	-0.026	0.365	-0.853	2.489	-0.053	-0.548	0.328	0.431	0.401	1.257	2.992	0.713	-0.384	1.107	1.574	-0.338	0.597	0.183	-0.764	-1.607	1.169	-0.517	-0.285	-0.159	-1.275	1.225	-1.381	-0.609	-0.977	-0.570	0.495	-0.866	-0.054	-1.721	-0.815	-1.396	-0.334	-1.846	1.205	1.999	-0.261	-0.017	-0.981	0.287	0.723	0.240	-0.536	0.721	-0.604	0.574
Dda3937	DDA3937_RS05580	DDA3937_RS05580		MBL fold metallo-hydrolase	-1.272	-0.293	0.306	-0.441	-0.482	-0.380	-0.236	-0.157	0.678	-0.275	-0.006	0.811	0.513	0.276	-0.116	0.890	-0.647	0.498	-0.016	-0.007	-0.704	-1.147	-0.168	-0.811	-0.873	-1.311	-0.131	-0.648	-0.295	-2.107	0.036	-1.439	0.403	-0.079	0.314	-0.287	0.299	-0.066	0.259	-1.635	0.774	-1.185	0.738	0.480	0.394	-0.916	-0.906	-0.620	-0.079	-0.506	0.149	0.080	0.641	-0.601	-1.967	0.735	-0.003	-0.887
Dda3937	DDA3937_RS05585	DDA3937_RS05585		SDR family oxidoreductase	0.796	1.317	0.835	1.610	-0.450	-0.856	0.088	-1.806	-0.498	-0.416	0.330	-0.028	-0.430	-0.951	0.652	0.361	0.008	-0.174	0.118	-0.069	0.513	-0.338	1.241	-0.164	0.331	0.858	0.994	0.027	1.026	-0.147	-1.245	2.379	-1.255	-1.113	-1.086	-0.133	-0.616	-0.379	-0.825	-0.419	0.034	-0.217	1.215	-0.369	0.112	1.577	0.252	1.001	-0.725	0.956	-0.022	-0.378	0.398	1.631	1.495	-1.809	-0.762	-0.300
Dda3937	DDA3937_RS05590	DDA3937_RS05590		AraC family transcriptional regulator	-1.085	-0.020	0.866	-0.244	-1.176	-0.027	-0.614	1.043	-1.048	-2.137	-0.984	-1.206	-0.326	0.006	-0.309	-1.624	-0.702	-0.855	-0.707	-0.274	-0.932	-1.726	-1.109	0.080	-0.783	1.414	-0.277	-0.895	0.439	-0.438	-0.387	-0.496	0.012	0.924	1.784	1.544	-0.158	-0.630	0.129	-0.378	0.260	1.188	0.391	-0.394	-0.605	-1.784	0.664	0.447	-0.507	-0.031	-1.125	-0.384	-1.325	-1.230	-1.652	-0.328	-0.999	-0.853
Dda3937	DDA3937_RS05595	DDA3937_RS05595		protoheme IX farnesyltransferase	-0.674	-0.543	-1.478	-0.753	0.946	-0.282	0.011	2.036	0.993	-0.031	-2.506	-1.156	-0.897	-1.051	-1.914	-0.828	-2.120	-3.422	-3.433	-1.466	-0.058	-0.358	-1.151	-1.518	-1.037	-0.757	-0.324	0.324	-1.755	-1.129	1.821	2.187	-1.155	2.051	0.258	-0.109	-2.340	-1.328	-0.731	0.196	1.090	0.716	-0.474	-1.295	0.435	-0.425	-0.662	0.012	0.732	-0.233	-0.302	-0.568	1.802	-0.293	1.430	-0.290	-1.097	-1.688
Dda3937	DDA3937_RS05610	DDA3937_RS05610		cytochrome o ubiquinol oxidase subunit I	-0.265	-0.505	-1.812	-0.122	-0.142	0.817	-1.243	0.579	0.015	0.772	0.510	-0.606	-0.619	0.434	-0.168	-0.240	0.738	-0.318	-0.839	-0.738	-1.943	-0.695	-1.203	-1.556	-0.792	0.348	-0.725	0.213	-2.322	1.143	0.509	0.047	0.179	0.568	-0.634	1.128	-1.070	1.642	1.524	0.020	-1.751	-0.103	-1.564	2.243	-1.619	-0.571	0.148	0.910	0.300	-0.289	-0.382	-1.181	0.280	-1.632	-0.171	-1.895	-1.503	-2.180
Dda3937	DDA3937_RS05615	DDA3937_RS05615		cytochrome o ubiquinol oxidase subunit II	-2.049	-2.178	-1.200	-1.542	-2.446	-0.747	-0.557	0.359	-1.091	-1.952	-2.053	-3.003	-0.566	-0.509	-1.429	-0.770	-1.497	-1.223	-1.310	-1.349	-0.681	-0.108	-2.205	0.187	-1.158	-0.786	1.042	1.554	0.873	-0.093	2.098	0.413	-1.427	2.586	0.438	0.720	1.075	-1.272	0.324	-0.410	0.391	-0.272	-0.747	2.233	0.835	0.665	0.117	-1.279	-0.276	-0.671	-1.572	-0.094	-1.407	0.360	-1.224	-0.082	0.083	0.434
Dda3937	DDA3937_RS05620	DDA3937_RS05620		muropeptide MFS transporter AmpG	-1.382	0.479	1.591	0.581	-1.819	-0.312	-1.538	-1.737	-1.988	-1.243	0.821	1.628	1.867	0.186	1.164	0.478	0.044	1.304	0.754	0.251	0.822	0.294	0.614	0.268	0.234	0.117	0.071	-1.510	-0.749	-2.998	-2.023	-4.292	-1.862	0.214	0.717	-2.073	-1.975	0.280	-0.142	1.129	-0.127	-2.092	-0.152	-0.529	-1.990	-0.811	1.991	-0.951	-0.940	-1.141	-0.047	0.294	-3.407	-1.922	-2.255	-4.381	-1.252	-2.581
Dda3937	DDA3937_RS05625	DDA3937_RS05625		hypothetical protein	0.109	0.433	-2.024	-1.509	-0.176	-0.118	-1.694	-0.276	-1.542	-0.420	0.074	0.719	0.493	-0.342	-0.333	-0.188	-0.386	0.055	-1.066	0.626	0.094	-0.341	-0.396	-0.773	-0.292	0.386	0.677	-0.723	-0.124	0.633	-1.108	-0.965	-0.761	0.589	0.263	0.373	0.412	-0.081	-0.904	-0.950	-0.556	-1.154	-0.224	1.542	-0.954	0.083	1.124	-0.084	-0.992	-0.125	-0.428	1.032	-1.780	-2.749	0.045	-0.830	-1.297	-0.343
Dda3937	DDA3937_RS05630	DDA3937_RS05630		transcriptional regulator BolA	-1.578	0.562	-0.400	-2.659	-0.064	-0.876	-1.102	-1.035	-0.673	-2.217	-1.668	-0.902	-1.297	-0.537	0.657	-0.432	-1.037	-1.898	-0.229	1.763	2.367	0.656	0.574	0.869	1.540	1.927	-0.274	-0.795	0.548	-0.644	-0.715	0.376	1.807	0.800	-0.221	1.292	1.058	1.415	2.321	0.457	0.886	-0.587	1.293	1.267	-0.201	2.075	-0.202	0.415	2.080	0.559	-0.308	1.070	-0.038	0.687	-0.742	-0.271	-0.724	-2.010
Dda3937	DDA3937_RS05635	DDA3937_RS05635		trigger factor	-3.320	-4.438	-4.064	-2.904	-6.724	0.354	-3.654	-0.225	-1.267	-2.101	1.016	1.222	0.650	-0.715	-1.559	-0.514	1.609	1.500	0.791	-0.165	-0.120	0.508	0.474	-3.111	-2.174	-4.550	0.867	0.816	1.515	-1.692	0.843	-0.116	-4.315	-2.012	-0.757	-1.670	-2.470	-2.266	-2.438	-5.071	-1.426	-6.557	-3.298	-1.808	-5.059	-3.197	-4.903	-2.989	-6.035	-3.878	-3.528	-1.796	0.195	1.451	1.650	4.036	0.307	0.650
Dda3937	DDA3937_RS05640	DDA3937_RS05640		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	-10.095	-9.865	-10.210	-7.512	-10.726	-9.654	-10.520	-8.145	-9.821	-9.557	-10.790	-9.466	-9.910	-6.328	-5.679	-6.609	-6.375	-5.635	-5.097	-3.601	-1.965	-3.132	-3.634	-4.719	-4.084	-3.093	-3.321	-2.205	-3.420	8.230	5.025	6.949	-3.703	-5.112	-5.227	-3.911	-6.263	-5.688	-6.076	-5.189	-7.272	-3.804	-4.427	-5.178	-8.316	-3.903	-5.134	-7.204	-6.869	-6.269	-7.675	-7.074	5.272	3.675	3.698	-2.334	-0.818	1.423
Dda3937	DDA3937_RS05645	DDA3937_RS05645		ATP-dependent protease ATP-binding subunit ClpX	-9.112	-10.002	-10.875	-3.521	-14.496	-5.965	-9.023	-8.290	-9.413	-8.073	-13.988	-13.258	-14.989	-2.944	-2.016	-1.865	-2.482	-4.142	-3.654	-2.274	-1.672	-1.207	-2.658	-1.726	-1.583	-1.456	-12.764	-8.063	-9.096	9.241	10.055	7.721	-6.306	-9.069	-5.185	-3.735	-9.239	-7.940	-8.273	-6.525	-9.166	-11.187	-5.511	-9.024	-12.102	-6.542	-10.084	-5.616	-9.567	-10.260	-9.036	-9.959	3.494	3.996	5.913	0.223	-3.333	0.019
Dda3937	DDA3937_RS05650	DDA3937_RS05650		endopeptidase La	-1.721	0.247	1.448	-0.063	0.944	-0.893	0.406	-0.734	-1.261	-0.052	-2.099	-0.295	-1.420	-2.084	-0.523	-1.532	-1.681	-2.146	-1.495	-0.641	-1.577	-2.217	-2.552	-0.295	-0.725	-0.659	0.481	0.243	1.130	-1.942	0.813	2.478	-0.805	0.164	0.156	-0.164	-3.011	-1.947	-1.111	0.775	-0.906	-2.062	-2.307	-2.252	-0.383	-1.566	-2.257	0.829	-1.634	0.247	0.073	-1.302	2.103	0.103	-0.139	1.625	0.312	-1.510
Dda3937	DDA3937_RS05655	DDA3937_RS05655		DNA-binding protein HU-beta	-0.209	0.731	1.227	1.102	0.413	0.799	-2.390	0.875	0.452	-0.298	-0.768	-1.230	-1.885	0.131	0.199	-0.895	0.017	-0.673	-0.075	0.427	-1.675	-1.349	-0.556	-1.033	-2.641	-1.409	0.743	-1.154	0.698	-0.482	2.911	1.530	-2.234	0.802	-0.202	1.212	0.507	0.401	-1.443	1.573	-1.424	0.951	0.300	1.897	1.377	-0.434	0.888	-0.002	0.077	-0.667	-0.532	-1.370	1.053	0.069	0.155	0.638	-3.285	1.468
Dda3937	DDA3937_RS05660	DDA3937_RS05660		peptidylprolyl isomerase	-1.728	-3.710	-1.923	-1.293	-1.835	1.786	1.876	1.233	1.050	0.954	1.549	0.743	0.948	1.218	0.906	1.393	1.613	2.167	-1.899	-1.177	-1.602	-0.734	-0.031	3.481	3.381	3.743	-0.060	-0.311	-2.031	-5.065	-4.094	-4.095	1.090	-0.133	-1.206	-0.197	-3.014	-4.081	-0.324	-4.088	-0.571	-4.168	-0.366	0.691	-3.757	-2.708	-3.163	-4.944	-4.905	-1.345	-2.539	-1.791	-6.227	-4.499	-5.157	0.498	0.840	-1.256
Dda3937	DDA3937_RS05665	DDA3937_RS05665		helix-hairpin-helix domain-containing protein	1.304	2.225	1.141	0.854	-0.350	0.274	0.509	0.044	0.123	-0.654	1.808	1.064	0.463	1.881	2.444	2.074	1.715	1.250	0.124	0.322	1.090	0.859	1.608	-0.670	-0.118	-0.502	-0.899	0.375	-0.060	-0.286	-2.899	-0.398	-1.731	-0.377	-0.165	-0.467	-1.533	-0.003	-0.559	-2.232	0.698	-0.503	-2.089	-1.178	1.211	1.228	0.600	-0.097	-0.893	-0.470	1.552	0.382	-0.419	0.315	1.270	1.387	-0.518	-0.346
Dda3937	DDA3937_RS05670	DDA3937_RS05670		7-cyano-7-deazaguanine synthase QueC	0.355	-0.703	-1.052	-2.779	-3.152	-0.417	-3.321	0.966	-1.661	0.604	-1.728	-1.055	-0.107	-0.969	-2.057	-2.895	-1.997	-1.290	-1.018	-0.646	0.287	-1.673	-0.609	0.705	-0.142	1.072	-0.500	0.014	1.441	-1.482	0.046	-2.006	-0.820	0.398	-0.642	-1.771	-1.090	0.663	0.007	-2.115	-1.781	-0.673	-1.584	-0.443	-1.039	-1.227	-1.665	-0.438	0.937	-0.554	-1.452	-0.886	-2.952	-1.780	-2.775	-1.323	0.262	-0.672
Dda3937	DDA3937_RS05675	DDA3937_RS05675		PLP-dependent cysteine synthase family protein	-1.630	-0.271	-0.030	0.545	-1.315	0.251	0.402	-0.456	-0.468	-0.659	0.273	-0.056	-0.948	-0.243	-0.025	0.484	-0.619	0.328	0.214	-0.282	0.216	0.550	-0.366	-0.205	0.040	0.129	0.257	0.550	-1.009	-0.073	1.536	0.950	-0.092	0.264	0.526	0.587	-0.311	0.930	0.104	2.072	-0.614	0.636	-0.025	0.929	0.162	-1.298	0.649	-1.170	-0.022	0.784	0.097	-0.492	-1.089	-0.086	-1.368	-1.657	-0.952	0.138
Dda3937	DDA3937_RS05680	DDA3937_RS05680		Lrp/AsnC family transcriptional regulator	1.816	-0.215	-0.352	0.249	0.826	-1.802	1.471	0.164	0.816	0.041	0.870	0.154	-0.579	-1.268	-0.584	0.332	-0.032	-0.472	-1.444	-0.575	0.193	0.877	0.914	0.268	0.788	-0.493	-0.967	-2.030	0.172	0.242	-2.266	-0.730	0.488	1.429	-0.684	-0.692	-1.460	0.086	-0.469	1.021	-1.384	-0.313	-1.001	-2.296	-0.195	-0.430	1.184	-1.299	-0.856	0.714	-1.061	0.793	1.338	0.361	0.457	-0.398	-0.152	0.174
Dda3937	DDA3937_RS05685	DDA3937_RS05685		SmdA family multidrug ABC transporter permease/ATP-binding protein	-1.321	-1.399	-2.889	-0.512	-1.299	1.025	-1.423	-0.856	0.205	0.819	-0.437	-0.496	0.219	-1.776	-1.296	-2.968	-1.633	-0.848	-2.221	-1.386	0.580	-1.331	-0.149	-2.494	-1.603	-1.181	-1.527	-1.488	-2.584	-0.265	-1.759	-0.847	-0.322	-0.432	0.342	-0.507	-2.057	-1.619	-2.083	-1.651	-0.701	0.053	0.380	-1.105	0.914	-1.626	0.103	-1.682	0.855	-0.234	-0.327	-1.430	-0.735	-1.846	-1.472	-0.103	-0.015	-2.196
Dda3937	DDA3937_RS05690	DDA3937_RS05690		SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	-1.698	-0.605	-1.864	-0.141	-0.642	-1.432	-0.406	-1.336	-2.766	-1.024	-0.830	-1.215	-0.662	-2.569	-2.535	-3.648	-4.172	-2.415	-3.194	-0.397	-0.793	-0.475	-1.633	-1.250	-2.904	-2.778	-1.077	-1.493	-2.240	-0.294	-1.670	-3.436	0.250	1.550	-1.700	-0.188	-0.966	-0.819	-1.023	-0.095	0.337	-0.756	-1.184	-0.319	-0.489	-1.092	0.194	-0.822	-0.022	-1.755	-2.441	-0.794	-1.326	-0.666	-1.538	1.148	0.631	0.268
Dda3937	DDA3937_RS05695	DDA3937_RS05695		P-II family nitrogen regulator	-0.350	-0.387	-1.269	0.785	-1.101	-2.780	0.172	-1.765	-0.808	0.664	1.163	0.999	1.563	-0.394	1.410	1.527	0.931	0.056	0.764	-0.050	-1.160	0.902	0.362	-0.934	-2.848	-0.122	1.903	1.459	1.698	0.349	1.123	-1.817	0.945	0.559	0.351	1.781	1.404	-1.412	-0.958	-1.138	-0.938	0.633	1.157	1.802	-0.567	1.102	0.787	0.024	0.066	-0.257	-0.021	0.272	-0.326	0.894	-1.523	0.736	0.045	-0.511
Dda3937	DDA3937_RS05700	DDA3937_RS05700		ammonium transporter AmtB	-0.398	-0.166	0.814	1.063	1.155	0.652	1.586	0.676	0.824	-0.554	-0.289	1.635	0.294	0.742	-0.535	-0.271	-0.900	-0.289	-0.582	0.373	-0.738	0.178	0.198	-0.896	-0.910	-0.172	0.589	0.672	-0.836	1.247	0.792	1.859	0.586	1.220	0.627	0.234	-0.100	-0.266	-0.688	0.546	0.130	0.320	1.417	0.276	-2.301	-0.387	-0.020	0.221	0.490	-0.593	0.062	0.110	0.219	-3.669	-1.167	1.283	1.699	0.273
Dda3937	DDA3937_RS05705	DDA3937_RS05705		acyl-CoA thioesterase II	1.061	0.952	1.420	-0.651	-1.374	-0.074	1.823	1.265	-0.039	1.450	0.527	0.700	1.205	-0.690	-0.030	0.837	0.904	1.091	0.533	-0.869	0.128	0.965	0.152	0.160	-0.299	-1.231	-0.088	1.122	-0.964	-0.540	-2.049	-1.559	2.216	1.995	1.178	3.157	-0.393	-0.401	0.680	1.681	2.562	0.447	-0.514	1.274	0.805	1.108	-0.649	0.499	-1.198	2.498	0.420	1.061	0.072	-1.823	-0.381	0.798	-0.387	-1.015
Dda3937	DDA3937_RS05710	DDA3937_RS05710		YbaY family lipoprotein	1.353	0.438	0.705	-0.519	0.411	-0.030	0.527	1.129	0.629	2.487	-0.106	1.099	0.897	-1.105	-0.550	1.035	0.044	0.298	-1.234	1.150	0.743	1.638	1.049	0.345	-0.953	-0.688	-1.210	-1.266	0.451	-1.866	-0.188	0.343	1.494	-0.804	-1.730	1.575	-0.955	-0.029	-0.884	-1.398	0.695	-2.259	0.819	-0.122	1.068	1.836	-0.446	-1.086	2.469	-0.013	0.395	0.314	0.111	-0.998	0.562	1.350	0.569	-1.866
Dda3937	DDA3937_RS05715	DDA3937_RS05715		MGMT family protein	1.404	2.293	1.659	1.511	2.972	2.034	1.036	1.388	0.860	1.675	-0.263	0.141	-1.050	-0.842	-1.393	-0.159	-0.680	0.032	-0.266	-0.495	-0.121	-0.106	-0.197	1.686	2.086	2.179	1.528	-0.638	-0.037	0.176	-1.217	0.009	-0.396	0.985	1.643	0.365	0.323	2.213	-0.136	0.528	-0.353	1.216	-1.324	0.695	-1.871	-0.022	-0.852	1.321	0.212	-0.305	-0.263	0.647	-0.778	1.183	-0.007	2.657	2.784	-1.147
Dda3937	DDA3937_RS05725	DDA3937_RS05725		Hha toxicity modulator TomB	1.316	0.190	-0.224	-0.526	1.079	0.074	0.061	-0.498	-0.501	1.206	-2.248	-2.174	-2.668	-0.249	-1.367	0.033	-2.878	-1.723	-1.039	-1.072	0.332	-1.134	-1.416	-5.811	-6.383	-5.589	-0.446	-0.777	0.064	-0.982	1.788	0.597	2.194	-0.080	-0.954	-0.516	-1.335	1.247	1.648	0.487	0.066	0.518	0.892	1.487	1.366	-2.712	0.352	-1.225	-1.749	0.885	-1.621	-0.781	0.874	-3.460	-0.337	0.490	-0.077	-0.786
Dda3937	DDA3937_RS05730	DDA3937_RS05730		type B 50S ribosomal protein L31	2.214	0.692	0.330	0.780	1.424	0.290	2.259	1.956	2.570	0.671	0.290	-0.142	-0.895	-0.059	-0.375	0.553	0.075	1.646	-0.688	0.925	0.677	-0.446	-0.104	1.138	1.389	0.482	0.086	0.218	0.614	-0.717	0.085	-1.119	0.307	1.135	1.813	1.362	1.360	2.340	1.991	1.342	1.203	1.890	1.448	0.975	0.780	0.911	0.617	0.919	0.024	0.895	-0.073	-1.332	0.162	-1.621	0.267	2.269	0.994	-0.198
Dda3937	DDA3937_RS05735	DDA3937_RS05735		multidrug efflux RND transporter permease subunit	-8.369	-11.534	-12.383	-8.433	-11.408	-6.261	-7.258	-7.650	-2.823	-4.814	-2.017	-1.667	-0.791	-1.213	-1.330	-1.697	-15.769	-14.137	-14.618	-0.253	0.576	0.165	0.477	-0.456	0.935	1.025	-0.024	0.578	0.783	-6.125	-5.830	-3.383	1.635	3.306	1.963	0.607	0.622	-0.997	-4.113	-2.393	-1.578	-2.701	4.889	5.468	-1.197	1.976	-2.435	0.615	-0.334	1.536	-1.031	-0.881	-5.189	-3.760	-5.126	-1.629	-3.005	-2.589
Dda3937	DDA3937_RS05740	DDA3937_RS05740		efflux RND transporter periplasmic adaptor subunit	-4.490	-5.771	-8.181	-3.244	-6.338	-3.011	-4.373	-4.957	-0.019	-3.430	-1.714	-1.042	-1.680	-0.434	-1.054	-0.234	-14.062	-11.494	-12.671	-0.343	1.292	0.773	1.225	1.091	0.567	1.564	1.788	0.957	0.063	-4.616	-3.970	-1.684	0.538	3.083	0.971	-1.651	0.051	-1.273	-2.426	-1.739	-1.996	-0.601	2.465	4.576	0.299	1.191	-2.649	1.456	0.284	0.529	-1.360	-1.410	-3.879	-3.491	-4.947	-2.022	-1.464	-1.720
Dda3937	DDA3937_RS05745	DDA3937_RS05745		multidrug efflux transporter transcriptional repressor AcrR	0.453	-0.672	-1.426	-1.115	-1.547	2.641	-0.446	-2.856	-0.806	0.434	-0.557	-0.863	-0.882	-0.083	-1.038	-0.055	1.913	1.813	2.449	-1.546	-1.271	-0.646	-1.261	-0.020	0.763	0.500	-0.499	0.092	0.681	-1.859	-0.932	-2.025	-0.234	-2.640	-0.477	-0.780	-0.063	-2.837	-1.256	-1.856	-0.870	-0.154	-0.409	-1.228	0.177	-1.507	-0.208	-1.700	-0.598	-0.610	-0.778	-0.291	1.411	0.774	0.837	1.386	0.003	0.772
Dda3937	DDA3937_RS05750	DDA3937_RS05750		mechanosensitive channel MscK	0.127	-0.198	-0.229	1.428	0.851	0.245	-0.796	0.357	0.272	0.140	0.492	-0.059	0.102	0.644	0.287	0.012	-0.729	-0.438	0.129	0.229	-0.482	-0.191	-0.277	0.652	0.579	0.004	0.212	0.162	-0.306	-1.983	-1.833	-1.257	0.633	1.076	1.483	1.150	1.076	0.836	1.728	2.312	2.530	1.458	-0.856	1.672	-0.173	0.208	0.743	-0.640	0.838	1.129	-1.016	-0.546	-2.027	-0.917	-4.470	-0.108	-1.785	-0.206
Dda3937	DDA3937_RS05755	DDA3937_RS05755		pleiotropic regulatory protein RsmS	-0.086	-1.355	0.465	4.011	-0.115	1.363	1.280	1.208	1.096	-1.020	0.203	-0.727	0.742	0.264	1.893	-0.360	-1.945	-0.110	0.698	-0.471	0.283	0.102	0.454	2.468	2.806	2.285	1.862	1.533	1.130	0.692	0.314	-1.857	-1.210	-0.928	-1.941	-1.029	-0.140	-0.356	-2.725	-1.191	0.288	-0.734	-1.233	-1.574	-0.170	0.593	0.147	-1.852	-2.415	-0.340	0.035	0.662	2.269	0.832	-0.030	6.469	5.670	4.585
Dda3937	DDA3937_RS05760	DDA3937_RS05760		primosomal replication protein	0.764	0.970	2.402	4.583	0.607	0.511	0.866	1.119	1.288	1.182	2.914	2.396	1.520	0.372	-0.142	0.615	2.276	1.014	-0.012	-1.014	-0.942	-1.953	-0.248	-1.409	-0.859	-1.096	-1.647	-0.507	-1.718	0.365	1.263	1.472	-0.700	1.548	0.904	0.466	-0.381	1.642	0.918	0.607	2.312	0.642	-1.067	0.699	0.407	0.394	2.125	2.218	-0.238	-0.330	0.804	0.475	0.437	2.329	1.762	0.763	0.680	-0.703
Dda3937	DDA3937_RS05765	DDA3937_RS05765		tRNA-(ms[2]io[6]A)-hydroxylase	0.137	0.534	0.257	0.665	-0.374	2.335	0.893	0.031	0.036	1.416	-0.805	-0.330	-0.084	0.011	-0.435	0.994	0.537	-0.091	-0.083	0.033	0.281	0.166	-0.437	-0.152	-0.807	-0.489	-0.352	-1.865	-1.610	-2.072	-1.501	0.576	1.557	0.229	-0.042	1.447	-0.342	-0.482	1.116	0.367	0.996	-2.421	-0.063	0.036	0.747	0.804	-0.602	-0.682	0.313	1.804	-0.465	0.845	0.440	0.806	-0.246	0.745	0.571	-0.037
Dda3937	DDA3937_RS05770	DDA3937_RS05770		DUF454 family protein	0.196	-0.799	1.153	-1.073	0.275	-0.061	-1.667	0.714	0.129	0.164	2.223	0.461	0.681	1.281	0.737	1.162	0.351	-0.030	0.575	1.570	-1.767	0.177	-0.185	-0.518	0.009	-0.916	-1.284	0.209	-1.341	1.924	1.087	-0.625	0.578	3.187	-1.266	0.036	-2.047	0.495	-1.245	-1.413	-1.436	-0.027	-3.044	-1.781	-2.767	-1.378	0.663	-2.466	0.373	2.214	0.424	0.881	-1.200	1.272	-0.371	0.705	0.774	0.587
Dda3937	DDA3937_RS05775	DDA3937_RS05775		adenine phosphoribosyltransferase	0.290	-2.241	-1.747	-1.337	-1.033	2.710	-1.100	-1.752	0.526	-0.727	-0.408	0.555	-1.144	0.795	0.682	-1.628	-0.437	1.994	1.211	-1.668	1.175	-0.509	0.410	0.764	1.172	1.565	0.176	2.476	-0.683	-1.933	-0.721	-2.235	-1.122	1.644	-0.934	0.842	-0.788	0.753	-0.258	-1.308	-0.550	-1.125	-0.819	-0.013	-1.369	-2.080	1.414	0.118	-1.373	-1.873	-0.313	-0.253	0.532	-0.892	-1.339	-0.182	-1.409	-1.256
