orgId	locusId	sysName	geneName	desc	set10IT030 Disodium Glutarate (C)	set10IT031 Disodium Glutarate (C)	set8IT063 Sebacic (C)	set8IT064 Dodecandioic (C)	set8IT065 Protocatechuic Acid (C)	set9IT064 D-Glucose (C)	set9IT065 acetate (C)	set9IT066 propionate (C)	set9IT067 butyrate (C)	set9IT068 Valeric (C)	set9IT069 Hexanoic (C)	set9IT070 Heptanoic (C)	set9IT071 Octanoic (C)	set9IT073 Lauric (C)	set9IT074 succinate (C)	set9IT075 adipate (C)	set9IT076 Pimelic (C)	set9IT077 Suberic (C)	set9IT078 Azelaic (C)	set9IT079 Sebacic (C)	set9IT080 Dodecandioic (C)	set9IT081 Protocatechuic Acid (C)	set9IT082 D-Glucose (C)	set9IT083 acetate (C)	set9IT084 propionate (C)	set9IT085 butyrate (C)	set9IT086 Valeric (C)	set9IT087 Hexanoic (C)	set9IT088 Heptanoic (C)	set9IT089 Octanoic (C)	set9IT091 Lauric (C)	set9IT092 succinate (C)	set9IT093 adipate (C)	set9IT094 Pimelic (C)
CL21	ABZR87_RS06340	ABZR87_RS06340		helical backbone metal receptor	-0.269	-0.074	-0.072	-1.474	-1.597	-0.931	-0.975	0.180	-0.190	-1.305	0.070	-2.381	-0.577	-0.250	-0.522	-0.462	0.052	-0.024	-0.279	-1.431	-1.105	-0.748	0.074	0.682	-0.073	0.171	-0.787	-0.243	-1.277	-1.279	-0.294	-0.088	0.176	-0.087
CL21	ABZR87_RS06345	ABZR87_RS06345		SDR family oxidoreductase	-1.429	-1.638	-0.404	-0.540	0.926	0.456	-0.424	-0.046	1.569	3.102	-0.465	0.146	-1.261	0.442	1.108	-0.162	0.848	0.827	0.077	0.789	0.694	1.557	-0.367	-0.499	0.445	0.075	-0.449	-0.073	-0.143	0.078	0.119	1.150	0.750	0.381
CL21	ABZR87_RS06350	ABZR87_RS06350		thiol:disulfide interchange protein DsbA/DsbL	0.597	0.988	0.077	4.359	-0.085	0.695	1.291	-2.229	-1.555	-1.478	-2.183	8.262	-1.533	0.998	-2.085	-1.146	-3.237	-3.823	0.409	0.154	2.955	1.953	1.995	2.148	0.259	-2.040	-1.467	-1.109	7.851	-2.151	-1.488	-1.438	-2.574	-3.340
CL21	ABZR87_RS06355	ABZR87_RS06355		SPOR domain-containing protein	-1.715	-2.357	-1.437	-3.283	-3.905	-3.056	-0.906	-1.483	-0.633	-0.997	-2.120	-2.981	-0.407	-2.069	-3.255	-3.542	-4.313	-2.822	-2.384	-3.964	-2.172	-1.467	-2.370	-1.505	-2.383	-1.995	-1.046	-2.424	-4.275	-1.106	-0.586	-0.732	-4.038	-2.912
CL21	ABZR87_RS06365	ABZR87_RS06365		DUF1840 domain-containing protein	0.073	0.507	0.126	0.039	-1.066	0.943	0.640	-0.103	-1.702	-1.909	-1.677	-0.044	0.066	0.302	-0.798	-0.270	0.602	0.666	-0.747	0.925	0.684	-1.963	0.676	-0.424	-0.554	-0.080	1.019	1.182	-0.340	-0.457	-1.601	-0.175	-0.065	0.730
CL21	ABZR87_RS06370	ABZR87_RS06370		ferritin-like domain-containing protein	0.144	-0.007	1.457	2.043	1.274	2.233	0.733	1.310	-0.007	-0.888	-0.159	4.429	3.356	0.805	1.584	1.169	0.910	-0.013	1.606	1.688	1.180	1.760	2.009	-0.184	2.194	-0.808	0.378	0.545	3.457	1.696	1.305	0.172	1.619	2.107
CL21	ABZR87_RS06380	ABZR87_RS06380		DUF1328 family protein	0.029	-1.249	1.854	3.518	-0.867	2.402	0.547	0.450	0.463	-2.983	-0.628	4.712	0.549	-0.085	0.640	0.411	-1.174	-0.324	2.232	0.973	1.625	-1.123	1.829	-0.326	1.732	-0.721	-1.015	0.023	3.748	0.685	0.720	0.472	-0.014	0.280
CL21	ABZR87_RS06385	ABZR87_RS06385		CHASE3 domain-containing protein	3.098	4.189	-8.194	-14.830	-4.435	-6.395	1.080	-4.636	0.823	-4.048	-7.068	-11.396	-10.106	2.836	-3.148	2.511	-3.352	-0.189	-5.077	-8.336	-8.859	-3.099	-3.812	3.021	-7.434	1.790	-4.621	-6.808	-14.060	-7.417	3.502	-2.080	4.258	-2.171
CL21	ABZR87_RS06390	ABZR87_RS06390		entericidin A/B family lipoprotein	-0.253	1.010	1.598	0.280	-0.993	0.295	0.067	-0.642	-1.005	-0.129	0.644	1.206	2.366	0.063	2.120	2.001	0.134	0.717	0.179	0.132	0.306	0.239	2.095	-0.247	1.501	-0.131	-0.102	0.630	0.248	0.740	1.028	1.403	-1.144	0.583
CL21	ABZR87_RS06395	ABZR87_RS06395		response regulator	0.891	0.405	2.779	5.745	-1.902	0.479	-2.984	-4.474	-4.850	-4.275	-4.517	-1.926	-2.339	-4.365	-2.649	-4.243	-4.224	-4.505	1.191	-2.587	4.693	0.648	1.632	-3.751	-2.851	-4.717	-4.530	-3.894	-0.296	-2.132	-4.195	-4.288	-4.162	-4.259
CL21	ABZR87_RS06400	ABZR87_RS06400		response regulator transcription factor	-5.140	-4.193	-6.875	-11.942	-6.892	-6.658	1.500	-5.211	0.623	-1.539	-7.295	-8.080	-9.253	2.449	-3.459	-3.390	-4.870	-0.260	-4.023	-7.888	-9.343	-3.149	-6.111	2.880	-5.398	0.676	-5.219	-8.477	-9.687	-5.949	4.366	-2.655	-2.657	-8.422
CL21	ABZR87_RS06405	ABZR87_RS06405		hypothetical protein	-1.002	-1.177	-0.760	0.087	-0.064	0.185	-0.841	-0.409	-1.157	-0.331	-1.002	0.077	-0.807	-0.768	-0.712	-0.252	-0.215	-0.400	-0.704	-0.410	-1.526	-0.899	1.195	-1.426	0.302	-1.389	-1.884	-0.811	-0.251	1.407	0.060	0.313	-1.732	-0.142
CL21	ABZR87_RS06410	ABZR87_RS06410		methionine synthase	0.424	1.251	-0.031	2.169	1.497	1.153	1.205	0.961	0.096	0.320	0.865	0.714	2.462	1.201	0.656	0.846	0.980	1.375	0.754	1.680	2.192	1.177	1.327	0.972	1.923	0.271	0.703	0.832	0.745	2.463	0.100	1.418	0.416	-0.011
CL21	ABZR87_RS06415	ABZR87_RS06415		VOC family protein	-0.248	0.673	-0.714	0.603	-1.113	0.929	0.564	0.028	-0.756	-0.603	0.712	-0.004	0.265	-0.497	0.634	-0.549	-1.175	1.468	-1.508	1.594	1.000	0.613	0.954	-0.104	-0.014	-1.179	-1.182	-0.642	-0.934	0.469	-0.592	0.427	0.601	0.357
CL21	ABZR87_RS06420	ABZR87_RS06420		homocysteine S-methyltransferase family protein	-0.856	0.044	1.054	1.489	0.130	1.176	0.902	0.702	-0.557	1.142	0.179	1.373	0.847	-0.023	0.646	-0.043	-0.334	-0.235	-0.655	0.567	1.604	-0.758	1.018	0.180	0.384	0.605	-1.017	-0.167	1.375	0.799	0.443	0.823	0.051	0.258
CL21	ABZR87_RS06425	ABZR87_RS06425		rhodanese-like domain-containing protein	0.109	1.136	0.111	-0.094	0.124	-0.468	-0.375	-0.055	-1.575	-0.058	-0.105	-0.583	-0.601	-0.240	-0.517	0.574	-0.166	1.603	0.239	0.358	0.047	-0.583	-0.430	-0.648	-0.582	-0.519	-0.646	-0.129	-0.433	1.228	-0.978	-0.198	0.346	-0.483
CL21	ABZR87_RS06430	ABZR87_RS06430		DUF3567 domain-containing protein	0.968	-1.047	-1.846	-1.205	-0.546	-0.507	-0.325	0.670	0.122	-1.780	-0.420	-2.672	-0.802	0.053	-0.528	-2.292	-0.456	-1.825	-0.780	-0.774	-0.541	-0.101	-0.797	-0.880	-0.593	-1.775	-0.450	0.531	-3.708	-1.257	-0.268	-1.384	-2.481	-0.797
CL21	ABZR87_RS06435	ABZR87_RS06435		3-oxoadipate enol-lactonase	-1.021	0.013	2.911	-0.730	-0.501	-0.342	-0.768	-0.029	-0.923	0.889	-0.080	0.072	-0.263	-0.896	0.122	-0.493	-0.704	0.322	0.498	-0.555	-0.970	-0.595	0.668	0.161	0.280	-0.408	-0.646	-0.327	-1.167	0.641	0.420	-0.234	-0.742	-0.285
CL21	ABZR87_RS06440	ABZR87_RS06440		DUF3108 domain-containing protein	-0.529	-0.399	0.023	0.189	0.200	-0.652	-0.231	-1.517	-1.578	-0.619	0.154	-1.901	-3.909	-1.961	-0.513	-1.160	-0.653	-0.616	0.030	-0.726	-1.123	1.717	0.006	-0.918	-2.222	-0.921	0.491	-0.234	-3.421	-1.582	-0.463	-0.610	-1.308	-0.678
CL21	ABZR87_RS06445	ABZR87_RS06445		IclR family transcriptional regulator	1.184	2.411	-1.486	1.186	3.222	-0.567	-0.002	1.947	-0.277	0.890	2.380	3.191	4.678	0.882	0.137	0.944	0.295	2.649	-0.446	0.497	0.942	2.205	0.380	2.171	0.601	0.986	0.129	0.922	3.212	2.728	2.213	1.358	2.592	1.020
CL21	ABZR87_RS06450	ABZR87_RS06450		fumarylacetoacetate hydrolase family protein	-0.150	-1.269	-1.759	1.502	0.754	0.191	-0.355	0.394	0.450	1.127	-0.082	-0.469	2.032	0.739	0.966	0.872	0.301	0.763	0.881	0.364	0.774	1.257	1.394	0.937	0.545	-0.664	0.120	0.545	-0.032	0.338	0.684	-0.257	1.128	-0.135
CL21	ABZR87_RS06455	ABZR87_RS06455		IclR family transcriptional regulator	-0.219	-1.233	1.516	-0.544	0.769	-0.440	0.867	0.995	-0.878	-0.730	-1.733	0.409	-1.576	1.205	-0.309	0.957	-1.095	-0.781	1.098	-0.751	2.185	-0.085	-1.210	0.196	0.015	-0.097	0.425	0.282	-0.375	-0.582	0.102	0.468	0.355	-0.269
CL21	ABZR87_RS06460	ABZR87_RS06460		LLM class flavin-dependent oxidoreductase	0.196	0.206	1.427	2.106	3.115	0.515	-1.027	0.835	-0.307	-0.110	1.633	2.639	0.479	0.188	-0.852	0.228	-1.150	-0.370	3.971	2.154	0.957	0.964	1.149	-0.133	0.174	0.594	-1.259	-0.528	2.732	0.177	-0.323	-0.610	-1.854	0.359
CL21	ABZR87_RS06465	ABZR87_RS06465		ABC transporter substrate-binding protein	-1.407	-0.685	2.157	0.221	2.032	0.301	-0.591	1.540	-1.491	-0.245	0.447	2.232	-0.527	-0.544	-1.014	-1.130	-0.885	-1.029	1.756	1.022	-0.238	0.537	0.120	-1.488	-0.357	0.291	-1.106	0.311	2.417	1.141	-0.904	-0.681	-1.214	-1.534
CL21	ABZR87_RS06470	ABZR87_RS06470		enoyl-CoA hydratase/isomerase family protein	0.889	0.318	1.186	0.622	2.327	0.929	-0.130	-0.850	0.092	-0.154	0.198	2.042	0.348	-0.494	0.642	0.293	0.508	0.356	1.903	0.413	0.451	0.071	-0.127	0.198	0.243	0.271	-1.732	0.314	1.574	-0.303	-0.390	0.221	0.000	0.440
CL21	ABZR87_RS06475	ABZR87_RS06475		PhaM family polyhydroxyalkanoate granule multifunctional regulatory protein	-0.988	-1.151	-2.108	-2.038	-0.016	-0.727	0.531	-3.386	-0.635	-1.861	-0.181	-2.117	-1.187	0.603	0.019	-0.952	2.078	-0.325	0.142	-0.200	-1.734	-1.650	1.025	-0.411	-2.728	-0.533	-0.968	1.013	-1.483	2.030	-1.189	0.424	0.676	0.843
CL21	ABZR87_RS06480	ABZR87_RS06480		patatin-like phospholipase family protein	0.237	-2.042	-2.909	-2.041	-1.355	-1.083	1.883	-5.135	-0.868	0.467	-0.445	-1.662	0.961	1.305	-1.402	-0.008	-1.685	-0.049	-2.953	-2.743	-2.178	-1.143	-0.556	2.095	-3.869	-1.306	-0.547	-0.410	-3.175	-0.092	-0.533	-0.308	0.456	-0.356
CL21	ABZR87_RS06485	ABZR87_RS06485		glutathione peroxidase	-0.935	-0.396	0.094	0.254	-0.667	0.240	-0.112	-0.775	0.728	0.510	-0.918	-1.610	-2.747	-0.084	-0.948	-1.807	-1.241	-0.875	-0.011	-0.980	0.078	-1.773	-1.376	-0.790	-1.396	-0.651	-0.030	0.534	-0.317	1.062	-0.192	-1.118	-1.614	-1.461
CL21	ABZR87_RS06495	ABZR87_RS06495		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	-1.874	-0.638	-2.001	-0.790	-0.825	-1.589	-1.437	-2.904	-1.798	-1.421	-1.387	-1.965	-1.118	0.792	-2.983	-3.395	-2.110	-3.345	-0.934	-2.154	-0.749	2.415	-0.914	-1.358	-0.732	-2.568	-2.825	-3.071	-2.735	-1.288	-0.689	-2.469	-1.654	-2.940
CL21	ABZR87_RS06500	ABZR87_RS06500		SPOR domain-containing protein	-0.673	0.071	-2.912	-2.202	0.768	1.732	-0.021	0.459	1.407	1.896	0.484	0.296	-2.130	2.225	1.030	-0.590	1.001	1.108	1.173	0.990	1.595	0.910	1.212	0.251	1.768	0.742	1.363	0.641	1.222	-1.258	1.844	0.027	0.339	1.577
CL21	ABZR87_RS06515	ABZR87_RS06515		ABC transporter permease	-0.731	-1.002	0.526	0.090	0.055	0.088	0.404	0.677	1.203	-0.123	-0.079	-0.009	-3.418	-0.996	-0.829	-0.201	0.660	0.252	0.103	-0.329	-0.343	1.221	-0.140	-0.478	0.635	-0.816	0.386	0.006	0.214	-2.070	0.738	0.328	-0.086	0.566
CL21	ABZR87_RS06520	ABZR87_RS06520		ABC transporter ATP-binding protein	-0.309	-1.209	-0.925	-0.791	0.006	-0.116	0.502	0.149	0.010	1.826	-0.401	-0.572	-1.895	-1.547	0.381	0.465	-0.247	0.861	-1.236	-0.067	-1.272	-2.363	-1.054	-1.039	-1.325	-1.195	1.164	-3.111	0.241	-0.764	0.192	-0.224	-0.300	-0.684
CL21	ABZR87_RS06525	ABZR87_RS06525		MlaD family protein	1.593	-0.075	0.423	0.980	-0.035	-0.100	-0.209	-0.534	0.429	-0.177	-0.219	-0.119	-0.561	1.072	0.766	0.384	-1.105	0.744	0.143	-0.208	0.696	-0.671	-1.089	-0.448	0.845	-0.496	0.475	1.225	1.029	-3.200	0.898	0.149	0.284	0.986
CL21	ABZR87_RS06530	ABZR87_RS06530		ABC-type transport auxiliary lipoprotein family protein	-0.147	-0.326	0.576	0.827	0.493	0.326	-1.802	-0.589	-0.668	-1.433	-0.309	2.221	-2.439	0.744	-1.209	0.709	0.847	0.492	-0.842	-0.989	-0.644	0.447	0.696	0.346	-0.065	-0.113	-1.035	-0.834	0.967	-3.262	-0.214	1.221	-0.206	0.249
CL21	ABZR87_RS06535	ABZR87_RS06535		VanZ family protein	-1.474	-1.565	0.612	1.259	0.385	-1.205	-1.701	-0.934	-0.247	0.129	-0.051	0.836	0.072	0.220	0.149	0.125	-1.153	-1.263	0.955	-1.216	-0.170	0.147	-0.168	1.073	-0.269	-0.872	-0.756	0.651	0.751	0.153	0.232	0.826	-0.499	-0.285
CL21	ABZR87_RS06540	ABZR87_RS06540		phosphocholine-specific phospholipase C	-0.225	0.899	-0.287	-1.190	0.366	0.096	0.450	0.433	0.123	1.115	-0.188	0.244	-0.294	0.258	0.430	0.444	0.629	0.910	0.793	0.079	0.224	-0.335	1.083	-0.448	0.787	-0.467	0.186	0.511	0.564	1.146	0.257	1.053	0.563	0.701
CL21	ABZR87_RS06545	ABZR87_RS06545		hypothetical protein	-0.059	1.115	-0.386	-2.307	-0.059	-0.706	1.041	-0.586	0.605	-0.654	0.520	0.910	0.330	-0.091	1.207	0.811	-0.613	-0.087	-1.652	0.439	-0.571	0.743	2.174	-0.501	0.613	0.742	0.913	-0.369	-0.062	2.029	0.206	0.472	0.034	-0.063
CL21	ABZR87_RS06550	ABZR87_RS06550		DMT family transporter	0.433	0.884	-2.796	-3.109	-0.147	-0.429	0.220	-1.921	-0.032	-1.148	-0.461	1.915	1.283	-0.575	1.171	0.799	0.172	0.765	-0.159	-0.159	-3.155	1.016	-1.629	0.117	-0.249	0.676	0.461	0.028	2.619	0.012	-0.059	0.862	0.110	0.841
CL21	ABZR87_RS06555	ABZR87_RS06555		helix-turn-helix transcriptional regulator	-1.486	-0.084	-2.809	-2.320	-1.938	-0.499	-0.586	-0.648	-1.441	-1.297	-0.771	0.891	-4.439	-0.528	-0.779	-0.147	-0.171	-0.601	-0.370	-0.070	-3.525	-2.451	-1.362	-1.648	-1.152	-1.042	0.944	-0.546	1.626	-1.259	-0.214	-0.277	-0.861	-0.823
CL21	ABZR87_RS06560	ABZR87_RS06560		aldehyde dehydrogenase family protein	-0.966	-0.186	-0.449	-2.089	-1.521	-0.478	-0.251	-2.815	-1.402	-0.561	-0.005	-1.313	-2.173	0.236	-1.276	-0.325	-0.048	0.743	-1.066	-1.903	-0.894	-0.777	-0.220	-1.313	-1.180	-0.651	-0.902	-2.017	-1.437	-0.510	0.352	-0.456	0.019	-0.363
CL21	ABZR87_RS06565	ABZR87_RS06565		choline dehydrogenase	-0.533	-0.279	-1.289	-1.685	-1.175	-0.393	-1.079	-2.039	-0.059	-1.209	-0.184	-0.501	-0.210	-0.835	-0.223	-1.052	-1.101	-0.775	0.051	-0.089	-2.833	-0.629	-1.284	-0.464	-1.041	0.025	-0.490	-0.361	-0.290	1.370	-0.065	-0.091	-0.411	-0.277
CL21	ABZR87_RS06570	ABZR87_RS06570		TorF family putative porin	-0.896	0.378	-1.824	-2.795	-0.817	-0.472	-0.279	-1.342	-0.249	-1.371	-0.120	-0.278	-2.023	-0.337	-1.028	0.485	-0.127	-0.960	-0.416	-0.691	-2.904	-0.293	-0.349	-1.254	-1.855	0.294	-0.366	0.304	-0.653	-0.930	0.119	-0.156	-0.956	0.600
CL21	ABZR87_RS06575	ABZR87_RS06575		hypothetical protein	-0.840	0.469	-0.105	-2.166	-1.144	-2.202	-1.672	-1.611	-0.759	-1.492	-0.639	-2.343	-3.096	-0.240	-1.598	-1.224	-1.360	-0.451	-0.490	-1.982	-1.716	1.349	-1.645	-1.067	-0.669	-0.178	-0.441	-0.528	-3.542	-0.044	-0.299	-0.997	-0.432	-1.408
CL21	ABZR87_RS06580	ABZR87_RS06580		hypothetical protein	-0.276	0.399	-7.051	-8.006	0.319	-0.363	-0.030	0.181	0.698	0.571	-2.274	-4.553	-3.844	-0.521	0.202	-0.293	-0.476	-0.618	-0.264	0.418	-8.215	0.766	-0.045	-0.754	0.082	0.355	0.155	-2.694	-4.088	-5.259	-0.305	-0.373	-0.796	-0.088
CL21	ABZR87_RS06595	ABZR87_RS06595		DUF2917 domain-containing protein	-0.847	-0.571	-0.188	1.291	-0.905	2.163	-0.134	2.444	0.035	0.027	1.799	0.178	0.036	1.097	0.807	1.468	3.229	2.223	1.059	1.418	0.180	0.932	1.553	0.620	0.529	0.539	0.617	1.680	-0.562	-0.925	0.669	0.876	1.264	0.883
CL21	ABZR87_RS06600	ABZR87_RS06600		transcriptional regulator GcvA	-0.081	-0.110	-2.159	-1.548	-0.422	0.724	-1.563	-0.329	-0.744	-0.042	-1.531	-2.155	-0.869	-1.050	-1.645	-0.342	0.910	-1.504	-0.786	0.925	-0.436	-0.822	0.741	0.399	0.372	-1.401	-0.573	-1.047	-2.207	-1.879	-0.558	-0.455	0.348	0.611
CL21	ABZR87_RS06610	ABZR87_RS06610		D-alanyl-D-alanine carboxypeptidase family protein	0.935	1.517	1.605	2.053	7.117	1.116	0.800	2.292	-0.631	-0.311	-0.669	6.543	-4.200	-0.653	1.067	3.943	7.934	0.615	2.942	2.440	2.143	4.093	0.833	0.376	1.662	0.683	0.205	-0.660	6.621	-4.488	-0.110	1.649	3.801	8.984
CL21	ABZR87_RS06620	ABZR87_RS06620		ferredoxin	0.067	-0.156	-1.220	0.668	1.483	0.346	1.295	-1.129	1.131	-0.056	0.712	2.948	-1.225	1.453	2.195	0.495	1.899	2.721	-0.378	-0.688	2.204	-1.756	1.023	0.117	0.699	0.893	-0.509	0.569	2.213	-0.364	-0.066	1.818	0.080	1.970
CL21	ABZR87_RS06625	ABZR87_RS06625		dicarboxylate/amino acid:cation symporter	-1.925	-2.380	1.045	-2.230	-2.089	-1.252	-1.309	-1.848	-3.011	-1.191	-2.996	-4.498	-2.729	-0.955	-15.106	-0.974	-1.773	-0.920	-1.591	-2.097	-1.624	-1.786	-0.843	-0.647	-0.981	-2.472	-0.410	-3.650	-6.152	-3.402	-1.399	-16.819	-1.618	-1.816
CL21	ABZR87_RS06630	ABZR87_RS06630		sensor histidine kinase	3.430	4.373	-2.626	1.011	0.561	0.170	0.606	0.496	0.572	0.725	1.283	-0.141	-0.056	0.862	-6.549	0.173	-0.359	0.342	0.130	0.045	0.833	1.247	-0.305	0.183	0.122	0.781	0.654	-0.770	-0.656	-1.513	1.180	-7.872	-0.084	-0.583
CL21	ABZR87_RS06635	ABZR87_RS06635		sigma-54 dependent transcriptional regulator	0.848	0.117	1.427	-0.724	-0.398	0.709	-0.755	-1.539	-0.350	-1.125	-1.640	-1.941	-0.526	-0.267	-4.761	-0.626	0.052	0.566	-1.033	1.493	-0.610	0.387	-1.709	0.788	-0.936	-0.864	0.130	-0.914	-2.522	-3.843	-0.437	-7.019	-0.361	0.478
CL21	ABZR87_RS06640	ABZR87_RS06640		DUF2278 family protein	-1.728	-0.785	0.107	-1.269	-0.381	-1.163	-0.266	-1.376	-1.011	-1.927	-1.200	-0.802	-1.196	-0.933	-0.981	-1.654	-1.358	-0.364	-1.256	-0.639	-1.164	0.646	-0.666	-1.637	-1.255	-1.030	-0.332	-1.083	-0.981	-1.574	-1.198	-0.504	-2.246	-0.412
CL21	ABZR87_RS06645	ABZR87_RS06645		TlpA disulfide reductase family protein	-0.260	-0.958	-1.517	-1.941	-0.496	-1.803	-0.069	-2.776	-2.484	-0.784	-2.495	-2.577	-1.333	-2.734	-1.734	-2.259	-2.595	-0.842	-2.082	-2.853	-1.705	0.390	0.106	0.375	-3.085	-3.343	-2.232	-0.906	-2.814	-1.373	-1.330	-2.346	-3.354	-2.670
CL21	ABZR87_RS06650	ABZR87_RS06650		O-acetyl-ADP-ribose deacetylase	-0.462	-0.752	0.017	-0.203	-0.253	0.548	0.050	0.265	0.258	-0.943	0.514	0.794	-0.540	1.136	-0.107	0.766	0.416	-0.382	0.189	0.011	0.794	0.351	-0.983	-0.766	-0.001	0.137	0.289	0.490	0.377	-0.718	0.174	0.042	0.580	-0.660
CL21	ABZR87_RS06655	ABZR87_RS06655		hypothetical protein	-0.810	-1.181	-2.814	-2.210	-2.549	-1.611	0.631	-0.994	1.782	-0.445	1.428	-2.620	-2.690	-0.156	1.074	1.039	-0.772	-1.092	-1.345	-3.429	-2.648	-0.656	-0.911	-0.893	0.131	-0.346	-0.829	-1.516	-1.567	-3.640	-0.462	-0.229	-1.021	0.091
CL21	ABZR87_RS06660	ABZR87_RS06660		LysE family transporter	-0.226	-0.246	-0.667	0.126	0.692	-1.491	-0.709	-0.115	0.727	-1.120	-0.880	0.829	-3.124	0.112	-0.269	-1.738	-0.256	-0.946	0.602	-0.534	0.519	-0.851	0.391	-0.133	-1.770	-1.471	-0.363	-0.911	-1.714	-0.013	-0.344	0.109	-0.447	-0.189
CL21	ABZR87_RS06665	ABZR87_RS06665		MFS transporter	-0.539	-0.792	-0.438	-0.746	0.208	0.869	0.393	-0.038	0.196	0.408	0.598	0.951	-1.613	-0.091	0.539	0.165	0.304	-0.683	0.697	-0.224	-0.836	0.852	0.348	0.881	-0.153	-0.648	0.143	0.001	-0.056	-0.998	-0.568	0.346	0.452	0.326
CL21	ABZR87_RS06670	ABZR87_RS06670		MarR family transcriptional regulator	0.477	0.833	-0.939	-0.326	0.228	-0.170	-0.096	0.035	0.623	0.432	0.404	-0.243	0.367	-1.967	-0.765	0.012	0.556	1.312	0.026	-0.316	-0.364	-1.167	-2.015	0.729	0.827	-2.952	0.519	0.221	-0.255	-0.597	-0.846	-2.434	1.901	-0.384
CL21	ABZR87_RS06675	ABZR87_RS06675		YifB family Mg chelatase-like AAA ATPase	-0.562	0.322	-0.794	0.325	0.259	-1.271	0.295	0.196	-0.800	0.202	0.190	-0.180	-0.058	-0.636	-0.599	-0.111	-0.567	-0.031	-1.046	-0.141	0.341	-1.186	-0.534	-0.150	-1.869	-1.295	-0.990	-1.806	-1.305	-2.284	-0.886	-0.949	1.013	-0.187
CL21	ABZR87_RS06680	ABZR87_RS06680		hypothetical protein	-2.548	0.206	0.166	-0.187	0.721	-0.196	1.190	0.251	-0.425	1.640	1.782	0.049	1.145	-0.844	-1.531	1.896	0.320	-1.716	-0.517	1.292	2.393	-0.968	0.893	-0.109	0.656	1.160	0.532	0.725	-0.144	0.592	0.763	-0.463	0.002	-0.694
CL21	ABZR87_RS06690	ABZR87_RS06690		TorF family putative porin	-0.784	-0.009	2.254	-1.758	-0.388	0.086	-0.484	-0.175	0.756	0.160	0.428	0.050	0.351	-0.178	0.114	0.553	-1.980	-0.837	0.169	-1.022	-0.170	-0.192	0.172	-0.229	-0.412	-0.296	-0.986	-0.524	-2.232	-0.134	-0.689	-0.984	-0.658	-1.292
CL21	ABZR87_RS06695	ABZR87_RS06695		P-II family nitrogen regulator	0.222	-0.268	-2.516	-3.565	-1.888	-1.645	1.170	-2.715	-2.334	-2.740	-2.552	-2.134	-3.180	-0.087	0.055	-1.518	-1.619	-0.391	-1.867	-0.780	-1.297	0.128	-0.832	-0.594	-1.829	-2.084	-1.771	-4.033	-3.427	-4.886	0.290	-0.537	-2.524	-2.339
CL21	ABZR87_RS06700	ABZR87_RS06700		ammonium transporter	-0.197	-0.077	0.033	-0.862	0.406	0.325	-0.313	-0.872	-1.238	-0.706	-0.473	0.498	-0.798	-0.789	-0.022	-0.625	0.769	0.029	-0.049	0.419	-1.421	0.842	-0.534	-0.186	-0.024	-2.306	-0.135	-1.221	-1.937	-1.453	-0.186	-0.048	-1.197	-0.649
CL21	ABZR87_RS06705	ABZR87_RS06705		glutamate--cysteine ligase	8.263	7.944	-14.982	-11.419	-8.346	-2.681	-6.227	-13.753	-12.900	-12.763	-14.314	-13.743	-11.239	-6.357	-9.493	-2.227	3.947	-1.179	-2.926	-7.454	-12.498	-3.112	-2.887	-6.649	-12.324	-13.263	-11.696	-15.714	-14.658	-7.909	-6.191	-8.748	-1.854	3.144
CL21	ABZR87_RS06710	ABZR87_RS06710		glutathione synthase	2.117	1.648	-13.410	-9.668	-10.753	-1.086	-6.159	-12.940	-11.533	-10.594	-12.689	-17.936	-12.903	-4.594	-2.631	-2.075	-2.319	-3.784	-5.420	-7.982	-10.197	-5.884	-1.573	-4.756	-12.019	-13.630	-13.055	-15.287	-18.824	-17.038	-4.474	-2.983	-2.667	-2.128
CL21	ABZR87_RS06715	ABZR87_RS06715		PTS sugar transporter subunit IIA	0.358	-2.127	-3.394	-1.962	-2.938	-3.477	-2.534	-3.212	-1.952	-1.991	-3.384	-3.234	-2.739	-3.168	-3.124	-1.204	-1.274	-2.386	-2.048	-2.411	-3.818	-1.861	-0.870	-1.094	-2.906	-2.975	-2.753	-5.298	-5.406	-3.152	-1.090	-0.928	-1.883	-2.501
CL21	ABZR87_RS06725	ABZR87_RS06725		phosphoenolpyruvate--protein phosphotransferase	-4.768	-4.833	3.644	-6.757	-11.215	-2.951	-0.969	1.018	6.737	5.882	6.316	-6.378	-0.536	3.223	-7.653	8.600	2.817	5.649	4.400	-1.473	-6.166	-8.369	-2.244	-0.032	-0.111	5.714	2.683	6.422	-10.738	-2.941	3.581	-6.520	8.299	2.892
CL21	ABZR87_RS06735	ABZR87_RS06735		bacterioferritin	0.188	-1.039	-2.017	0.430	2.467	0.053	-1.507	-1.300	-1.140	-0.813	0.292	-0.359	2.489	0.181	0.043	-1.075	-0.657	-1.002	-0.503	0.316	0.128	1.306	-0.082	-0.583	-0.299	-0.436	-1.432	0.483	0.079	0.739	-1.272	-1.092	-0.918	-1.176
