sdt_sample_name	sdt_community_name	genus	phylum	read_count
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	106.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	UBA12409	Dependentiae	22.0
GW526-15-11-27-12	GW526-15-11-27-12 0.2 micron filter	Thiobacillus	Proteobacteria	216.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	WD260	Proteobacteria	4.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Nocardioides	Actinobacteriota	20.0
GW683-53-2-18-13	GW683-53-2-18-13 0.2 micron filter	Fimbriiglobus	Planctomycetota	6.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Subgroup_15	Acidobacteriota	262.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Novosphingobium	Proteobacteria	25.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Vicinamibacteraceae	Acidobacteriota	266.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Thiobacillus	Proteobacteria	10.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Sediminibacterium	Bacteroidota	99.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	41.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	PAUC34f	PAUC34f	26.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	uncultured	Chloroflexi	1482.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	uncultured	Proteobacteria	930.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Oligoflexus	Bdellovibrionota	59.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	Phenylobacterium	Proteobacteria	166.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Vicinamibacteraceae	Acidobacteriota	83.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Sphingomonas	Proteobacteria	175.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Sulfuritalea	Proteobacteria	754.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	P3OB-42	Myxococcota	49.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	Silanimonas	Proteobacteria	117.0
GW658-63-1-23-13	GW658-63-1-23-13 10 micron filter	Anaerovorax	Firmicutes	78.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	unclassified	unclassified	8489.0
GW247-7-11-14-12	GW247-7-11-14-12 0.2 micron filter	Conexibacter	Actinobacteriota	58.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	uncultured	Proteobacteria	2985.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	OM27_clade	Bdellovibrionota	825.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Lineage_IIb	Elusimicrobiota	158.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	uncultured	Chloroflexi	3642.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	uncultured	Planctomycetota	370.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	9533.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Marine_Group_II	Thermoplasmatota	35.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	BIrii41	Myxococcota	210.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Candidatus_Jorgensenbacteria	Patescibacteria	255.0
GW683-53-2-18-13	GW683-53-2-18-13 0.2 micron filter	uncultured	Proteobacteria	3535.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	11.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Paracoccus	Proteobacteria	7.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Aeromicrobium	Actinobacteriota	27.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Entotheonellaceae	Entotheonellaeota	182.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Sericytochromatia	Cyanobacteria	67.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	Edaphobacter	Acidobacteriota	34.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	Candidatus_Ryanbacteria	Patescibacteria	93.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Pseudoxanthomonas	Proteobacteria	42.0
GW631-98-12-11-12	GW631-98-12-11-12 0.2 micron filter	Candidatus_Liptonbacteria	Patescibacteria	609.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	uncultured	Gemmatimonadota	110.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	cr616	Proteobacteria	383.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	RBG-13-54-9	Chloroflexi	272.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	Subgroup_22	Acidobacteriota	723.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	AncK6	AncK6	8.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	OM190	Planctomycetota	181.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Lineage_IV	Elusimicrobiota	198.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	uncultured	Desulfobacterota	67.0
GW148-12-17-12	GW148-12-17-12 0.2 micron filter	Candidatus_Magasanikbacteria	Patescibacteria	9.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	Neochlamydia	Verrucomicrobiota	8.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	uncultured	Planctomycetota	196.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	S085	Chloroflexi	177.0
GW198-41-2-11-13	GW198-41-2-11-13 0.2 micron filter	Lysobacter	Proteobacteria	83.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	Sva0485	Sva0485	513.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	KD4-96	Chloroflexi	387.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Saccharimonadales	Patescibacteria	362.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	uncultured	Chloroflexi	313.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	0319-6G20	Bdellovibrionota	380.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	PAUC34f	PAUC34f	345.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	WCHB1-41	Verrucomicrobiota	252.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	Gracilibacteria	Patescibacteria	656.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	unclassified	unclassified	3048.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Omnitrophales	Verrucomicrobiota	190.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	uncultured	Gemmatimonadota	224.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Ruminiclostridium	Firmicutes	10.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Brevinema	Spirochaetota	9.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	uncultured	Gemmatimonadota	258.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Mycobacterium	Actinobacteriota	242.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	AB1	Proteobacteria	71.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	RBG-13-54-9	Chloroflexi	267.0
GW685-6-1-8-13	GW685-6-1-8-13 0.2 micron filter	Mycobacterium	Actinobacteriota	68.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Permianibacter	Proteobacteria	7.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Kapabacteriales	Bacteroidota	27.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	MSBL7	Desulfobacterota	11.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Latescibacterota	Latescibacterota	67.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	SM2D12	Proteobacteria	140.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	Ferruginibacter	Bacteroidota	15.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	Sulfurifustis	Proteobacteria	987.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	Babeliales	Dependentiae	22.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Lineage_IV	Elusimicrobiota	226.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Rokubacteriales	Methylomirabilota	655.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Obscuribacteraceae	Cyanobacteria	19.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	Telmatospirillum	Proteobacteria	5.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	120.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Opitutus	Verrucomicrobiota	62.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Crenothrix	Proteobacteria	9.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	unclassified	unclassified	4462.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	uncultured	Acidobacteriota	124.0
GW775-88-1-29-13	GW775-88-1-29-13 0.2 micron filter	Brevundimonas	Proteobacteria	113.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	Omnitrophales	Verrucomicrobiota	161.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Paludibaculum	Acidobacteriota	171.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	uncultured	Desulfobacterota	495.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	uncultured	Sumerlaeota	46.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	NKB15	NKB15	517.0
GW526-15-11-27-12	GW526-15-11-27-12 0.2 micron filter	Thermomonas	Proteobacteria	489.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	Lineage_IV	Elusimicrobiota	1305.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	36.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	Pedosphaeraceae	Verrucomicrobiota	462.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	uncultured	Bacteroidota	14.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	Cellvibrio	Proteobacteria	52.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	SHA-26	Chloroflexi	97.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Candidatus_Azambacteria	Patescibacteria	173.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Schekmanbacteria	Schekmanbacteria	180.0
TPB16-7-26-12	TPB16-7-26-12 0.2 micron filter	Ellin6067	Proteobacteria	51.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Turneriella	Spirochaetota	63.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	Aquabacterium	Proteobacteria	511.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	Reyranella	Proteobacteria	202.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	GIF9	Chloroflexi	6.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Sva0485	Sva0485	66.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Pedosphaeraceae	Verrucomicrobiota	286.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	Nitrospira	Nitrospirota	553.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	uncultured	Nitrospirota	2563.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Cupriavidus	Proteobacteria	171.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Candidatus_Giovannonibacteria	Patescibacteria	15.0
FW510-26-11-26-12	FW510-26-11-26-12 0.2 micron filter	unclassified	unclassified	4211.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	uncultured	Fibrobacterota	101.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Roseococcus	Proteobacteria	14.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Babeliales	Dependentiae	40.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	SB-5	Bacteroidota	74.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	Methylocystis	Proteobacteria	133.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	Fimbriimonadales	Armatimonadota	10.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	bacteriap25	Myxococcota	138.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Ahniella	Proteobacteria	18.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	JTB23	Proteobacteria	180.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	Coxiella	Proteobacteria	48.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	BSV26	Bacteroidota	4522.0
GW198-41-2-11-13	GW198-41-2-11-13 0.2 micron filter	uncultured	Proteobacteria	2070.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Sulfurifustis	Proteobacteria	57.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Candidatus_Paracaedibacter	Proteobacteria	69.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	59.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	Omnitrophales	Verrucomicrobiota	242.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	PLTA13	Proteobacteria	202.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Lineage_IIc	Elusimicrobiota	8.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Sediminibacterium	Bacteroidota	86.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Margulisbacteria	Margulisbacteria	52.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	MSBL5	Chloroflexi	54.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Caulobacter	Proteobacteria	381.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Sphingopyxis	Proteobacteria	33.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	[Caedibacter]_taeniospiralis_group	Proteobacteria	4.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Zixibacteria	Zixibacteria	52.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Lineage_IV	Elusimicrobiota	539.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	P3OB-42	Myxococcota	24.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	uncultured	Gemmatimonadota	123.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	GOUTA6	Proteobacteria	430.0
GW654-0-1-7-13	GW654-0-1-7-13 10 micron filter	Nitrospira	Nitrospirota	6077.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	DEV114	Verrucomicrobiota	13.0
GW775-88-1-29-13	GW775-88-1-29-13 10 micron filter	4-29-1	Nitrospirota	43.0
GW223-39-1-8-13	GW223-39-1-8-13 10 micron filter	Amphiplicatus	Proteobacteria	8.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	FW113	FW113	6.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	Subgroup_7	Acidobacteriota	933.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	TK10	Chloroflexi	17.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	UBA12409	Dependentiae	107.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	FW22	Chloroflexi	23.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	Sediminibacterium	Bacteroidota	4711.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	OM27_clade	Bdellovibrionota	45.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	0319-6G20	Bdellovibrionota	1277.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Desulfovirga	Desulfobacterota	146.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Chthoniobacter	Verrucomicrobiota	49.0
FW104-7-26-12	FW104-7-26-12 10 micron filter	Candidatus_Nitrotoga	Proteobacteria	39.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	Lautropia	Proteobacteria	15.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	39.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	SAR202_clade	Chloroflexi	790.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Magnetospirillum	Proteobacteria	17.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	BD2-11_terrestrial_group	Gemmatimonadota	2.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	Marine_Benthic_Group_A	Crenarchaeota	18.0
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	AKYH767	Bacteroidota	46.0
GW228-12-2-4-13	GW228-12-2-4-13 0.2 micron filter	Sulfuritalea	Proteobacteria	1335.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	0319-6G20	Bdellovibrionota	1045.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	Candidatus_Wolfebacteria	Patescibacteria	11.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Paralcaligenes	Proteobacteria	452.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Acinetobacter	Proteobacteria	388.0
GW346-47-11-27-12	GW346-47-11-27-12 10 micron filter	SAR202_clade	Chloroflexi	31.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	NKB15	NKB15	616.0
GW765-77-1-11-13	GW765-77-1-11-13 0.2 micron filter	Aquabacterium	Proteobacteria	138.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	unclassified	unclassified	2771.0
GW220-50-12-12-12	GW220-50-12-12-12 0.2 micron filter	uncultured	Gemmatimonadota	198.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	cvE6	Verrucomicrobiota	84.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Nitrospira	Nitrospirota	177.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	BSV26	Bacteroidota	216.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	uncultured	Proteobacteria	3141.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	unclassified	unclassified	2443.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	FS117-23B-02	Chloroflexi	5.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	unclassified	unclassified	9255.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Lacunisphaera	Verrucomicrobiota	267.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	V2072-189E03	Spirochaetota	3.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	KCM-B-112	Proteobacteria	6.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Candidatus_Falkowbacteria	Patescibacteria	80.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Babeliales	Dependentiae	93.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	LD1-PA32	Verrucomicrobiota	62.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Brevundimonas	Proteobacteria	1422.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Pseudolabrys	Proteobacteria	8.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Thauera	Proteobacteria	37.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	BSV26	Bacteroidota	695.0
GW531-83-11-28-12	GW531-83-11-28-12 0.2 micron filter	Nitrospira	Nitrospirota	678.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	uncultured	Chloroflexi	413.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	uncultured	Gemmatimonadota	27.0
GW148-12-17-12	GW148-12-17-12 0.2 micron filter	Pedobacter	Bacteroidota	77.0
GW704-5-12-17-12	GW704-5-12-17-12 0.2 micron filter	uncultured	Verrucomicrobiota	32.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	124.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Omnitrophales	Verrucomicrobiota	657.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Gaiella	Actinobacteriota	1284.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Haliangium	Myxococcota	30.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	uncultured	Firmicutes	19.0
GW199-42-1-28-13	GW199-42-1-28-13 0.2 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	303.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	Nitrospira	Nitrospirota	1331.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	PRD18C08	Verrucomicrobiota	176.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	CCM11a	Planctomycetota	5.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	mle1-27	Myxococcota	17.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Paracaedibacteraceae	Proteobacteria	5.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Geothrix	Acidobacteriota	222.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	NB1-j	NB1-j	20.0
GW247-7-11-14-12	GW247-7-11-14-12 10 micron filter	LCP-89	LCP-89	15.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	32.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	uncultured	Spirochaetota	20.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	OC31	Bacteroidota	50.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 0.2 micron filter	uncultured	Bacteroidota	67.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	unclassified	unclassified	4015.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	SAR202_clade	Chloroflexi	71.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Woesearchaeales	Nanoarchaeota	131.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	9238.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	uncultured	Acidobacteriota	114.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	uncultured	Acidobacteriota	121.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	uncultured	Proteobacteria	669.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Candidatus_Obscuribacter	Cyanobacteria	23.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	uncultured	Planctomycetota	3.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	RBG-13-46-9	Chloroflexi	52.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	uncultured	Bacteroidota	69.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	BMS9AB35	Nitrospirota	41.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Subgroup_17	Acidobacteriota	13.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Subgroup_12	Acidobacteriota	79.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Candidatus_Vogelbacteria	Patescibacteria	547.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	OM190	Planctomycetota	126.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Legionella	Proteobacteria	435.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	uncultured	Chloroflexi	401.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Sphingomonas	Proteobacteria	1127.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Coxiella	Proteobacteria	959.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	661239	Chloroflexi	32.0
GW928-54-2-11-13	GW928-54-2-11-13 10 micron filter	Vicinamibacteraceae	Acidobacteriota	75.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	DTB120	DTB120	210.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Pseudomonas	Proteobacteria	231.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	WOR-1	WOR-1	1029.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	4-29-1	Nitrospirota	13.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Arenimonas	Proteobacteria	59.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	MSBL5	Chloroflexi	214.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Omnitrophales	Verrucomicrobiota	266.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	2724.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	uncultured	Proteobacteria	718.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Mycobacterium	Actinobacteriota	29.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	unclassified	unclassified	10501.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	uncultured	Gemmatimonadota	148.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	uncultured	Gemmatimonadota	657.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Desantisbacteria	Desantisbacteria	5.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Rokubacteriales	Methylomirabilota	100.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	Haliangium	Myxococcota	11.0
TPB16-81-11-28-12	TPB16-81-11-28-12 0.2 micron filter	Marine_Group_II	Thermoplasmatota	4.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Candidatus_Brocadia	Planctomycetota	57.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	Telmatospirillum	Proteobacteria	68.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	ADurb.Bin118	Verrucomicrobiota	47.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Subgroup_5	Acidobacteriota	4.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Proteobacteria	60.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	unclassified	unclassified	4205.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	Ignavibacterium	Bacteroidota	24.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	MBNT15	MBNT15	1952.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	UBA12411	Dependentiae	24.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	SAR202_clade	Chloroflexi	14.0
