sdt_sample_name	sdt_community_name	genus	phylum	read_count
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	Sericytochromatia	Cyanobacteria	3.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	S0134_terrestrial_group	Gemmatimonadota	5.0
GW765-77-1-11-13	GW765-77-1-11-13 0.2 micron filter	Gemella	Firmicutes	19.0
FW109-35-61-11-14-12	FW109-35-61-11-14-12 0.2 micron filter	Sphingobium	Proteobacteria	106.0
FW021-46-11-27-12	FW021-46-11-27-12 0.2 micron filter	Candidatus_Solibacter	Acidobacteriota	43.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Noviherbaspirillum	Proteobacteria	174.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Methylovulum	Proteobacteria	11.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	Candidatus_Jorgensenbacteria	Patescibacteria	68.0
GW526-15-11-27-12	GW526-15-11-27-12 0.2 micron filter	Ferrovibrio	Proteobacteria	8.0
FW109-35-61-11-14-12	FW109-35-61-11-14-12 0.2 micron filter	Streptococcus	Firmicutes	2.0
GW925-68-1-28-13	GW925-68-1-28-13 0.2 micron filter	Hydrogenophaga	Proteobacteria	17.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Candidatus_Paraholospora	Proteobacteria	3.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	Turneriella	Spirochaetota	3.0
GW223-39-1-8-13	GW223-39-1-8-13 10 micron filter	Bosea	Proteobacteria	26.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Hydrogenedensaceae	Hydrogenedentes	2.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Anaerococcus	Firmicutes	24.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Chitinimonas	Proteobacteria	16.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	A4b	Chloroflexi	4.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Solimonadaceae	Proteobacteria	808.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	[Aquaspirillum]_arcticum_group	Proteobacteria	16.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	SWB02	Proteobacteria	73.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	Granulicella	Acidobacteriota	9.0
GW755-69-1-8-13	GW755-69-1-8-13 0.2 micron filter	Solitalea	Bacteroidota	28.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Sediminibacterium	Bacteroidota	147.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Caulobacter	Proteobacteria	275.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Candidatus_Jidaibacter	Proteobacteria	7.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	RCP2-54	RCP2-54	12.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Elusimicrobiota	Elusimicrobiota	17.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Anaeromyxobacter	Myxococcota	7.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Herbaspirillum	Proteobacteria	354.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	PLTA13	Proteobacteria	19.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Gastranaerophilales	Cyanobacteria	24.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	SB-5	Bacteroidota	8.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Deferrisoma	Deferrisomatota	12.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	Margulisbacteria	Margulisbacteria	8.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	CL500-29_marine_group	Actinobacteriota	11.0
FW215-84-11-27-12	FW215-84-11-27-12 10 micron filter	Lineage_IIa	Elusimicrobiota	2.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	uncultured	Bdellovibrionota	17.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Mesorhizobium	Proteobacteria	37.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	KD4-96	Chloroflexi	9.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Dyadobacter	Bacteroidota	8.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	Tolumonas	Proteobacteria	55.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Rhizobacter	Proteobacteria	100.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Pseudoxanthobacter	Proteobacteria	18.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	Anaerolineae	Chloroflexi	8.0
GW761-29-1-28-13	GW761-29-1-28-13 0.2 micron filter	Novosphingobium	Proteobacteria	62.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Geobacter	Desulfobacterota	45.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Sumerlaea	Sumerlaeota	2.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	Thermoanaerobaculum	Acidobacteriota	18.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	BD7-11	Planctomycetota	3.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	uncultured	Spirochaetota	2.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	NRL2	Proteobacteria	4.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Cupriavidus	Proteobacteria	71.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Zoogloea	Proteobacteria	18.0
GW658-63-1-23-13	GW658-63-1-23-13 0.2 micron filter	UCG-010	Firmicutes	6.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Candidatus_Solibacter	Acidobacteriota	4.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Bryobacter	Acidobacteriota	5.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Candidatus_Endonucleariobacter	Proteobacteria	6.0
GW925-68-1-28-13	GW925-68-1-28-13 0.2 micron filter	Paludibaculum	Acidobacteriota	35.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Shinella	Proteobacteria	8.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	Acinetobacter	Proteobacteria	9.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	JG30-KF-CM66	Chloroflexi	9.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Methylotenera	Proteobacteria	100.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 0.2 micron filter	Hydrotalea	Bacteroidota	6.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Rhodoplanes	Proteobacteria	26.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Zixibacteria	Zixibacteria	3.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	Spirochaeta_2	Spirochaetota	5.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Pseudomonas	Proteobacteria	270.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Methanobacterium	Euryarchaeota	29.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	Inhella	Proteobacteria	41.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Sva0485	Sva0485	2.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Candidatus_Brocadia	Planctomycetota	121.0
GW198-41-2-11-13	GW198-41-2-11-13 0.2 micron filter	PAUC34f	PAUC34f	9.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Hyphomicrobium	Proteobacteria	257.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Lysobacter	Proteobacteria	5.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	Candidatus_Solibacter	Acidobacteriota	33.0
GW533-48-11-28-12	GW533-48-11-28-12 10 micron filter	WD260	Proteobacteria	11.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	Sulfuritortus	Proteobacteria	6.0
GW531-83-11-28-12	GW531-83-11-28-12 0.2 micron filter	Cupriavidus	Proteobacteria	90.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Fusibacter	Firmicutes	13.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Parviterribacter	Actinobacteriota	4.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	Ga0077536	Proteobacteria	4.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	SG8-4	Planctomycetota	6.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Acetobacterium	Firmicutes	13.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Clostridium_sensu_stricto_3	Firmicutes	164.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	JGI_0001001-H03	Acidobacteriota	3.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	DSSD61	Proteobacteria	22.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Mageibacillus	Firmicutes	5.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	Sulfurifustis	Proteobacteria	34.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Saccharimonadales	Patescibacteria	4.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Zavarzinella	Planctomycetota	3.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Rhodococcus	Actinobacteriota	6.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	Amphiplicatus	Proteobacteria	7.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Fimbriiglobus	Planctomycetota	10.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Lenti-02	Verrucomicrobiota	5.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Candidatus_Kaiserbacteria	Patescibacteria	15.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	LD-RB-34	Bacteroidota	7.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	SAR202_clade	Chloroflexi	10.0
GW763-23-1-22-13	GW763-23-1-22-13 0.2 micron filter	Candidatus_Altiarchaeum	Altiarchaeota	3.0
TPB16-81-11-28-12	TPB16-81-11-28-12 0.2 micron filter	Pajaroellobacter	Myxococcota	4.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	UBA12409	Dependentiae	78.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	LD1-PA32	Verrucomicrobiota	20.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	JTB23	Proteobacteria	15.0
GW714-34-2-12-13	GW714-34-2-12-13 0.2 micron filter	Methylomonas	Proteobacteria	3.0
FW510-26-11-26-12	FW510-26-11-26-12 0.2 micron filter	Coxiella	Proteobacteria	10.0
GW760-18-1-29-13	GW760-18-1-29-13 10 micron filter	Candidatus_Brocadia	Planctomycetota	87.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Deferrisoma	Deferrisomatota	15.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Dechloromonas	Proteobacteria	78.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Azospirillum	Proteobacteria	4.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	OC31	Bacteroidota	44.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	S085	Chloroflexi	26.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Rubrivivax	Proteobacteria	196.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Holophagaceae	Acidobacteriota	234.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	Pir4_lineage	Planctomycetota	2.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Denitratisoma	Proteobacteria	18.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	Subgroup_13	Acidobacteriota	12.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	F9P41300-M23	Proteobacteria	5.0
GW654-0-1-7-13	GW654-0-1-7-13 10 micron filter	4-29-1	Nitrospirota	11.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Oleiphilus	Proteobacteria	11.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	Desulfurispora	Firmicutes	6.0
FW215-84-11-27-12	FW215-84-11-27-12 10 micron filter	Entotheonellaceae	Entotheonellaeota	2.0
GW761-29-1-28-13	GW761-29-1-28-13 0.2 micron filter	env.OPS_17	Bacteroidota	51.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Massilia	Proteobacteria	105.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Polaromonas	Proteobacteria	47.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	Aquabacterium	Proteobacteria	38.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Crenothrix	Proteobacteria	552.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	KIST-JJY010	Actinobacteriota	5.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	Subgroup_17	Acidobacteriota	9.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	JGI_0001001-H03	Acidobacteriota	32.0
GW271-66-2-18-13	GW271-66-2-18-13 10 micron filter	Sphingobium	Proteobacteria	25.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	uncultured	Myxococcota	5.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 0.2 micron filter	Sulfuritortus	Proteobacteria	23.0
GW928-54-2-11-13	GW928-54-2-11-13 10 micron filter	Brevundimonas	Proteobacteria	109.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Sulfuritalea	Proteobacteria	30.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	FFCH5909	Acidobacteriota	6.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Candidatus_Yanofskybacteria	Patescibacteria	8.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	Ellin516	Verrucomicrobiota	46.0
GW694-33-12-3-12	GW694-33-12-3-12 10 micron filter	Pajaroellobacter	Myxococcota	3.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Subgroup_12	Acidobacteriota	103.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	LCP-89	LCP-89	4.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Sphingobium	Proteobacteria	11.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	GOUTA6	Proteobacteria	20.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	uncultured	Euryarchaeota	5.0
GW685-6-1-8-13	GW685-6-1-8-13 10 micron filter	P3OB-42	Myxococcota	3.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	Sumerlaea	Sumerlaeota	12.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	Sh765B-TzT-35	Methylomirabilota	13.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	KD3-93	Bacteroidota	308.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Chitinivorax	Proteobacteria	11.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	Candidatus_Nitrocosmicus	Crenarchaeota	5.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	51.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Cephaloticoccus	Verrucomicrobiota	6.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Candidatus_Beckwithbacteria	Patescibacteria	10.0
GW683-53-2-18-13	GW683-53-2-18-13 0.2 micron filter	Lineage_IIa	Elusimicrobiota	34.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	Blastopirellula	Planctomycetota	21.0
FW104-7-26-12	FW104-7-26-12 0.2 micron filter	NRL2	Proteobacteria	5.0
GW526-15-11-27-12	GW526-15-11-27-12 0.2 micron filter	A21b	Proteobacteria	28.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	Candidatus_Kaiserbacteria	Patescibacteria	3.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Solimonadaceae	Proteobacteria	32.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	Elev-16S-1166	Acidobacteriota	7.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	FCPU453	Elusimicrobiota	10.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	cvE6	Verrucomicrobiota	39.0
GW531-83-11-28-12	GW531-83-11-28-12 10 micron filter	Mesorhizobium	Proteobacteria	47.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Candidatus_Ryanbacteria	Patescibacteria	2.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Thermincola	Firmicutes	10.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	I-8	Planctomycetota	13.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Acidibacter	Proteobacteria	9.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	MVP-88	Elusimicrobiota	41.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Paludibaculum	Acidobacteriota	3.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	4-29-1	Nitrospirota	5.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Omnitrophales	Verrucomicrobiota	6.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	4572-13	Planctomycetota	5.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Ellin6067	Proteobacteria	12.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Luteolibacter	Verrucomicrobiota	5.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	B29	Verrucomicrobiota	25.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Group_1.1c	Crenarchaeota	2.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	Acetobacterales	Proteobacteria	24.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Blfdi19	Myxococcota	5.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Candidatus_Jorgensenbacteria	Patescibacteria	17.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Alkanibacter	Proteobacteria	8.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Thauera	Proteobacteria	24.0
FW104-67-11-14-12	FW104-67-11-14-12 0.2 micron filter	Opitutus	Verrucomicrobiota	9.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 0.2 micron filter	BD2-11_terrestrial_group	Gemmatimonadota	6.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	Variovorax	Proteobacteria	88.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	Acinetobacter	Proteobacteria	8.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	uncultured	Euryarchaeota	3.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	HDB-SIOI1093	Nitrospirota	108.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Gaiella	Actinobacteriota	3.0
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	Acetothermiia	Acetothermia	6.0
GW631-98-12-11-12	GW631-98-12-11-12 0.2 micron filter	Phenylobacterium	Proteobacteria	99.0
GW107-91-12-11-12	GW107-91-12-11-12 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	2.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	PAUC26f	Acidobacteriota	17.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Candidatus_Chisholmbacteria	Patescibacteria	20.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Pedosphaeraceae	Verrucomicrobiota	39.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	uncultured	Myxococcota	18.0
GW765-77-1-11-13	GW765-77-1-11-13 0.2 micron filter	BSV26	Bacteroidota	127.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Bacteroides	Bacteroidota	9.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Methylomonas	Proteobacteria	45.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	Caulobacter	Proteobacteria	14.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	mle1-8	Planctomycetota	11.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	GW2011_GWC1_47_15	Nanoarchaeota	2.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Subgroup_20	Acidobacteriota	4.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Curtobacterium	Actinobacteriota	15.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	mle1-27	Myxococcota	9.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Acidibacter	Proteobacteria	13.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Micrarchaeales	Micrarchaeota	8.0
GW714-34-2-12-13	GW714-34-2-12-13 10 micron filter	Geobacter	Desulfobacterota	16.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Pedosphaeraceae	Verrucomicrobiota	12.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Polaromonas	Proteobacteria	71.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	A21b	Proteobacteria	77.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Rhodotorula	Basidiomycota	2.0
GW654-0-1-7-13	GW654-0-1-7-13 10 micron filter	Aminobacter	Proteobacteria	25.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Phaeodactylibacter	Bacteroidota	9.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Sandaracinus	Myxococcota	8.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	AKYH767	Bacteroidota	10.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Pseudorhodoferax	Proteobacteria	26.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	cr616	Proteobacteria	44.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Rhodoferax	Proteobacteria	193.0
GW753-79-1-7-13	GW753-79-1-7-13 0.2 micron filter	Endomicrobium	Elusimicrobiota	5.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Thalassobaculum	Proteobacteria	6.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Eoetvoesia	Proteobacteria	11.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Bosea	Proteobacteria	58.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	Lineage_IIb	Elusimicrobiota	2.0
GW755-69-1-8-13	GW755-69-1-8-13 0.2 micron filter	Rhodoferax	Proteobacteria	59.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	Panacagrimonas	Proteobacteria	9.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Terrimonas	Bacteroidota	19.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Candidatus_Pacebacteria	Patescibacteria	2.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Chitinimonas	Proteobacteria	28.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Rhodopseudomonas	Proteobacteria	11.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	WCHB1-41	Verrucomicrobiota	5.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	MVP-88	Elusimicrobiota	3.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Hadarchaeales	Hadarchaeota	18.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Hyphomicrobium	Proteobacteria	16.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	RBG-16-55-12	Actinobacteriota	20.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Terrabacter	Actinobacteriota	8.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Gaiella	Actinobacteriota	48.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	661239	Chloroflexi	5.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	SRB2	Firmicutes	35.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	MM1	Proteobacteria	167.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	ADurb.Bin063-1	Verrucomicrobiota	70.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	Methylocystis	Proteobacteria	563.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	MND1	Proteobacteria	12.0
GW925-68-1-28-13	GW925-68-1-28-13 0.2 micron filter	Massilia	Proteobacteria	363.0
GW247-7-11-14-12	GW247-7-11-14-12 0.2 micron filter	Reyranella	Proteobacteria	15.0
FW215-84-11-27-12	FW215-84-11-27-12 10 micron filter	Methylogaea	Proteobacteria	9.0
GW148-12-17-12	GW148-12-17-12 0.2 micron filter	Legionella	Proteobacteria	9.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	Paludisphaera	Planctomycetota	7.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	Sulfuricella	Proteobacteria	121.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Candidatus_Desulforudis	Firmicutes	546.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	4-29-1	Nitrospirota	2.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Candidatus_Peribacteria	Patescibacteria	13.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	Nitrosotaleaceae	Crenarchaeota	10.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Sericytochromatia	Cyanobacteria	3.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Conexibacter	Actinobacteriota	18.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Oligoflexus	Bdellovibrionota	3.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	OLB14	Chloroflexi	95.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	3369.0
GW531-83-11-28-12	GW531-83-11-28-12 0.2 micron filter	Subgroup_15	Acidobacteriota	6.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Ketobacter	Proteobacteria	125.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Chthonomonadales	Armatimonadota	13.0
GW345-51-11-27-12	GW345-51-11-27-12 0.2 micron filter	Chthonomonadales	Armatimonadota	4.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	Subgroup_26	Acidobacteriota	21.0
GW765-77-1-11-13	GW765-77-1-11-13 0.2 micron filter	Crenothrix	Proteobacteria	97.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	Holophagaceae	Acidobacteriota	27.0
GW385-80-2-18-13	GW385-80-2-18-13 10 micron filter	GAL15	GAL15	47.0
GW694-33-12-3-12	GW694-33-12-3-12 10 micron filter	Latescibacterota	Latescibacterota	21.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	Hydrogenophaga	Proteobacteria	32.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Silvanigrella	Bdellovibrionota	3.0
